id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,PolakMaly__,"To nie koniec walki Prezydent Karol Nawrocki sam wiele nie zdziała, potrzebny jest rząd, który będzie dbał o Polskę.",4,139,6,149,"Jun 3, 2025 · 6:48 PM UTC",116,19,
2,JameszBad,"Pierwszy wiekszy kubeł wody na głowę od pana Nawrockiego ostudzi rozgrzane głowy. Narazie żyją ułudą,w której prawdopodobieństwo bnie pan Nawrocki boleśnie ich uświadomi. No chyba,że wystarczy mu jedna kadencja. Może być bardzo ciekawie po zaprzysiężeniu. A może i jeszcze przed.",0,0,0,0,"Jun 4, 2025 · 3:54 PM UTC",279,40,
3,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,259,9578,706,10543,"Jun 3, 2025 · 11:57 AM UTC",162,24,
4,EyeMaciej,Rzecznik potrzebny na cito! Ten wpis na X trafi może do 1% Polaków - tyle co nic! Wypowiedź Rzecznika Rządu usłyszą miliony Polaków w głównych wydaniach programów informacyjnych w naszym Kraju.,2,11,6,19,"Jun 4, 2025 · 2:56 PM UTC",193,31,
5,Trump_Fact_News,Karoline Leavitt répond au journaliste polonais Marek Wałkuski à propos du nouveau président polonais Karol Nawrocki : « Le président Trump l’a rencontré à la Maison Blanche et lui a dit : “Tu vas gagner parce que tu défends le bon sens.” »,3,227,3,233,"Jun 3, 2025 · 7:59 PM UTC",240,43,
6,PierreMarionnet,"Karol Nawrocki, le nouveau président polonais, exige qu'Ursula et l'UE respectent la souveraineté des nations européennes et les valeurs chrétiennes. Bravo. Ca part fort !",56,2381,172,2609,"Jun 3, 2025 · 6:10 PM UTC",171,25,
7,Resistance_SM,"Pologne : Le Président Karol Nawrocki, qui protége son peuple et son pays. « Zéro migration illégale équivaut à zéro attaque terroriste. » 🤢Contrairement au nazillon Macron qui détruit sciemment avec les nazis Leyen et les collabos corrompus.",0,45,7,52,"Jun 4, 2025 · 4:20 AM UTC",242,38,
8,kaiserize,"NDS - Nawrocki Derengement Syndrome, prawie jak w USA",0,0,0,0,"Jun 4, 2025 · 3:53 PM UTC",53,9,
9,WcisloMarta123,"Marszałek Województwa Lubelskiego z PiS przeznaczył 1,2 mln złotych na „konkurs profrekwencyjny” dla gmin do 20 tys. Mieszkańców, czyli dla tych, w których wygrywa Nawrocki. Złożyłam w tej sprawie zawiadomienie do PKW. To nieformalne kupowanie głosów! wiadomosci.radiozet.pl/news/…",37,701,1075,1813,"Jun 3, 2025 · 10:01 AM UTC",281,37,
10,ForfiterP,"Przestańcie parszywie kłamać‼ Przypominam wyborcom Trzaskowskiego, że teza o sutenerstwie i gangsterstwie @NawrockiKn upadła tuż po wizycie Tuska, gdzie okazało się, że: Nawrocki nigdy nie był notowany za jakiekolwiek przestępstwo.Nie ma żadnego wyroku za cokolwiek. Potwierdził to sam #Tusk na pytanie od Rymanowskiego Patryk Masiak, „Wielki Bu”, urodził się około 1991 roku, co oznacza, że w 2007 roku gdy Nawrocki miał pracować w Grand Hotelu miał rzeczywiście około 16 lat i chyba tylko idiota wierzy, że mógłby być on wtedy w tym wieku jakimś znaczącym mafiozem, który ma harem prostytutek. W tym czasie #Nawrocki pracował w Grand Hotelu jako ochroniarz, a jego kontakty z Masiakiem mogły wynikać z innych okoliczności, np. wspólnych zainteresowań sportowych (boks), co Nawrocki sam podkreślał, tłumacząc swoje znajomości z półświatkiem ze względu na sport i resocjalizację. Oskarżenia o sutenerstwo opierają się głównie na anonimowych relacjach podejrzewanych o oszustwa i manipulacje świadków, bez prawomocnych dowodów sądowych. Tak że tak. Przestańcie parszywie kłamać‼",0,116,1,117,"Jun 4, 2025 · 2:35 PM UTC",1077,155,
11,DawidWildstein,W ciągu dwóch dni od wygrania wyborów Nawrocki zrobił więcej dla wzmocnienia polskiej pozycji międzynarodowej niż Tusk i Sikorski przez lata swojej władzy.,8,504,107,619,"Jun 3, 2025 · 6:18 PM UTC",155,23,
12,kalinowski__,Ładne. Karol Nawrocki pod Kękę robi robotę.,1,48,3,52,"Jun 4, 2025 · 1:44 PM UTC",43,7,
13,Gameover1920,"Karol Nawrocki jest dowodem na to że można. Prezydent-Elekt, który obronił Polaków przed Donaldem Tuskiem! Zrobiłeś to chłopak!",0,29,0,29,"Jun 4, 2025 · 2:17 PM UTC",127,18,
14,Load newest,Brak treści,0,0,0,0,,11,2,
15,KSuchanow,fabryki prezydentów znane są też na Węgrzech,0,15,3,18,"Jun 4, 2025 · 11:21 AM UTC",44,7,
16,ForfiterP,"Przestańcie parszywie kłamać‼ Przypominam wyborcom Trzaskowskiego, że teza o sutenerstwie i gangsterstwie @NawrockiKn upadła tuż po wizycie Tuska, gdzie okazało się, że: Nawrocki nigdy nie był notowany za jakiekolwiek przestępstwo.Nie ma żadnego wyroku za cokolwiek. Potwierdził to sam #Tusk na pytanie od Rymanowskiego Patryk Masiak, „Wielki Bu”, urodził się około 1991 roku, co oznacza, że w 2007 roku gdy Nawrocki miał pracować w Grand Hotelu miał rzeczywiście około 16 lat i chyba tylko idiota wierzy, że mógłby być on wtedy w tym wieku jakimś znaczącym mafiozem, który ma harem prostytutek. W tym czasie #Nawrocki pracował w Grand Hotelu jako ochroniarz, a jego kontakty z Masiakiem mogły wynikać z innych okoliczności, np. wspólnych zainteresowań sportowych (boks), co Nawrocki sam podkreślał, tłumacząc swoje znajomości z półświatkiem ze względu na sport i resocjalizację. Oskarżenia o sutenerstwo opierają się głównie na anonimowych relacjach podejrzewanych o oszustwa i manipulacje świadków, bez prawomocnych dowodów sądowych. Tak że tak. Przestańcie parszywie kłamać‼",0,116,1,117,"Jun 4, 2025 · 2:35 PM UTC",1077,155,
17,PawelZbiko51221,O tym były te wybory Nawrocki powstrzyma tą szaloną dewastację naszego państwa. Przywróci etos naszych służb mundurowych. Odrodzi upadające morale. Proszę w końcu zrobić porządek panie prezydencie,0,2,1,3,"Jun 4, 2025 · 12:20 PM UTC",196,27,
18,IzaBadura,"Rywala się szanuje i Nawrocki podziękował mu za rywalizację, bo tak trzeba. Ale to nie zmienia faktu, że ta kampania była nieuczciwa. Od zabrania subwencji PiS-owi po absolutnie najbrudniejsze chwyty by zniszczyć Karola. Trzaskowski się temu nie przeciwstawiał. Korzystał z tego.",0,0,0,0,"Jun 4, 2025 · 3:53 PM UTC",279,41,
19,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,259,9578,706,10543,"Jun 3, 2025 · 11:57 AM UTC",162,24,
20,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,202,4850,544,5596,"Jun 3, 2025 · 1:14 PM UTC",603,98,
21,Margarynn,Oddałam głos na Nawrocki bo - nienawidzę innych ludzi - kobiet też nienawidzę - nabieram się na najchujowszą propagandę - pfft brap pruk pierd,3,84,43,130,"Jun 3, 2025 · 12:35 PM UTC",142,24,
22,PierreMarionnet,"Karol Nawrocki, le nouveau président polonais, exige qu'Ursula et l'UE respectent la souveraineté des nations européennes et les valeurs chrétiennes. Bravo. Ca part fort !",57,2381,172,2610,"Jun 3, 2025 · 6:10 PM UTC",171,25,
23,WiolettaZa50357,"W ostatnich dniach kobieta straciła pracę za ujawnienie mediom informacji o podopiecznym. - Będzie ciężko, ale dam sobie radę. Nie żałuję ani jednego słowa - deklaruje trojmiasto.wyborcza.pl/trojm…",0,2,0,2,"Jun 4, 2025 · 3:11 PM UTC",197,27,
24,KennobiWan,"Ja od siebie dodam, że niska inflacja, mocna złotówka, najwyższy w EU wzrost gospodarczy, do 1.06.2025 giełda w Warszawie była jedną z najmocniejszych na świecie, PKB per capita ppp Polski zrównało się z Japonią. Matoły nie tylko w sekcie smoleńskiej,u nas też jest trochę takich!",1,16,0,17,"Jun 4, 2025 · 3:03 PM UTC",280,45,
