id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,kazef_,"Henryk Sienkiewicz Wola Okrzejska, wieś w woj. lubelskim, w pow. łukowskim, w gminie Krzywda. OKW nr 2 Wola Okrzejska: NAWROCKI Karol Tadeusz - 86,56 % TRZASKOWSKI Rafał Kazimierz - 13,44 %",1,21,1,23,"Jun 3, 2025 · 5:37 PM UTC",189,31,
2,daily_romania,A tale in two pictures: The illegitimate president of Romania congratulates Nawrocki on winning the presidential election in Poland Nawrocki ignores him and thanks George Simion instead on the same day Bravo Nawrocki,17,490,105,612,"Jun 3, 2025 · 7:20 PM UTC",216,33,
3,WcisloMarta123,"Marszałek Województwa Lubelskiego z PiS przeznaczył 1,2 mln złotych na „konkurs profrekwencyjny” dla gmin do 20 tys. Mieszkańców, czyli dla tych, w których wygrywa Nawrocki. Złożyłam w tej sprawie zawiadomienie do PKW. To nieformalne kupowanie głosów! wiadomosci.radiozet.pl/news/…",37,680,1068,1785,"Jun 3, 2025 · 10:01 AM UTC",281,37,
4,skrupulatny,"Jeszcze przed zaprzysiężeniem p. Nawrocki powinien upublicznić pełną dokumentację dotyczącą kupna mieszkania oraz ujawnić wszelkie informacje, które mogą potwierdzić jego wersję zdarzeń. Nie tylko w sprawie kawalerki. 1 czerwca przeszłość p. Nawrockiego stała się własnością publiczną. Polska nie może mieć prezydenta, który wiarygodnie nie oczyścił się z tak poważnych zarzutów.",1,22,4,27,"Jun 4, 2025 · 1:06 PM UTC",379,50,
5,kazef_,"I na koniec, jak po I turze, miejsce urodzin naszego największego kompozytora Fryderyka Chopina. Żelazowa Wola, wieś w woj. mazowieckim, w pow. sochaczewskim, gm. Sochaczew. OKW nr 7, Żelazowa Wola: NAWROCKI Karol Tadeusz - 67,18 % TRZASKOWSKI Rafał Kazimierz - 32,82 %",0,25,3,28,"Jun 3, 2025 · 5:53 PM UTC",269,42,
6,Georg_Pazderski,"Der polnische Präsident Karol Nawrocki gibt die Richtung vor: „Mein Polen ist ein Polen ohne illegale Einwanderer. Es ist ein Polen, in dem es statt Integrationszentren Abschiebezentren für diejenigen gibt, die unsere Sicherheit zerstören wollen.“",32,1091,190,1313,"Jun 2, 2025 · 7:56 PM UTC",247,35,
7,RepublikaTV,Niemcy i Tusk nie odegrają żadnej roli - USA i Nawrocki nadaje nowy ton #włączprawdę #TVRepublika tvrepublika.pl/Polska/USA-i-…,0,1,0,1,"Jun 4, 2025 · 1:50 PM UTC",127,17,
8,Bob57PL,"Każda sprawa w sądzie osobno (przykładowo Braun 5 do 13). Każdy wyrok osobno, Nawrocki będzie musiał wielokrotnie ułaskawiać tych samych ludzi. I musi być szybki, żeby nie zrobić błędu jak z Kamińskim. Przynajmniej tak można być skutecznym i mieć jakiś przekaz na wybory 2027.",0,19,2,21,"Jun 4, 2025 · 7:38 AM UTC",276,44,
9,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,19,1458,97,1574,"Jun 3, 2025 · 2:04 PM UTC",232,40,
10,AnnaBu74959990,"Przeczytaj dalej. Notariusz ni bada prawdziwości oswiadczen. A sam Nawrocki przyznał, że nie zapłacił. A notariusza okłamał. To jest piswiadczenie nieprawdy.",0,0,0,0,"Jun 4, 2025 · 1:50 PM UTC",157,21,
