id,username,fullname,text,likes,retweets,replies,quotes,date,word_count,text_length,link
1,RepublikaTV,Telewizja Republika 🇵🇱 #włączprawdę,M. Horała: Karol Nawrocki zapowiada aktywną prezydenturę! #włączprawdę #TVRepublika tvrepublika.pl/W-Telewizji-R…,51,20,3,1,"Jul 22, 2025 · 9:50 AM UTC",10,113,https://nitter.net/RepublikaTV/status/1947594971135279130#m
2,EmiliaKaminska,Emilia Kamińska,Ławnik @SN_RP_ zrzekł się polskiego obywatelstwa bo mu Prezydent Nawrocki nie pasuje.,560,136,169,8,"Jul 22, 2025 · 7:40 AM UTC",12,85,https://nitter.net/EmiliaKaminska/status/1947562449386807515#m
3,HubnerrMax,Max Hübner,"Wiecie co jest najbardziej zabawne? Że wśród dziennikarzy i polityków związanych z rządem, chodzą plotki, że to Karol Nawrocki, a nie Rafał Trzaskowski, był bardziej stratny na ""błędach"" w wytypowanych komisjach ""przeliczanych"" przez Bodnara. Ależ to by była piękna katastrofa.",167,34,13,0,"Jul 22, 2025 · 11:37 AM UTC",40,277,https://nitter.net/HubnerrMax/status/1947622061725143502#m
4,krz_michalek,Krzysztof Michałek,"Czy Karol Nawrocki naprawdę wygrał wybory? Tego nie wiemy. Zbyt wiele pytań, zbyt mało odpowiedzi. Cisza mediów, brak jawności, niejasna przeszłość. 📌 Demokracja potrzebuje przejrzystości. Inaczej rodzi się nieufność, manipulacja i bierność. Czas działać. Teraz.",126,43,56,2,"Jul 21, 2025 · 4:52 PM UTC",35,262,https://nitter.net/krz_michalek/status/1947338997597892611#m
5,Marek_Kuna_,Marek Kuna🇵🇱,"‼️HA HA HA‼️ Chodzą słuchy, że gdyby Bodnar przeliczył głosy we wszystkich komisjach wyborczych to Nawrocki wygrałby wybory z Trzaskowskim w stosunku 52,1% do 47,9%. 😎",86,21,2,2,"Jul 22, 2025 · 11:51 AM UTC",26,167,https://nitter.net/Marek_Kuna_/status/1947625499234340948#m
6,arturcybulski6,artur,Za 14 dni Karol Nawrocki zostanie prezydentem i może w końcu przestanie wyć,0,0,0,0,"Jul 22, 2025 · 12:18 PM UTC",13,75,https://nitter.net/arturcybulski6/status/1947632428270686284#m
7,CamaroJaro,Bicz Boży Obywatelski Jaro Camaro#SilniRazem,"Prezydent może rozwiązać sejm obligatoryjnie lub fakultatywnie. Tak mówi prawo. A co mówi życie? Otóż życie mówi, że zło nierozliczone powraca. Nie ponieśli żadnej odpowiedzialności za łamanie prawa, więc czego się mają bać? Nawrocki rozwiąże sejm w trybie ad hoc.",240,44,9,0,"Jul 22, 2025 · 7:29 AM UTC",40,264,https://nitter.net/CamaroJaro/status/1947559564821598682#m
8,KarlSasser18742,"Karl Sasser, 👉Prezydent elekt☝️🇪🇺🇵🇱🇬🇧💪","No czasami mam,bo robię w tym samym biznesie co Nawrocki 😁",0,0,0,0,"Jul 22, 2025 · 12:18 PM UTC",11,58,https://nitter.net/KarlSasser18742/status/1947632346972172421#m
9,PabloBonito7,Pablo Destino y Lotería 🇵🇱🇪🇺,"1/2 To kwestia zaufania do całego procesu wyborczego. Nie wiem, może Nawrocki zdobył więcej głosów. Ale nie wiadomo, ile zdobył. Wiadomo, że nie tyle, ile podała PKW. To samo odnośnie Trzaskowskiego. Na Trybunał Stanu zasługuje PKW, ale także wszyscy, którzy ten fakt przyklepali.",7,3,1,0,"Jul 22, 2025 · 10:56 AM UTC",43,280,https://nitter.net/PabloBonito7/status/1947611728172212269#m
10,Gameover1920,Mateusz,"Karol Nawrocki- Prezydent. Zbigniew Bogucki- Szef Kancelarii Prezydenta. Paweł Szefernaker- Szef Gabinetu Prezydenta. Sławomir Cenckiewicz- Szef Biura Bezpieczeństwa Narodowego. Ekipa, która obali rząd Donalda Tuska! 👇",657,210,77,3,"Jul 21, 2025 · 4:47 PM UTC",26,218,https://nitter.net/Gameover1920/status/1947337728992973002#m
11,OKP_oficjalny,PopieramyKarolaNawrockiego🇵🇱,"🎥 📢✌️""Mamy zakodowane w sercu trzy słowa: Bóg, honor, Ojczyzna. To jest nasza siła. I to jest to też jego siła. Karol Nawrocki wierzy w to, że razem z milionami Polaków uczyni Polskę wielką i wspaniałą, która będzie wzorem dla innych narodów. Zaprzysiężenie będzie dniem niezwykłej demonstracji przywiązania do Ojczyzny. Ten Prezydent jest wielką nadzieją na przemianę rzeczywistości, której nie akceptujemy. Że będzie miłość, a nie nienawiść. Tego życzę Panu Prezydentowi z całego serca"" - Halina Łabonarska z Obywatelskiego Komitetu Poparcia zachęca do udziału w uroczystościach 6 sierpnia w Warszawie. 🇵🇱🇵🇱🇵🇱",778,293,24,12,"Jul 21, 2025 · 5:48 PM UTC",91,611,https://nitter.net/OKP_oficjalny/status/1947353002353799178#m
12,Nawrocki25,#Nawrocki2025,"🟥 To zupełnie niebezpieczne, niepoważne i smutne dla obrazu polskiej demokracji, ale wydaje się, że to już za nami i z wyrzutami sumienia pozostaną ci, którzy w tę akcję się angażowali - Prezydent Elekt K. Nawrocki o próbach zablokowania jego zaprzysiężenia.",357,126,70,2,"Jul 22, 2025 · 9:06 AM UTC",41,258,https://nitter.net/Nawrocki25/status/1947583915780178276#m
13,mirkobak,mirkobak,"Nawrocki spotka się z klubem PiS. ""Wzajemne podziękowanie"" dorzeczy.pl/756495",0,0,0,0,"Jul 22, 2025 · 12:17 PM UTC",9,77,https://nitter.net/mirkobak/status/1947632017992257892#m
14,m_aureliusz,M.Aureliusz,"Musieliby głosować razem z pisem, a potem Nawrocki musiałby to jeszcze podpisać, ergo każdy byłby umoczony.",0,0,0,0,"Jul 22, 2025 · 12:17 PM UTC",16,107,https://nitter.net/m_aureliusz/status/1947631980587172051#m
15,Dariusz45309181,Dariusz #SolidarniZTuskiem,"Kogo ten Nawrocki powołał jedna wielka banda! Ten żałosny Andruszkiewicz to chodząca hańba dla Polski jego kariera to jeden wielki sracz polityczny! Powiązania z łajdackim reżimem Łukaszenki, podjudzanie do antymigracyjnej i antyislamskiej nienawiści, a do tego te jego dawne gierki z tą bandą faszystów z Młodzieży Wszechpolskiej jak taki śmieć śmie być rozważany na wiceszefa kancelarii prezydenta?! To nie tylko brak jakiegokolwiek honoru, ale i realne zagrożenie dla bezpieczeństwa kraju! Raporty, jak ten z Europejskiego Centrum Analiz Geopolitycznych z 2025 roku, jasno pokazują, że ten pajac może być rosyjską wtyczką gdzie tu patriotyzm, skoro śmierdzi onucami na kilometr?! A ta sprawa z fałszowaniem podpisów na listach wyborczych, która ciągnie się od 11 lat jak niechlujny smród, gdzie jest sprawiedliwość, do cholery?! Morawieccy, ojciec i syn, niańczyli tego błazna, ale to nie usprawiedliwia tej obrzydliwej farsy! #Skandal #WstyduNieMa",18,8,1,0,"Jul 22, 2025 · 10:55 AM UTC",137,951,https://nitter.net/Dariusz45309181/status/1947611439843119255#m
16,EmpireSMPfans,RippAlone,A Nawrocki 7630 głosów,0,0,0,0,"Jul 22, 2025 · 12:16 PM UTC",4,22,https://nitter.net/EmpireSMPfans/status/1947631848890228956#m
17,Wojciec59832415,Wojciech Wiśniewski,"Manowska atrapą zajmuje fotel kogoś innego funkcjonariuszka PiS co ją wybrał zamiast zgromadzenia sędziów, uczyniła prezydent elektem Nawrocki.Polska kraj Unii funkcjonuje warunkach trwały zamachu stanu - trzeba zawiadomić prokuraturę Europejska wyprowadzić Manowska w kajdankach.",0,0,0,0,"Jul 22, 2025 · 12:16 PM UTC",34,280,https://nitter.net/Wojciec59832415/status/1947631738332553248#m
18,HubnerrMax,Max Hübner,"Prezydent elekt Karol Nawrocki poinformował, że za sprawy Polonii w jego Kancelarii odpowiadać będzie Agnieszka Jędrzak - dotychczasowa Dyrektor Biura Współpracy Międzynarodowej IPN. Cieszy jak cholera - wykonała tytaniczną pracę na rzecz pamięci o Polsce na świecie. Cudownie.",3030,741,24,4,"Jul 21, 2025 · 4:52 PM UTC",38,277,https://nitter.net/HubnerrMax/status/1947339011900534798#m
19,OKP_oficjalny,PopieramyKarolaNawrockiego🇵🇱,"🎥 📢✌️""Mamy zakodowane w sercu trzy słowa: Bóg, honor, Ojczyzna. To jest nasza siła. I to jest to też jego siła. Karol Nawrocki wierzy w to, że razem z milionami Polaków uczyni Polskę wielką i wspaniałą, która będzie wzorem dla innych narodów. Zaprzysiężenie będzie dniem niezwykłej demonstracji przywiązania do Ojczyzny. Ten Prezydent jest wielką nadzieją na przemianę rzeczywistości, której nie akceptujemy. Że będzie miłość, a nie nienawiść. Tego życzę Panu Prezydentowi z całego serca"" - Halina Łabonarska z Obywatelskiego Komitetu Poparcia zachęca do udziału w uroczystościach 6 sierpnia w Warszawie. 🇵🇱🇵🇱🇵🇱",778,293,24,12,"Jul 21, 2025 · 5:48 PM UTC",91,611,https://nitter.net/OKP_oficjalny/status/1947353002353799178#m
