id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,trzyski30,"Stary lis a dał się nabrać na gumowe kaczki . Naprawdę uwierzyłeś w Trzaskowskiego to jest słaby człowiek i już raz przejebał , powiem ci że lepszy byłby chyba Sikorski , a najlepszy będzie jednak Nawrocki który nawet przy Trampie wygląda jak kawał chłopa",0,0,0,0,"Jun 4, 2025 · 8:05 AM UTC",255,44,
2,WojciechMucha,"Dobra, prostuję. Nawrocki istotnie zamieścił takie zdjęcie, o jakie sapie tu Bart Staszewski. Tyle że odnosi się on do wpisu niejakiego Antoniego Pawlaka, ówczesnego rzecznika Miasta Gdańska. Pawlakowi nie podobało się wówczas, że Nawrocki jako naczelnik OBEN zwołał Pomorski Konrgres Pamięci Narodowej i przedstawił go jako jako zlot bandytów. I tak mu się skojarzyło, że wstawił foto kibiców Lecha, jako jego ilustrację. Nawrocki skrytykował Nowaka, pisząc o ""wymownym"" zdjęciu i pokazując poziom intelektualny jegomościa. O tym, jaki jest ten poziom niech świadczy wczorajszy wpis tego gdańskiego inteligenta (fot 2)",15,228,22,265,"Jun 3, 2025 · 10:09 AM UTC",619,89,
3,LeParisienMatin,"Karol Nawrocki élu président de la Pologne : une mauvaise nouvelle pour l’UE, pour l’Ukraine et pour les Polonaises leparisienmatin.fr/europe/ka…",0,0,0,0,"Jun 4, 2025 · 8:05 AM UTC",145,20,
4,SebastianPiton,"W Komisji w Brzegach (Bukowina Tatrzańska } gdzie ta scena miala miejsce Karol Nawrocki uzyskał wynik powyżej 82 % .Panie Żebrowski, ależ pan gustownie dobrał lakierki.... A mógł pan siedzieć na du..e i nie robić wiochy.",1,34,27,62,"Jun 3, 2025 · 8:58 PM UTC",220,36,
5,Bondina5,President of Poland. Karol Nawrocki. Viva Polonia ‼‼,0,6,0,6,"Jun 4, 2025 · 7:22 AM UTC",52,8,
6,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,164,3894,427,4485,"Jun 3, 2025 · 1:14 PM UTC",603,98,
7,fostalutoderas,"Nawrocki i-a multumit lui Simion, von der Lenin, Mark Rubio, Metsola, etc. dar nu si lui Nicucior. 🤦‍🤦‍🤦‍ va dati seama cat este acest muc de irelevant?",1,26,4,31,"Jun 3, 2025 · 7:20 PM UTC",152,27,
8,dacianromulus,"Alegători de 18-29 de ani din Polonia 2020: 🟧Rafał Trzaskowski: 63,7% 🦁Andrzej Duda: 36,3% 2025: 🦁Karol Nawrocki: 51,9% 🟧Rafał Trzaskowski: 48,1% 🦁31,2% schimbare. Există o tendință globală a alegătorilor mai tineri către partidele populiste de dreapta Are cineva datele și cu cei din România?",0,11,20,31,"Jun 3, 2025 · 8:39 PM UTC",293,44,
9,Inevitablewest,"BREAKING: Poland's new President Nawrocki Erupts after being elected: ""We are going to make Europe Great Again, as that's what Europe deserves!""",36,1682,133,1851,"Jun 3, 2025 · 4:18 PM UTC",144,22,
10,RadioWNET,"„Wśród elit unijnych pojawiają się głosy, że Polska nie będzie otrzymywać pieniędzy przez to, że wybory wygrał Karol Nawrocki a nie Rafał Trzaskowski” – Jacek Saryusz-Wolski, były wiceprzewodniczący PE @JSaryuszWolski @skowronskiwnet piped.video/watch?v=0aOrchBm…",24,624,136,784,"Jun 3, 2025 · 6:27 AM UTC",263,32,
11,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,229,8676,628,9533,"Jun 3, 2025 · 11:57 AM UTC",162,24,
12,KoneserUnii,PILNE Nawrocki jest pierwszym Prezydentem co wygląda tak potężnie jak Herkules i to On powinien mówić że wgniecie sami wiecie kogo w ziemie,2,67,40,109,"Jun 3, 2025 · 7:36 PM UTC",139,23,
13,Load newest,Brak treści,0,0,0,0,,11,2,
14,tvp_info,"""Na @NawrockiKn zagłosowało ponad 260 tysięcy wyborców @MagdaBiejat i @ZandbergRAZEM. Gdyby ten elektorat lewicowy był bardziej lojalny, to Nawrocki nie wygrałby wyborów"" Dr Robert Sobiech w rozmowie z @Piekarski_M",40,103,202,345,"Jun 3, 2025 · 5:30 PM UTC",214,29,
15,PierreMarionnet,"Karol Nawrocki, le nouveau président polonais, exige qu'Ursula et l'UE respectent la souveraineté des nations européennes et les valeurs chrétiennes. Bravo. Ca part fort !",40,1640,105,1785,"Jun 3, 2025 · 6:10 PM UTC",171,25,
16,MorawieckiM,"Karol Nawrocki Prezydentem Polski Polacy opowiedzieli się za silnym państwem, zakorzenionym w wartościach, wiernym swojej historii i gotowym na przyszłość. Polska zwyciężyła! Tego zwycięstwa nie byłoby bez wyjątkowej mobilizacji! Jesteście niesamowici. :)",12,381,438,831,"Jun 2, 2025 · 8:24 AM UTC",255,32,
17,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,164,3894,427,4485,"Jun 3, 2025 · 1:14 PM UTC",603,98,
18,Bob57PL,"Każda sprawa w sądzie osobno (przykładowo Braun 5 do 13). Każdy wyrok osobno, Nawrocki będzie musiał wielokrotnie ułaskawiać tych samych ludzi. I musi być szybki, żeby nie zrobić błędu jak z Kamińskim. Przynajmniej tak można być skutecznym i mieć jakiś przekaz na wybory 2027.",0,6,1,7,"Jun 4, 2025 · 7:38 AM UTC",276,44,
19,Przebudzony80,Prezydent Karol Nawrocki jest najlepszy 🥇 #DobryRuch #Nawrocki2025 #NawrockiPrezydent2025,0,2,0,2,"Jun 4, 2025 · 7:48 AM UTC",89,9,
