id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,TGtarnogorski,Nawrocki uczy manier Trzaskowskiego.,1,103,12,116,"May 30, 2025 · 5:08 PM UTC",36,4,
2,LaurentSegnis,"« Une Europe respectueuse de l’État de droit » : Emmanuel Macron adresse un message clair au nouveau président polonais Le message de Paris à Varsovie est clair. Ce lundi, @EmmanuelMacron et Jean-Noël Barrot ont tous les deux félicité le nouveau président polonais Karl Nawrocki, tout en appelant le dirigeant nationaliste à collaborer avec ses voisins européens dans le respect de l’État de droit. leparisien.fr/international/…",0,12,0,12,"Jun 2, 2025 · 6:36 PM UTC",428,65,
3,Lukasz_Bonzel,Do tej pory Prezydent Karol Nawrocki nie otrzymał gratulacji od,12,438,38,488,"Jun 2, 2025 · 3:21 PM UTC",63,10,
4,ZA_BDP,Dawać go za 5 lat. Nawrocki chętnie wygra z nim po raz drugi.,0,0,0,0,"Jun 2, 2025 · 6:53 PM UTC",61,13,
5,patobonato,"POLONIA SIGUE EN PIE !!! Karol Nawrocki ganó las elecciones es el nuevo presidente de Polonia. El candidato ultra conservador derrotó al de derecha. Porque sí, llegaron a segunda vuelta dos candidatos de derecha. Al asumir dijo: ""Mi Polonia es una Polonia sin inmigrantes ilegales. Es una Polonia donde, en lugar de centros de integración, hay centros de deportación para quienes quieren destruir nuestra seguridad."" QUE BIEN POLONIA LPM !!!",11,182,10,203,"Jun 2, 2025 · 9:16 AM UTC",441,70,
6,SenpaiSoth,It wasn't half of Poland that voted for Nawrocki. Just like it wasn't half of the US that voted from trump. In both cases it was just 1/3 of the population that is elligible to vote that voted for the most pro-russian candidate (so closer to 25% of the total population).,0,0,0,0,"Jun 2, 2025 · 6:53 PM UTC",271,51,
7,MaciejNavvrocki,"Ja wiem, żeby już nie ""ruszać Smoleńska"", ale ""wielki macher"" pozostanie w mojej pamięci, poza ciągłą zdradą polskiej racji stanu, tym, który potraktował wdowy, jakby im chodziło tylko o pieniądze. Tygrysie, pozbędźcie się tej niemieckiej łajzy. Cito!",0,0,0,0,"Jun 2, 2025 · 6:53 PM UTC",251,37,
8,Trump_Fact_News,"URGENT : Karol Nawrocki le candidat conservateur, soutenu par Trump, a été élu prochain président de la Pologne",34,767,76,877,"Jun 1, 2025 · 11:16 PM UTC",111,18,
9,CDzwoni,"Jestem bardzo dumny z faktu, że Prezydent Karol Nawrocki obserwuje moje skromne konto.",10,670,262,942,"Jun 1, 2025 · 11:19 PM UTC",86,13,
10,DiyRetro,",,Mamy plan B, jak działać z nie przychylnym prezydentem, doświadczenie już mamy"" i tej jego skurywysynski uśmiech. Nawrocki i jego otoczenie powinno być czujne. Ja bym unikał latania samolotem. I może kamizelka nie zaszkodzi.",0,1,0,1,"Jun 2, 2025 · 6:22 PM UTC",226,34,
11,geertwilderspvv,"President-elect #Nawrocki said earlier: “Let’s help others, but let’s take care of our own citizens first,” “If I become president, I will be guided by a simple but important principle: Poland first, Poles first.” Congratulations Poland, with this patriotic President!",38,1493,207,1738,"Jun 2, 2025 · 10:40 AM UTC",268,40,
12,KyivIndependent,"UPDATE: Conservative candidate Nawrocki wins Polish presidential election by narrow margin. Karol Nawrocki garnered 50.89% of the vote in the run-off election on June 1, narrowly defeating his liberal rival, Warsaw Mayor Rafal Trzaskowski. kyivindependent.com/polish-e…",5,48,23,76,"Jun 2, 2025 · 5:01 AM UTC",269,35,
13,VidlakovyKydy,"Tak Polsko už také nestojí na správné straně... Přes všechno fandění liberálních mééédií nakonec vyhrál polský vidlák Nawrocki. Bylo to těsné vítězství, šlo o každý hlas, ale hydra je k poražení. Za 124 dní si vezmeme naši zemi nazpět a začneme znovu!",0,15,45,60,"Jun 2, 2025 · 10:47 AM UTC",251,42,
14,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,53,867,308,1228,"Jun 2, 2025 · 5:04 PM UTC",274,43,
15,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",83,2167,211,2461,"Jun 2, 2025 · 5:05 PM UTC",192,30,
16,Load newest,Brak treści,0,0,0,0,,11,2,
17,KrzysztofGilew,Ultima bredzisz. Pierwszą rzeczą którą zrobił Nawrocki to podziękował Kaczyńskiemu. Tyle w temacie…,0,0,0,0,"Jun 2, 2025 · 6:53 PM UTC",99,13,
18,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,53,869,309,1231,"Jun 2, 2025 · 5:04 PM UTC",274,43,
19,ipngovpl,Serdecznie gratulujemy dr. Karolowi Nawrockiemu zwycięstwa w wyborach na urząd Prezydenta Rzeczypospolitej Polskiej . ℹ Dr Karol Nawrocki od 23 lipca 2021 roku pełni funkcję prezesa Instytutu Pamięci Narodowej. Biogram Prezydenta elekta: cutt.ly/brb5kmzH,6,275,14,295,"Jun 2, 2025 · 2:16 PM UTC",254,33,
20,HektikHektor,"IT'S OFFICIAL!!! WOWWW!!!!!!! POLAND HAS DECIDED!!!! RIGHT leaning, traditionalist, EU skeptik, Karol Nawrocki has upset the odds & just been voted President of POLAND!!! I believe for a united, safe & prosperous POLAND leading Europe & the World!! BE LIKE POLAND!!! Love Life",17,916,133,1066,"Jun 2, 2025 · 2:22 AM UTC",276,43,
21,HWLinvest,Polens nya president Nawrocki sätter tonen: ”I Polen skyddar man landet - inte de som vill förstöra det. Integrationscenter byts mot utvisningscenter.” Ett exempel på hur det ser ut när ett land leds av någon som faktiskt älskar sitt folk.,0,7,1,8,"Jun 2, 2025 · 6:41 PM UTC",239,40,
22,ManonAubryFr,"Chère Natalia, Tu m’as écris ce matin car dans ton pays, la Pologne, l’extrême-droite a gagné l’élection présidentielle hier avec 50,89% des voix. Karol Nawrocki, votre nouveau président, tu m’en avais parlé je me souviens. Un nationaliste, ancien holligan proche de la pègre, masculiniste et fan de Donald Trump. Evidemment, toi comme moi nous savons qu’il sera un ennemi acharné du droit à l’avortement. Natalia, je sais que derrière ton smiley rieur il y a de l’angoisse. Moi aussi j’ai peur parfois. Lorsque je suis venue te voir en Pologne pour t’apporter des pilules abortives, j’ai vu de mes yeux ce que les militantes comme toi subissent chaque jour pour le simple fait de défendre notre droit à disposer de notre corps et à vivre. Car oui, trop souvent, l’impossibilité d’accès à l’avortement mène à la mort de femmes. Tu m’avais raconté l’histoire de cette jeune femme, Dorota Lalik, morte à 33 ans car les médecins ont refusé de pratiquer une interruption de grossesse qui aurait pu la sauver. Ils ont préféré lentement laisser mourir le fœtus, causant aussi la mort par septicémie de Dorota. Depuis 2020, elles sont au moins 6 femmes à avoir connu le même sort tragique que Dorota. À Varsovie, j’ai vu les menaces quotidiennes qui vous ciblent et les dégradations que subit sans cesse le centre d’avortement que vous avez eu le courage d’ouvrir. J’ai vu des camions défilant dans les rues, affichant d’immenses photos de foetus ensanglantés et hurlant par d’immenses haut-parleurs que l’avortement est un meurtre. J’ai vu aussi vos visages placardés dans les rues vous accusant d’être des meurtrières. Natalia, Je sais que tu as peur pour le centre d’avortement que vous avez ouvert avec votre association Abotak, bravant l’interdit pour permettre à des dizaines de milliers de femmes d’avorter en toute sécurité. Je sais que tu songes à le fermer devant le poids des menaces et des attaques. Que ton acolyte justyna risque de la prison pour avoir aidé une femme à avorter. Je sais aussi l’incroyable courage que vous avez toutes les deux et les militantes féministes polonaises et je veux vous dire que quoi qu’il arrive nous serons là et nous nous battrons à vos côtés. Je me souviens de cette conversation que nous avons eue, lorsque tu me rappelais qu’il y a 50 ans les Françaises allaient en Pologne pour se faire avorter car c’était interdit chez nous. Maintenant les Polonaises viennent en France pour la même raison. Cette solidarité internationale, contre les fascistes qui veulent contrôler nos corps, je veux continuer à la faire vivre ! Natalia, je reviendrai bientôt en Pologne comme nous l’avons fait à l’initiative de Mathilde Panot. Je ne serai pas seule, nous serons nombreux à venir avec des collègues députés de mon groupe de toute l'Europe et nous apporterons de nouveau des pilules qui pourront sauver la vie de nombreuses Polonaises. Sache qu’au Parlement européen, et au-delà, nous continuerons à mener le combat pour garantir à toutes les femmes du continent le droit de disposer de leur corps et de vivre. Et inscrire l’avortement dans la Charte des droits fondamentaux de l’Union européenne. Nos corps n’appartiennent ni aux hommes, ni à l’Eglise, ni à l’Etat. Mais on ne peut pas être libres sans combattre. L’extrême droite s'organise à l’échelle internationale et prend le pouvoir partout. Nous aussi, nous nous organisons. À la fin, ça sera eux contre nous. Mais, Natalia, nous le savons, nous sommes plus fortes et plus nombreuses ! Chère Natalia, Sache que tu ne seras jamais seule face à l’obscurité. Nous l’affrontons à plusieurs. De Paris à Varsovie, nos vies et notre liberté se gagnent ensemble. Nous nous reverrons bientôt, dans un monde défait de ceux qui préfèrent nous voir mortes plutôt que libres. Avec toute mon amitié féministe, Manon.",5,87,120,212,"Jun 2, 2025 · 3:11 PM UTC",3792,631,
23,RafaelFontana,"O presidente eleito da Polônia, Karol Nawrocki, aliado de Trump, se comprometeu a deportar os imigrantes ilegais do país. A população o apoiou. Os poloneses avaliam que as deportações trarão mais segurança às cidades.",14,903,20,937,"Jun 2, 2025 · 1:40 PM UTC",217,34,
24,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",0,2,0,2,"Jun 2, 2025 · 6:49 PM UTC",208,35,
25,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",11,260,26,297,"Jun 2, 2025 · 5:17 PM UTC",219,33,
26,DariuszMatecki,"To co? Robimy rekord polubień? Jeszcze raz przypomnę: KAROL NAWROCKI WYGRYWA WYBORY! Karol Nawrocki PREZYDENTEM RP! Zwycięstwo Karola Nawrockiego to nie tylko wygrana jednego człowieka, ale triumf wszystkich Polaków, którzy nie dali się zmanipulować i uwierzyli w Polskę suwerenną! Teraz czeka nas ogromna praca – musimy być czujni, zjednoczeni i gotowi, by bronić tego zwycięstwa. To czas na odbudowę naszej gospodarki, wzmocnienie rodziny i bezpieczeństwa narodowego. Musimy już dziś pokazać, że to zwycięstwo to dopiero początek zmian. Idziemy po wybory parlamentarne i większość konstytucyjną dla prawicy!",35,2318,337,2690,"Jun 2, 2025 · 2:24 AM UTC",609,86,
27,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",83,2170,211,2464,"Jun 2, 2025 · 5:05 PM UTC",192,30,
28,TABochenski,Tusk zafundował Polakom najbardziej nieuczciwe wybory w historii. A Karol Nawrocki i tak wygrał.,1,39,4,44,"Jun 2, 2025 · 6:31 PM UTC",96,14,
29,OmzRi,"JEST SPOSÓB, BY NAWROCKI STANĄŁ PRZED SĄDEM nitter.net/i/broadcasts/1OwGWXEXZ…",1,23,9,33,"Jun 2, 2025 · 6:00 PM UTC",78,8,
30,dwnews,"BREAKING: Poland's prime minister Donald Tusk says he will seek a vote of confidence in parliament after his ally lost the presidential election to Eurosceptic nationalist Karol Nawrocki. For more, visit dw.com",1,17,6,24,"Jun 2, 2025 · 6:18 PM UTC",210,32,
31,pfigueiredo08,"Apesar de toda parcialidade do judiciário, da influência globalista (com direito a dinheiro de Soros, Clinton e Obama), da perseguição política que chegou a botar até padre na cadeia, o candidato da direita Nawrocki foi eleito presidente da Polônia com 50.9% dos votos. É uma das eleições mais importantes da Europa pois é o país no limite do continente, extremamente religioso e fiel da balança da EU. Falarei mais amanhã!",9,1045,85,1139,"Jun 2, 2025 · 1:05 PM UTC",423,70,
32,KevinRobertsTX,HUGE WIN: Conservative Karol Nawrocki wins Poland’s presidential election. The era of populist conservatism—with national sovereignty at its heart—is just beginning. Europe may just be able to be saved.,5,132,35,172,"Jun 2, 2025 · 10:15 AM UTC",202,29,
33,lis_tomasz,"W tzw wolnych mediach od świtu do północy brylowali oszuści, złodzieje i kłamcy. Oczywiście skorzystali z darmowej promocji. Bez tzw wolnych mediów Nawrocki by nie wygrał.",0,12,38,50,"Jun 2, 2025 · 6:49 PM UTC",171,26,
34,bennyjohnson,BREAKING: Trump-backed right-winger Karol Nawrocki secures victory in Polish presidential election.,18,790,164,972,"Jun 2, 2025 · 12:41 PM UTC",99,11,
35,ImolaOggi,"Elezioni presidenziali Polonia, vince il sovranista Nawrocki (speriamo che la UE non le faccia annullare) imolaoggi.it/2025/06/02/pres…",0,35,8,43,"Jun 2, 2025 · 6:34 AM UTC",135,16,
