id,username,fullname,text,likes,retweets,replies,quotes,date,word_count,text_length,link
15,OKP_oficjalny,PopieramyKarolaNawrockiego🇵🇱,"🎥 📢✌️""Mamy zakodowane w sercu trzy słowa: Bóg, honor, Ojczyzna. To jest nasza siła. I to jest to też jego siła. Karol Nawrocki wierzy w to, że razem z milionami Polaków uczyni Polskę wielką i wspaniałą, która będzie wzorem dla innych narodów. Zaprzysiężenie będzie dniem niezwykłej demonstracji przywiązania do Ojczyzny. Ten Prezydent jest wielką nadzieją na przemianę rzeczywistości, której nie akceptujemy. Że będzie miłość, a nie nienawiść. Tego życzę Panu Prezydentowi z całego serca"" - Halina Łabonarska z Obywatelskiego Komitetu Poparcia zachęca do udziału w uroczystościach 6 sierpnia w Warszawie. 🇵🇱🇵🇱🇵🇱",203,77,8,4,"Jul 21, 2025 · 5:48 PM UTC",91,611,https://nitter.net/OKP_oficjalny/status/1947353002353799178#m
16,bobi_peru,bobi peru 🇪🇺 #,Serio? Chcesz taką listę? Wskażę Ci jak Ty wskażesz mi listę miast w podkarpackim i opolskim które odwiedził Nawrocki i Mentzen?😎,0,0,0,0,"Jul 21, 2025 · 6:54 PM UTC",21,129,https://nitter.net/bobi_peru/status/1947369669121478854#m
17,szprotu,Szprotu,to młody Nawrocki?,0,0,0,0,"Jul 21, 2025 · 6:54 PM UTC",3,18,https://nitter.net/szprotu/status/1947369649542254902#m
18,Nawrocki25,#Nawrocki2025,"🇵🇱 Karol Nawrocki w mediach! ⏰ Już dziś o 18:15 Prezydent Elekt w programie “Rozmowy Niedokończone” na antenie @TV_Trwam i @RadioMaryja . 🔥 Bądźcie z nami – porozmawiajmy o Polsce, przyszłości i wartościach, które nas łączą!",510,226,74,7,"Jul 21, 2025 · 10:23 AM UTC",36,224,https://nitter.net/Nawrocki25/status/1947241128757010736#m
19,Piotr624,Sulo Kattman,Tak trzymać Panie Prezydencie K Nawrocki Czekamy 6 sierpnia 2025,1,1,0,0,"Jul 21, 2025 · 6:53 PM UTC",10,64,https://nitter.net/Piotr624/status/1947369456386421057#m
20,TomaszJanusz,Tomasz Janusz,Nie no on już jest potwierdzony :) Nawrocki potwierdził to w Telewizji Trwam.,0,0,0,0,"Jul 21, 2025 · 6:53 PM UTC",13,77,https://nitter.net/TomaszJanusz/status/1947369476812419300#m
21,Pawel_Kubala,Paweł Kubala,Czy Prezydent Nawrocki ma jakieś plany na rzecz przyśpieszenia repatriacji? Bo od kilku dekad idzie jak krew z nosa.,0,0,0,0,"Jul 21, 2025 · 6:53 PM UTC",19,116,https://nitter.net/Pawel_Kubala/status/1947369472156725381#m
22,HubnerrMax,Max Hübner,"Prezydent elekt Karol Nawrocki poinformował, że za sprawy Polonii w jego Kancelarii odpowiadać będzie Agnieszka Jędrzak - dotychczasowa Dyrektor Biura Współpracy Międzynarodowej IPN. Cieszy jak cholera - wykonała tytaniczną pracę na rzecz pamięci o Polsce na świecie. Cudownie.",791,226,9,1,"Jul 21, 2025 · 4:52 PM UTC",38,277,https://nitter.net/HubnerrMax/status/1947339011900534798#m
23,Ola1369057,Ola,Twoim nie jest. K. Nawrocki to Prezydent RP i Polakow 💪🇵🇱✌️💪,0,0,0,0,"Jul 21, 2025 · 6:53 PM UTC",11,60,https://nitter.net/Ola1369057/status/1947369392532025716#m
24,KarolPopieramy,Karol Nawrocki - popieramy,"🚨 Z ostatniej chwili 🚨 Prezydent elekt Karol Nawrocki właśnie potwierdził, że szefem jego Kancelarii będzie @BoguckiZbigniew , a wiceszefem będzie @Andruszkiewicz1 👏😎🇵🇱 Świetny wybór, będzie się działo 😎💪",235,64,18,2,"Jul 21, 2025 · 4:26 PM UTC",29,204,https://nitter.net/KarolPopieramy/status/1947332239093633266#m
25,M4rekM,Cristóbal Colón,Nawrocki nie wybierał. Tak samo jak Polacy go nie wybrali. Obu wyborow dokonał ten mscichuj --->,0,0,0,0,"Jul 21, 2025 · 6:53 PM UTC",16,96,https://nitter.net/M4rekM/status/1947369343643533354#m
26,DoRzeczy_pl,DoRzeczy,"Współpraca z rządem Donalda Tuska. @NawrockiKn zapowiedział, które ustawy podpisze ⬇️ dorzeczy.pl/kraj/756390/dere…",13,3,0,0,"Jul 21, 2025 · 5:41 PM UTC",12,115,https://nitter.net/DoRzeczy_pl/status/1947351316130308325#m
27,HubnerrMax,Max Hübner,Prezydent elekt Karol Nawrocki potwierdził. Szefem jego Kancelarii zostanie Zbigniew Bogucki. Zastępcą Szefa Kancelarii natomiast Adam Andruszkiewicz. Let's go!,540,107,39,2,"Jul 21, 2025 · 4:41 PM UTC",19,160,https://nitter.net/HubnerrMax/status/1947336051405570306#m
28,PaulieWaln44035,Paulie Walnuts Gualtieri,Co ten Nawrocki odpierdala. Jprdl 😡,0,0,0,0,"Jul 21, 2025 · 6:53 PM UTC",6,35,https://nitter.net/PaulieWaln44035/status/1947369241243537476#m
29,PRZEkanal,PRZEkanał,"NAWROCKI SKOŃCZY Z KOLESIOSTWEM DUDY (WEZWANIE KACZYŃSKIEGO, HEJTERKA AUGUSTYNEK, NOWACKA OGŁUPIA) 🔗 piped.video/WYdUZE7Xqjc WESPRZYJ PRZEkanał 🔴 patronite.pl/przekanal ☕️ buycoffee.to/przekanal NAPISZ DO NAS 📧wspolpraca@przekanal.pl",1,2,0,0,"Jul 21, 2025 · 6:39 PM UTC",23,233,https://nitter.net/PRZEkanal/status/1947365724302791022#m
30,SirRaVei,R.V. 🇵🇱 Nawrocki 2025!,"Karol Nawrocki, Robert Bąkiewicz i wielu, wielu innych patriotów, są przeogromną szansą nie tylko dla Polski, ale i dla całej Europy. Wiele dużych anglojęzycznych podcastów już otwarcie o tym mówi. ROG staje się symbolem walki o zachowanie kultury, tożsamości i bezpieczeństwa.",24,14,0,1,"Jul 21, 2025 · 6:00 PM UTC",41,277,https://nitter.net/SirRaVei/status/1947355949896745310#m
31,Int_Wydarzenia,Interia,". @BoguckiZbigniew zostanie szefem prezydenckiej kancelarii, a jego zastępcą zostanie @Andruszkiewicz1 - ogłosił prezydent elekt @NawrockiKn . wydarzenia.interia.pl/kraj/n…",2,1,4,1,"Jul 21, 2025 · 4:48 PM UTC",18,172,https://nitter.net/Int_Wydarzenia/status/1947337877269979264#m
32,Gasiuk_Pihowicz,Kamila Gasiuk-Pihowicz,"Rozjuszyłam panią Zawiszę z Razem, bo napisałam z kim tak naprawdę Razem trzyma od 2015. A wracając do spotkania Zandberg-Nawrocki, w sprawie TK, KRS, SN i aborcji też coś dogadaliście? Czy tylko sobie na Tuska popsioczyliście?",2109,270,543,40,"Jul 20, 2025 · 12:00 PM UTC",36,227,https://nitter.net/Gasiuk_Pihowicz/status/1946903020266008945#m
33,HubnerrMax,Max Hübner,"Prezydent elekt Karol Nawrocki poinformował, że za sprawy Polonii w jego Kancelarii odpowiadać będzie Agnieszka Jędrzak - dotychczasowa Dyrektor Biura Współpracy Międzynarodowej IPN. Cieszy jak cholera - wykonała tytaniczną pracę na rzecz pamięci o Polsce na świecie. Cudownie.",793,227,9,1,"Jul 21, 2025 · 4:52 PM UTC",38,277,https://nitter.net/HubnerrMax/status/1947339011900534798#m
34,OKP_oficjalny,PopieramyKarolaNawrockiego🇵🇱,"🎥 📢✌️""Mamy zakodowane w sercu trzy słowa: Bóg, honor, Ojczyzna. To jest nasza siła. I to jest to też jego siła. Karol Nawrocki wierzy w to, że razem z milionami Polaków uczyni Polskę wielką i wspaniałą, która będzie wzorem dla innych narodów. Zaprzysiężenie będzie dniem niezwykłej demonstracji przywiązania do Ojczyzny. Ten Prezydent jest wielką nadzieją na przemianę rzeczywistości, której nie akceptujemy. Że będzie miłość, a nie nienawiść. Tego życzę Panu Prezydentowi z całego serca"" - Halina Łabonarska z Obywatelskiego Komitetu Poparcia zachęca do udziału w uroczystościach 6 sierpnia w Warszawie. 🇵🇱🇵🇱🇵🇱",203,77,8,4,"Jul 21, 2025 · 5:48 PM UTC",91,611,https://nitter.net/OKP_oficjalny/status/1947353002353799178#m
35,DawidWildstein,Dawid Wildstein,"Znów mnie nie było niecałą dobę, wracam i okazuje się, że jakaś banda psycholi uznała, że wyleje pornograficzny hejt na dziewczynkę, którą wziął na barana Nawrocki. I kto to zrobił? Oczywiście jakieś Uśmiechnięte Bydło z okolic Giertycha. Mam tylko jedno pytanie. Dlaczego w 99 procentach każdy, kto ma w nazwie Europejską flagę, znaczek PO i słowa ""Silni Razem"" okazuje się skrajnie durnym, niebywale agresywnym i sfrustrowanym seksualnie degeneratem, który najbardziej kocha atakować dzieci? Jak udało się Giertychowi i Tuskowi ich wyhodować? Przecież to przeczy wszelkim prawom statystyki. Nawet wśród takiej zgrai chamstwa powinno być kilku normalnych- a nie ma...",960,303,24,2,"Jul 21, 2025 · 8:44 AM UTC",99,668,https://nitter.net/DawidWildstein/status/1947216165341667681#m
36,EwaZamojska,Ewa,"Mularczyk:""Nawrocki jest problemem dla Niemców"". Drogi panie, Nawrocki jest przede wszystkim problemem dla Polaków.",3024,392,105,7,"Jul 21, 2025 · 5:49 AM UTC",14,115,https://nitter.net/EwaZamojska/status/1947172087161901231#m
37,Nawrocki25,#Nawrocki2025,"🇵🇱 Karol Nawrocki w mediach! ⏰ Już dziś o 18:15 Prezydent Elekt w programie “Rozmowy Niedokończone” na antenie @TV_Trwam i @RadioMaryja . 🔥 Bądźcie z nami – porozmawiajmy o Polsce, przyszłości i wartościach, które nas łączą!",510,226,74,7,"Jul 21, 2025 · 10:23 AM UTC",36,224,https://nitter.net/Nawrocki25/status/1947241128757010736#m
38,PolsatNewsPL,PolsatNews.pl,"""Odmawiam udziału w tym gorszącym dla mnie widowisku"" - przekazał Lech Wałęsa. Były prezydent opublikował zdjęcie zaproszenia na Zgromadzenie Narodowe, podczas którego prezydent elekt Karol Nawrocki złoży przysięgę. polsatnews.pl/wiadomosc/2025…",823,109,592,30,"Jul 21, 2025 · 10:10 AM UTC",29,245,https://nitter.net/PolsatNewsPL/status/1947237784709656709#m
39,Zosia99363505,Pablita Moralita / Zosia SnaW🇵🇱#Trzaskowski2025,Proszę podać Iloma Głosami wygrał Nawrocki🤔😳,96,6,8,0,"Jul 21, 2025 · 3:37 PM UTC",6,44,https://nitter.net/Zosia99363505/status/1947319915607662645#m
40,niezaleznapl,Niezalezna.PL,niezalezna.pl/polityka/nawro…,0,0,0,0,"Jul 21, 2025 · 6:55 PM UTC",1,29,https://nitter.net/niezaleznapl/status/1947369747714118054#m
41,niezaleznapl,Niezalezna.PL,🔴 PILNE! Nawrocki odsłonił kolejne karty. Każdy ze współpracowników przyszłego prezydenta usłyszał ten sam warunek. 🧵 Chcesz wiedzieć więcej? Zajrzyj do komentarza 🧵,0,0,1,0,"Jul 21, 2025 · 6:55 PM UTC",23,165,https://nitter.net/niezaleznapl/status/1947369746078257610#m
42,RepublikaTV,Telewizja Republika 🇵🇱 #włączprawdę,"#PILNE : Zbigniew Bogucki szefem Kancelarii Prezydenta, Adam Andruszkiewicz jego zastępcą #włączprawdę #TVRepublika tvrepublika.pl/Polska/Nawroc…",56,10,2,0,"Jul 21, 2025 · 4:53 PM UTC",14,145,https://nitter.net/RepublikaTV/status/1947339136580346179#m
43,Rada33727295,Rada,"JEŻELI NAWROCKI BĘDZIE BLOKOWAŁ ZMIANY W SĄDOWNICTWIE,PROKURATURZE POKARZE ŻE JEST PiSowskim Prezydentem nie OBYWATELSKIM",0,0,0,0,"Jul 21, 2025 · 6:54 PM UTC",14,121,https://nitter.net/Rada33727295/status/1947369732341993528#m
44,w_niestety,Magdalena w Polsce.bsky🇪🇺FederalnaUniaEuropejska,"Nawrocki już otacza się typami, którzy mniej lub bardziej jawnie, sympatyzują z Kremlem Będziemy mieli putinowskiego słupa w Belwederze, który zrobi z Polski Rosję2.0 Kto z demokratów pójdzie na zaprzysiężenie tego zdrajcy, ten jest niegodny naszego głosu #ruskiNawrocki",64,15,4,0,"Jul 21, 2025 · 5:56 PM UTC",38,270,https://nitter.net/w_niestety/status/1947355050675954033#m
45,KarolPopieramy,Karol Nawrocki - popieramy,"🚨 Z ostatniej chwili 🚨 Prezydent elekt Karol Nawrocki właśnie potwierdził, że szefem jego Kancelarii będzie @BoguckiZbigniew , a wiceszefem będzie @Andruszkiewicz1 👏😎🇵🇱 Świetny wybór, będzie się działo 😎💪",235,64,18,2,"Jul 21, 2025 · 4:26 PM UTC",29,204,https://nitter.net/KarolPopieramy/status/1947332239093633266#m
