id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,Adam83462787,"Donald Tusk ze swoim nazwiskiem, pozycją w świecie, a także/ nie bójmy się tego słowa/ koneksjami da sobie radę w życiu, ale idiotyzmem jest niewykorzystanie tego przez nas. Pamiętajmy, że Kaczyński czy Duda w świecie polityki międzynarodowej nie znaczą nic. Zresztą Nawrocki też.",0,4,0,4,"Jun 4, 2025 · 2:48 PM UTC",280,43,
2,PrawaStronaa,"Karol Nawrocki przygotowuje pozwy dla ludzi którzy publicznie w kampanii nazywali go ""gangusem"" i ""sutenerem""",0,4,3,7,"Jun 4, 2025 · 2:47 PM UTC",109,15,
3,Bushmills2J,"OK. Szanuję Pani wybór. Natomiast p. Romaszewska zdaje się nie widzieć, że wyborcy Nawrockiego w kwestii Ukrainy podobnie myślą jak wyborcy Mentzena. Poza tym Nawrocki wcale tego też nie ukrywa. Więc jeżeli nie podoba jej sie ten stosunek powinna głosować inaczej. To hipokryzja.",0,0,0,0,"Jun 4, 2025 · 2:53 PM UTC",279,43,
4,RepublikaTV,Niemcy i Tusk nie odegrają żadnej roli - USA i Nawrocki nadaje nowy ton #włączprawdę #TVRepublika tvrepublika.pl/Polska/USA-i-…,1,35,6,42,"Jun 4, 2025 · 1:50 PM UTC",127,17,
5,JHarlukowicz,Za tą sprawę zatrzymany został dziś Michał R. były członek zarządu Orlenu wiadomosci.onet.pl/tylko-w-o… przez @OnetWiadomosci,1,55,4,60,"Jun 4, 2025 · 1:37 PM UTC",125,15,
6,HolinkaPis,"Daniel Nawrocki szczerze: Tusk źle trafił, bo tata jest twardzielem. A siostra dodawała całej rodzinie energii, siły i uśmiechu wpolityce.pl/polityka/731459…",0,125,1,126,"Jun 4, 2025 · 9:10 AM UTC",157,20,
7,Georg_Pazderski,"Der polnische Präsident Karol Nawrocki gibt die Richtung vor: „Mein Polen ist ein Polen ohne illegale Einwanderer. Es ist ein Polen, in dem es statt Integrationszentren Abschiebezentren für diejenigen gibt, die unsere Sicherheit zerstören wollen.“",33,1103,191,1327,"Jun 2, 2025 · 7:56 PM UTC",247,35,
8,valdikasator,"Debilu, jak nie rozumiesz prostego zdania po polsku to się nie odzywaj. Aluzja była do Dudy, który przez ostatnie 3 lata zajmował się wyłącznie Ukrainą. Mam nadzieję, że Nawrocki na którego głosowałem nie powtórzy tego błędu. A teraz spadaj.",0,0,0,0,"Jun 4, 2025 · 2:53 PM UTC",241,39,
9,polanddaily24,What Happens Before the Inauguration? Karol Nawrocki’s Temporary Office Location Announced polanddaily24.com/what-happe… przez @polanddaily24,0,2,0,2,"Jun 4, 2025 · 2:34 PM UTC",141,14,
10,Inevitablewest,"BREAKING: Poland's new President Nawrocki Erupts after being elected: ""We are going to make Europe Great Again, as that's what Europe deserves!""",40,2024,167,2231,"Jun 3, 2025 · 4:18 PM UTC",144,22,
11,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,198,4775,535,5508,"Jun 3, 2025 · 1:14 PM UTC",603,98,
12,xMTN7,A jakby wyglądało spotkanie dupiarza z np. Donaldem Trumpem? Nawrocki przynajmniej nie obrażał króla Danii,0,0,0,0,"Jun 4, 2025 · 2:52 PM UTC",106,15,
13,FiliksMagdalena,Nawrocki Wam wszystko teraz ochroni.,0,4,19,23,"Jun 4, 2025 · 4:34 AM UTC",36,5,
14,2Reniaanna29450,#_RT Karol Nawrocki #Podajdalej,0,1,0,1,"Jun 4, 2025 · 2:35 PM UTC",31,4,
15,Load newest,Brak treści,0,0,0,0,,11,2,
16,PrawaStronaa,"Karol Nawrocki przygotowuje pozwy dla ludzi którzy publicznie w kampanii nazywali go ""gangusem"" i ""sutenerem""",0,4,3,7,"Jun 4, 2025 · 2:47 PM UTC",109,15,
17,eduardomenoni,"El político conservador polaco camina por el escenario del debate presidencial hacia su oponente progre, coloca una bandera LGBT en su podio y dice: “Aquí está tu bandera”. Este gran patriota es Karol Nawrocki, y es el nuevo presidente electo de Polonia.",2,213,8,223,"Jun 3, 2025 · 3:11 PM UTC",254,42,
18,aK_Sojka,"Karol Nawrocki miał u boku nie tylko stratega, lecz prawdziwego SIGMĘ polityki. @szefernaker - algorytm zwycięstwa! Dziękuję",1,118,18,137,"Jun 4, 2025 · 11:37 AM UTC",124,17,
19,tymolowy,"Wkrótce będą podpisywane umowy o swobodnym handlu żywym towarem, tzw. lex Nawrocki",0,0,0,0,"Jun 4, 2025 · 2:52 PM UTC",82,12,
