id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,cherrymaggie_,"Mnie bardzo zaintrygowała pewność,z jaką Nawrocki wiedział przed ogłoszeniem wyników,że wygrał ‼Nawet gdyby mógł przypuszczać i na to liczyć,to ta pewność, ten wyraz twarzy i ta buta bardzo mnie zdziwiła.",1,26,9,36,"Jun 5, 2025 · 8:57 AM UTC",204,30,
2,NocnaZ,Mamy prawo wiedzieć kim jest Nawrocki.,21,442,243,706,"Jun 4, 2025 · 9:18 PM UTC",38,6,
3,Gszegossz,Max. jakieś 450 głosów mógł zrobić Nawrocki w tej Komisji tak na zdrowy rozsądek,0,0,0,0,"Jun 5, 2025 · 9:43 AM UTC",80,14,
4,H050322,Dr Nawrocki wygrał. Ale czy wyniki wyborów nie zostały sfałszowane? A jak wy uważacie?,1,34,110,145,"Jun 5, 2025 · 6:25 AM UTC",86,14,
5,KingaA_80,"‼I kto jest najlepszy ? Jasne, że prezydent Elekt Karol Nawrocki #Nawrocki2025",0,1,0,1,"Jun 5, 2025 · 8:51 AM UTC",78,12,
6,naklo_soltys,"Fizycznie, ok ale w tych komisjach gdzie sa dziwne anomalnie. U mnie nie było w pierwszej turze anomalii wygrał Mentzen + Nawrocki, w drugiej tak samo.",0,0,0,0,"Jun 5, 2025 · 9:43 AM UTC",151,26,
7,k_wachowska,"Na prawicy śmieją się, że Rafał Trzaskowski za szybko zaczął się cieszyć, że został Prezydentem. Czy ktoś z Was zauważył z jaką pewnością Nawrocki powiedział, że w nocy jeszcze wszystko się zmieni na jego korzyść? Skąd ta pewność?",19,234,1143,1396,"Jun 5, 2025 · 5:19 AM UTC",230,38,
8,Bob57PL,"Michał Żebrowski - mądrze i na temat. To wyborcom Nawrockiego powinno zależeć na szczegółowym wyjaśnieniu. Kto kłamał w kampanii wyborczej - Onet, czy Nawrocki ⁉Nie można tego zamieść pod dywan, chodzi o reputację Polski i urzędu prezydenta kraju‼",0,100,0,100,"Jun 5, 2025 · 1:44 AM UTC",247,38,
9,JSaryuszWolski,"„UE wściekła na polskich wyborców: Niemiecki europoseł grozi zamrożeniem finansowania UE, jeśli Nawrocki zablokuje ""reformy"" „Jeśli nowy prezydent zbojkotuje reformy rządów prawa swoim wetem, UE będzie musiała ponownie zamrozić fundusze dla Polski""” rmx.news/article/eu-enraged-…",5,248,84,337,"Jun 4, 2025 · 9:19 PM UTC",279,33,
10,bodziojo,Wild accusations. Nawrocki is on the Kremlin hit list because has taken down Soviet (occupier) war monuments. wszystkoconajwazniejsze.pl/k…,0,1,0,1,"Jun 5, 2025 · 7:21 AM UTC",139,18,
11,jachcy,Karol Nawrocki będzie mial immunitet⁉ To może chociaż rozliczmy jego żonę🤡,33,443,314,790,"Jun 4, 2025 · 6:49 PM UTC",74,11,
12,Rysiek04071893,Życiorys Nawrockiego poznaliśmy w kampanii wyborczej. A teraz usiądźcie. Ten sam Nawrocki będzie oceniał życiorysy dyplomatów i ma być bardziej krytyczny niż Duda. Polska upadła na pysk. #WyboryPrezydenckie2025,4,306,59,369,"Jun 3, 2025 · 7:16 PM UTC",210,28,
13,Renata512339531,"Kochani, przypatrzcie się dokładnie wynikom w swoich komisjach, bo okazuje się, że w noc wyborczą doszło do ""cudów nad urną"", o czym dokładnie wiedział Nawrocki, że będą. My też możemy zgłaszać do PKW zastrzeżenia!!!!",1,127,6,134,"Jun 5, 2025 · 8:29 AM UTC",217,34,
