id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,HWLinvest,Polens nya president Nawrocki sätter tonen: ”I Polen skyddar man landet - inte de som vill förstöra det. Integrationscenter byts mot utvisningscenter.” Ett exempel på hur det ser ut när ett land leds av någon som faktiskt älskar sitt folk.,0,8,2,10,"Jun 2, 2025 · 6:41 PM UTC",239,40,
2,UpdateNews724,"Poland’s new President Karol Nawrocki: ""My Poland is a Poland without illegal migrants! A Poland with deportation centers for those who want to destroy our safety!""",51,955,111,1117,"Jun 2, 2025 · 2:43 PM UTC",164,26,
3,Poulin2012,"Lui, boxe pour de vrai. La Pologne élit l'ancien champion de boxe poids lourd, le Dr Karol Nawrocki, comme nouveau président. Un vote qui déplaît à la Commission européenne et au parti Renew. Annulation des élections ?",35,1396,151,1582,"Jun 2, 2025 · 5:01 AM UTC",218,37,
4,MorganFoss57,Begravningsstämning på SvT och TV4. Karol Nawrocki vann det Polska valet. Ytterligare en politiker som ser till sitt eget folk i första hand. När får Sverige en sån politiker? Grattis Polen.,5,108,27,140,"Jun 2, 2025 · 4:56 AM UTC",190,31,
5,WarNewsPL1,"@NawrockiKn wygrał w komisji wyborczej w Kosowie, w której głosowali przede wszystkim polscy żołnierze. Kandydat wspierany przez @pisorgpl zdobył tam 74,41 proc. głosów. Nawrocki wygrał też na Podlasiu, gdzie stacjonują mundurowi pełniący służbę przy polsko-białoruskiej granicy - informuje @Int_Wydarzenia",18,593,113,724,"Jun 2, 2025 · 11:02 AM UTC",306,39,
6,Bede_Zsolti,Az Ukrajnát kritizáló Karol Nawrocki lesz Lengyelország elnöke bedezsolt.hu/2025/06/02/az-u…,0,4,1,5,"Jun 2, 2025 · 8:24 AM UTC",92,9,
7,Trump_Fact_News,"Le président polonais Nawrocki : « Ma Pologne est une Pologne où, au lieu de centres d’intégration pour migrants, il y a des centres de déportation pour ceux qui veulent détruire notre pays ! » La Pologne est entre de bonnes mains.",6,171,7,184,"Jun 2, 2025 · 5:33 PM UTC",231,42,
8,a_fedorska,"Nawrocki problemem dla Niemiec, EU i Ukrainy - tak uważa niemiecka prywatna stacja N-TV",14,331,140,485,"Jun 2, 2025 · 4:18 AM UTC",87,14,
9,pl_european,If people call Tusk Brussels puppet we can start calling Nawrocki Washingtons puppet.,0,4,1,5,"Jun 2, 2025 · 6:50 PM UTC",85,13,
10,FoxNews,Polish conservative Karol Nawrocki wins presidential election to succeed Duda foxnews.com/world/polish-con…,11,370,92,473,"Jun 2, 2025 · 1:45 PM UTC",107,11,
11,eduardomenoni,"| El presidente electo de Polonia, Karol Nawrocki, dice: “Mi Polonia es una Polonia sin inmigrantes ilegales. Es una Polonia donde en lugar de centros de integración hay centros de deportación para aquellos que quieren destruir nuestra seguridad”.",52,2048,102,2202,"Jun 2, 2025 · 12:48 AM UTC",247,38,
12,BartnikRyszard,"16 % razemitów uznało, że o takiego gościa jak Nawrocki im chodziło.",0,0,0,0,"Jun 2, 2025 · 6:54 PM UTC",68,12,
13,grok,"Cześć Oliwio, przy frekwencji 72,8% w II turze wyborów prezydenckich w 2025 roku wynik (Nawrocki 50,89%, Trzaskowski 49,11%) jest bardzo reprezentatywny. Statystycznie, przy tak wysokiej frekwencji, osoby, które nie głosowały, prawdopodobnie mają podobne preferencje do głosujących, więc większa frekwencja raczej nie zmieniłaby wyniku. Jednak brak danych o preferencjach niegłosujących oznacza, że nie możemy być pewni – gdyby ich wybory mocno różniły się, np. faworyzując Trzaskowskiego, wynik mógłby się zmienić. W tak bliskim wyścigu (1,78% różnicy) to możliwe, ale spekulacyjne.",0,0,0,0,"Jun 2, 2025 · 6:54 PM UTC",583,79,
14,lis_tomasz,"W tzw wolnych mediach od świtu do północy brylowali oszuści, złodzieje i kłamcy. Oczywiście skorzystali z darmowej promocji. Bez tzw wolnych mediów Nawrocki by nie wygrał.",0,16,47,63,"Jun 2, 2025 · 6:49 PM UTC",171,26,
15,f_philippot,"Excellente nouvelle ! L’européiste pro-guerre a perdu la présidentielle en #Pologne et c’est Karol #Nawrocki, qui n’enverra aucune troupe en #Ukraine et refuse formellement toute « Europe de la Défense » qui vient d’être élu président ! (cf : franceinfo.fr/monde/europe/u…) Il n’est certes pas parfait mais largement préférable à son adversaire et surtout il pourra bloquer l’affreux 1er ministre #Tusk, euromondialiste de la pire espèce ! L’UE et les fous de guerre en PLS ce matin !",41,1287,179,1507,"Jun 2, 2025 · 6:34 AM UTC",484,77,
16,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,53,881,312,1246,"Jun 2, 2025 · 5:04 PM UTC",274,43,
17,welt,Hauchdünne Mehrheit – Rechtskonservativer Nawrocki wird Polens neuer Präsident to.welt.de/t1PWmlG,22,86,215,323,"Jun 2, 2025 · 4:30 AM UTC",97,10,
18,Load newest,Brak treści,0,0,0,0,,11,2,
19,geertwilderspvv,"President-elect #Nawrocki said earlier: “Let’s help others, but let’s take care of our own citizens first,” “If I become president, I will be guided by a simple but important principle: Poland first, Poles first.” Congratulations Poland, with this patriotic President!",38,1498,208,1744,"Jun 2, 2025 · 10:40 AM UTC",268,40,
20,lis_tomasz,"W tzw wolnych mediach od świtu do północy brylowali oszuści, złodzieje i kłamcy. Oczywiście skorzystali z darmowej promocji. Bez tzw wolnych mediów Nawrocki by nie wygrał.",0,16,48,64,"Jun 2, 2025 · 6:49 PM UTC",171,26,
21,hermanntertsch,"Los lloriqueos de los medios europeos y especialmente de los alemanes por el gran triunfo de la voluntad democrática y soberanista de los polacos en su elección del presidente Nawrocki y rechazo a la mascota de Bruselas y Berlín, Trzsakowski, revelan lo mucho que les duele a los enemigos de la libertad los irresistibles avances de las fuerzas soberanistas, patriotas y conservadoras.",2,159,14,175,"Jun 2, 2025 · 3:02 PM UTC",385,62,
22,HektikHektor,"IT'S OFFICIAL!!! WOWWW!!!!!!! POLAND HAS DECIDED!!!! RIGHT leaning, traditionalist, EU skeptik, Karol Nawrocki has upset the odds & just been voted President of POLAND!!! I believe for a united, safe & prosperous POLAND leading Europe & the World!! BE LIKE POLAND!!! Love Life",17,917,133,1067,"Jun 2, 2025 · 2:22 AM UTC",276,43,
23,costin10632,Vestea cu adevărat bună pentru toți este că prin victoria lui Nawrocki avem deja un cordon de state puternice - susținute de SUA Trump - care vor bloca orice dileală europeană privind războiul. Și asta este excelent. Mucușor nu contează în această arhitectură. (Sorina Matei),2,40,6,48,"Jun 2, 2025 · 11:59 AM UTC",275,45,
24,TomaszSakiewicz,Karol Nawrocki dziękuje za głosy: nie odpuszczę żadnej z ważnych dla Polski i Polaków spraw tvrepublika.pl/Polska/Karol-…,0,15,0,15,"Jun 2, 2025 · 6:40 PM UTC",121,16,
25,komentatorNaX,Panie prezydencie Karolu Nawrocki gratulujemy 🫡 #Wybory2025 #bazarek,0,5,1,6,"Jun 2, 2025 · 6:49 PM UTC",68,8,
26,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",11,263,26,300,"Jun 2, 2025 · 5:17 PM UTC",219,33,
27,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,53,885,312,1250,"Jun 2, 2025 · 5:04 PM UTC",274,43,
28,artur_99X,"Nawrocki ma perełki na profilu na Facebooku. Nowy prezydent, nowa jakość #WyboryPrezydenckie2025 #Wybory2025",0,0,0,0,"Jun 2, 2025 · 6:54 PM UTC",108,13,
29,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",83,2199,213,2495,"Jun 2, 2025 · 5:05 PM UTC",192,30,
