id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,PrawaStronaa,"Karol Nawrocki przygotowuje pozwy dla ludzi którzy publicznie w kampanii nazywali go ""gangusem"" i ""sutenerem""",19,449,229,697,"Jun 4, 2025 · 2:47 PM UTC",109,15,
2,PierreMarionnet,"Karol Nawrocki, le nouveau président polonais, exige qu'Ursula et l'UE respectent la souveraineté des nations européennes et les valeurs chrétiennes. Bravo. Ca part fort !",64,2585,199,2848,"Jun 3, 2025 · 6:10 PM UTC",171,25,
3,HubnerrMax,"16. Tutaj ciekawa interakcja między BYŁĄ Premier Wielkiej Brytanii, Liz Truss, a Karolem Nawrockim. Zwraca uwagę, że zamieściła zdjęcie Nawrockiego z Trumpem i napisała ""Make Europe Great Again"". Nawrocki to podchwycił i napisał, że tego Europa potrzebuje i na to zasługuje.",0,11,2,13,"Jun 4, 2025 · 5:14 PM UTC",274,41,
4,KoneserUnii,PILNE Prezydent Elekt Nawrocki będzie pozywał tych co Go nazywali Sutenerem,9,257,170,436,"Jun 4, 2025 · 3:59 PM UTC",75,11,
5,iosefinaoficial,"Please excuse our imbecile of a President, Nicusor Dan! Nawrocki literally is NOT a member of the PiS party! 🫠",8,116,132,256,"Jun 3, 2025 · 6:02 AM UTC",110,20,
6,Gregor4x,Wszystko wskazuje jak podało RMF FM szefem biura bezpieczeństwa narodowego zostanie pan Cenckiewicz. Podejrzany o współpracę z wywiadem Rosji a dziadek pana Cenckiewicza prowadził grand hotel w Sopocie. Jakimi taśmami jest szantażowany Nawrocki. Czy Polacy mają powody do obaw ?,0,0,0,0,"Jun 4, 2025 · 5:53 PM UTC",278,40,
7,HubnerrMax,"17. Prezydent Elekt Karol Nawrocki nie omieszkał też puścić oczka w podziękowaniach dla państw skandynawskich. Do Premiera Szwecji, Ulfa Kristerssona w podziękowaniach napisał, że Polska i Szwecja to strategiczni sojusznicy i będzie to kontynuowane. Kierunek znany.",0,4,1,5,"Jun 4, 2025 · 5:16 PM UTC",265,36,
8,Marcin97308139,"ABW? za czasów PIS? Czarnek pokazywał akt notarialny w którym jest napisane, że za kawalerkę zapłacono, a Nawrocki powiedział u Rymanowskiego że nie zapłacił. No i są 3 zawiadomienia do prokuartury o podejrzeniu popełnienia przestępstwa. Ale Wy wiecie lepiej",0,0,0,0,"Jun 4, 2025 · 5:53 PM UTC",258,39,
9,RadioRebeliant,⏰21:00 OBEJRZYJ KONIECZNIE!!! piped.video/qU7ywy-XQnY NOWY ODCINEK! Płk. Mazguła OSTRO: „Drań wygrał Polskę!” Dlaczego Nawrocki pokonał Trzaskowskiego? Wojna hybrydowa PiS trwa! Obejrzyj na Radio Rebeliant! #RadioRebeliant #PłkMazguła #Nawrocki #WojnaHybrydowa #Demokracja,1,2,0,3,"Jun 4, 2025 · 5:33 PM UTC",272,29,
10,MurzynfrogXXX,Karol Nawrocki zyskuje w moich oczach. KęKę GOAT.,8,104,61,173,"Jun 4, 2025 · 2:41 PM UTC",49,8,
11,HubnerrMax,"19. Na samym końcu (przynajmniej na 4 czerwca, 19:20) Karol Nawrocki skupił się na Rumunii - co jest bardzo znaczące. Wpierw zwrócił się do przegranego w wyborach w Rumunii i swojego politycznego przyjaciela - George'a Simiona. To ważne, również dla kilku poprzednich punktów.",0,3,2,5,"Jun 4, 2025 · 5:20 PM UTC",276,43,
12,ForfiterP,"Przestańcie parszywie kłamać‼ Przypominam wyborcom Trzaskowskiego, że teza o sutenerstwie i gangsterstwie @NawrockiKn upadła tuż po wizycie Tuska, gdzie okazało się, że: Nawrocki nigdy nie był notowany za jakiekolwiek przestępstwo.Nie ma żadnego wyroku za cokolwiek. Potwierdził to sam #Tusk na pytanie od Rymanowskiego Patryk Masiak, „Wielki Bu”, urodził się około 1991 roku, co oznacza, że w 2007 roku gdy Nawrocki miał pracować w Grand Hotelu miał rzeczywiście około 16 lat i chyba tylko idiota wierzy, że mógłby być on wtedy w tym wieku jakimś znaczącym mafiozem, który ma harem prostytutek. W tym czasie #Nawrocki pracował w Grand Hotelu jako ochroniarz, a jego kontakty z Masiakiem mogły wynikać z innych okoliczności, np. wspólnych zainteresowań sportowych (boks), co Nawrocki sam podkreślał, tłumacząc swoje znajomości z półświatkiem ze względu na sport i resocjalizację. Oskarżenia o sutenerstwo opierają się głównie na anonimowych relacjach podejrzewanych o oszustwa i manipulacje świadków, bez prawomocnych dowodów sądowych. Tak że tak. Przestańcie parszywie kłamać‼",1,177,3,181,"Jun 4, 2025 · 2:35 PM UTC",1077,155,
13,ro15224,Co ty gadasz? Niby za co Dr.Karol Nawrocki Prezydent Polski ma przepraszac ?,0,0,0,0,"Jun 4, 2025 · 5:52 PM UTC",76,13,
