id,username,fullname,text,likes,retweets,replies,quotes,date,word_count,text_length,link
1,EwaZamojska,Ewa,"Mularczyk:""Nawrocki jest problemem dla Niemców"". Drogi panie, Nawrocki jest przede wszystkim problemem dla Polaków.",3708,468,128,9,"Jul 21, 2025 · 5:49 AM UTC",14,115,https://nitter.net/EwaZamojska/status/1947172087161901231#m
2,Nawrocki25,#Nawrocki2025,"🟥 To zupełnie niebezpieczne, niepoważne i smutne dla obrazu polskiej demokracji, ale wydaje się, że to już za nami i z wyrzutami sumienia pozostaną ci, którzy w tę akcję się angażowali - Prezydent Elekt K. Nawrocki o próbach zablokowania jego zaprzysiężenia.",88,31,12,1,"Jul 22, 2025 · 9:06 AM UTC",41,258,https://nitter.net/Nawrocki25/status/1947583915780178276#m
3,cyberprawy,PrawyWiarus 🇵🇱 🐺,polanddaily24.com/nawrocki-r…,0,0,0,0,"Jul 22, 2025 · 9:21 AM UTC",1,29,https://nitter.net/cyberprawy/status/1947587754398822710#m
4,SirRaVei,R.V. 🇵🇱 Nawrocki 2025!,"Karol Nawrocki, Robert Bąkiewicz i wielu, wielu innych patriotów, są przeogromną szansą nie tylko dla Polski, ale i dla całej Europy. Wiele dużych anglojęzycznych podcastów już otwarcie o tym mówi. ROG staje się symbolem walki o zachowanie kultury, tożsamości i bezpieczeństwa.",217,88,17,2,"Jul 21, 2025 · 6:00 PM UTC",41,277,https://nitter.net/SirRaVei/status/1947355949896745310#m
5,Krzyszt65555928,Krzysztof,"No i zapomniała Pani o kolejnym skandalu: z tego przeliczenia wychodzi, że więcej stracił Nawrocki.",0,0,0,0,"Jul 22, 2025 · 9:20 AM UTC",15,99,https://nitter.net/Krzyszt65555928/status/1947587426169262557#m
6,EmiliaKaminska,Emilia Kamińska,Ławnik @SN_RP_ zrzekł się polskiego obywatelstwa bo mu Prezydent Nawrocki nie pasuje.,290,71,84,4,"Jul 22, 2025 · 7:40 AM UTC",12,85,https://nitter.net/EmiliaKaminska/status/1947562449386807515#m
7,RepublikaTV,Telewizja Republika 🇵🇱 #włączprawdę,#PrzyjacieleRepubliki | @mhorala : Karol Nawrocki zapowiada aktywną prezydenturę! 📺 piped.video/watch?v=h5dL-E… #WłączPrawdę #TVRepublika #DomWolnegoSłowa,2,1,1,0,"Jul 22, 2025 · 9:19 AM UTC",14,154,https://nitter.net/RepublikaTV/status/1947587409467871632#m
8,trzony,𝔑𝔦𝔢𝔟𝔦𝔢𝔰𝔨𝔞 ℜ𝔶𝔪𝔢ℜ𝔞,Karol Nawrocki prezydentem Polski i proszę się pogodzić z,0,0,0,0,"Jul 22, 2025 · 9:19 AM UTC",9,57,https://nitter.net/trzony/status/1947587373623054355#m
9,jan_bodakowski,Jan Bodakowski,"Prezydent Nawrocki: Ruch Obrony Granic obudził świadomość Polaków o tym, co dzieje się na zachodniej granicy roty.pl/prezydent-nawrocki-r…",0,0,0,0,"Jul 22, 2025 · 9:19 AM UTC",17,138,https://nitter.net/jan_bodakowski/status/1947587309823467653#m
10,Nawrocki25,#Nawrocki2025,"🟥 To zupełnie niebezpieczne, niepoważne i smutne dla obrazu polskiej demokracji, ale wydaje się, że to już za nami i z wyrzutami sumienia pozostaną ci, którzy w tę akcję się angażowali - Prezydent Elekt K. Nawrocki o próbach zablokowania jego zaprzysiężenia.",88,31,12,1,"Jul 22, 2025 · 9:06 AM UTC",41,258,https://nitter.net/Nawrocki25/status/1947583915780178276#m
11,PrimusRomanum,Roman Kołbuc,"🎲 Nadal niewiele wiadomo: - Trzaskowski (2 godziny), - Nawrocki (2 miesiące), - Hołownia (kwartał ?), - RT lub KN (4,5 roku). #Ála #PrezydenciRP",0,0,0,0,"Jul 22, 2025 · 9:18 AM UTC",24,144,https://nitter.net/PrimusRomanum/status/1947587116206330312#m
12,krzyszt84690756,Krzysztof Grabowski,polsatnews.pl/wiadomosc/2025…,0,0,0,0,"Jul 22, 2025 · 9:18 AM UTC",1,29,https://nitter.net/krzyszt84690756/status/1947587034463310036#m
13,Jurek77884413,"Jurek#In EU, We Trust!",Sam się Nawrocki skompromituje i zakończy swoją prezydenturę!,0,0,0,0,"Jul 22, 2025 · 9:18 AM UTC",8,61,https://nitter.net/Jurek77884413/status/1947586961818194107#m
14,Gagama03625726,Gagama,Jeszcze Polska nie zginęła. Jakie to szczęście że wygrał pan Karol Nawrocki. Matko Boża miej w opiece Prezydenta Karola Nawrockiego.,0,0,0,0,"Jul 22, 2025 · 9:18 AM UTC",20,132,https://nitter.net/Gagama03625726/status/1947586957674221731#m
15,EwaZamojska,Ewa,"Nawrocki:"" Jestem zaniepokojony tym, co dzieje się za Tuska"". Patrzcie go, zbawca narodu się znalazł. A gdzie pan byłeś za rządów PiS, gdy łamano praworządność, deptano demokrację, izolowano Polskę, łamano prawa człowieka i bezczelnie okradano naród? Aaa robiłeś pan karierę...",844,127,74,0,"Jul 22, 2025 · 5:33 AM UTC",40,277,https://nitter.net/EwaZamojska/status/1947530521065754736#m
16,ren1246767,ren@,"Gratuluję i bardzo cieszy mnie ten wybór, będzie super drużyna,bo Pan Karol Nawrocki potrzebuje zaufanych i mądrych ludzi przy swoim boku. Pozdrawiam serdecznie 👍✌️👊💪🇵🇱",0,0,0,0,"Jul 22, 2025 · 9:17 AM UTC",24,168,https://nitter.net/ren1246767/status/1947586916402057465#m
17,Andrzej09G,Andrzej Grabowski,"Czy Nawrocki będzie dążył do sprowadzenia faszyzmu w Polsce ? Wygląda na to , że tak",3,1,0,0,"Jul 22, 2025 · 9:15 AM UTC",16,84,https://nitter.net/Andrzej09G/status/1947586209812812193#m
18,PolsatNewsPL,PolsatNews.pl,"""Odmawiam udziału w tym gorszącym dla mnie widowisku"" - przekazał Lech Wałęsa. Były prezydent opublikował zdjęcie zaproszenia na Zgromadzenie Narodowe, podczas którego prezydent elekt Karol Nawrocki złoży przysięgę. polsatnews.pl/wiadomosc/2025…",1043,141,867,40,"Jul 21, 2025 · 10:10 AM UTC",29,245,https://nitter.net/PolsatNewsPL/status/1947237784709656709#m
19,HubnerrMax,Max Hübner,"Prezydent elekt Karol Nawrocki poinformował, że za sprawy Polonii w jego Kancelarii odpowiadać będzie Agnieszka Jędrzak - dotychczasowa Dyrektor Biura Współpracy Międzynarodowej IPN. Cieszy jak cholera - wykonała tytaniczną pracę na rzecz pamięci o Polsce na świecie. Cudownie.",2804,683,21,4,"Jul 21, 2025 · 4:52 PM UTC",38,277,https://nitter.net/HubnerrMax/status/1947339011900534798#m
20,gfkot,Grzegorz Kot,Nawrocki go wybrał do kancelarii. Pasuje?,894,120,203,7,"Jul 21, 2025 · 5:47 PM UTC",6,41,https://nitter.net/gfkot/status/1947352755930337463#m
21,RadioMaryja,Radio Maryja,"Prezydent elekt @NawrockiKn w @TV_Trwam : Dobro Polski wymaga współpracy prezydenta z premierem. Wszystkie projekty i ustawy, które będą dobre dla Polaków, będą spotykać się z moją akceptacją niezależnie od tego, jak krytycznie oceniam @donaldtusk radiomaryja.pl/informacje/pr…",122,57,4,1,"Jul 21, 2025 · 5:52 PM UTC",36,277,https://nitter.net/RadioMaryja/status/1947353945577255405#m
22,OKP_oficjalny,PopieramyKarolaNawrockiego🇵🇱,"🎥 📢✌️""Mamy zakodowane w sercu trzy słowa: Bóg, honor, Ojczyzna. To jest nasza siła. I to jest to też jego siła. Karol Nawrocki wierzy w to, że razem z milionami Polaków uczyni Polskę wielką i wspaniałą, która będzie wzorem dla innych narodów. Zaprzysiężenie będzie dniem niezwykłej demonstracji przywiązania do Ojczyzny. Ten Prezydent jest wielką nadzieją na przemianę rzeczywistości, której nie akceptujemy. Że będzie miłość, a nie nienawiść. Tego życzę Panu Prezydentowi z całego serca"" - Halina Łabonarska z Obywatelskiego Komitetu Poparcia zachęca do udziału w uroczystościach 6 sierpnia w Warszawie. 🇵🇱🇵🇱🇵🇱",717,270,24,12,"Jul 21, 2025 · 5:48 PM UTC",91,611,https://nitter.net/OKP_oficjalny/status/1947353002353799178#m
23,EmiliaKaminska,Emilia Kamińska,Ławnik @SN_RP_ zrzekł się polskiego obywatelstwa bo mu Prezydent Nawrocki nie pasuje.,290,71,84,4,"Jul 22, 2025 · 7:40 AM UTC",12,85,https://nitter.net/EmiliaKaminska/status/1947562449386807515#m
24,EwaZamojska,Ewa,"Mularczyk:""Nawrocki jest problemem dla Niemców"". Drogi panie, Nawrocki jest przede wszystkim problemem dla Polaków.",3708,468,128,9,"Jul 21, 2025 · 5:49 AM UTC",14,115,https://nitter.net/EwaZamojska/status/1947172087161901231#m
25,Nawrocki25,#Nawrocki2025,"🟥 To zupełnie niebezpieczne, niepoważne i smutne dla obrazu polskiej demokracji, ale wydaje się, że to już za nami i z wyrzutami sumienia pozostaną ci, którzy w tę akcję się angażowali - Prezydent Elekt K. Nawrocki o próbach zablokowania jego zaprzysiężenia.",88,31,12,1,"Jul 22, 2025 · 9:06 AM UTC",41,258,https://nitter.net/Nawrocki25/status/1947583915780178276#m
26,cyberprawy,PrawyWiarus 🇵🇱 🐺,polanddaily24.com/nawrocki-r…,0,0,0,0,"Jul 22, 2025 · 9:21 AM UTC",1,29,https://nitter.net/cyberprawy/status/1947587754398822710#m
27,SirRaVei,R.V. 🇵🇱 Nawrocki 2025!,"Karol Nawrocki, Robert Bąkiewicz i wielu, wielu innych patriotów, są przeogromną szansą nie tylko dla Polski, ale i dla całej Europy. Wiele dużych anglojęzycznych podcastów już otwarcie o tym mówi. ROG staje się symbolem walki o zachowanie kultury, tożsamości i bezpieczeństwa.",218,88,17,2,"Jul 21, 2025 · 6:00 PM UTC",41,277,https://nitter.net/SirRaVei/status/1947355949896745310#m
28,Krzyszt65555928,Krzysztof,"No i zapomniała Pani o kolejnym skandalu: z tego przeliczenia wychodzi, że więcej stracił Nawrocki.",0,0,0,0,"Jul 22, 2025 · 9:20 AM UTC",15,99,https://nitter.net/Krzyszt65555928/status/1947587426169262557#m
29,EmiliaKaminska,Emilia Kamińska,Ławnik @SN_RP_ zrzekł się polskiego obywatelstwa bo mu Prezydent Nawrocki nie pasuje.,290,71,84,4,"Jul 22, 2025 · 7:40 AM UTC",12,85,https://nitter.net/EmiliaKaminska/status/1947562449386807515#m
30,RepublikaTV,Telewizja Republika 🇵🇱 #włączprawdę,#PrzyjacieleRepubliki | @mhorala : Karol Nawrocki zapowiada aktywną prezydenturę! 📺 piped.video/watch?v=h5dL-E… #WłączPrawdę #TVRepublika #DomWolnegoSłowa,2,1,1,0,"Jul 22, 2025 · 9:19 AM UTC",14,154,https://nitter.net/RepublikaTV/status/1947587409467871632#m
31,trzony,𝔑𝔦𝔢𝔟𝔦𝔢𝔰𝔨𝔞 ℜ𝔶𝔪𝔢ℜ𝔞,Karol Nawrocki prezydentem Polski i proszę się pogodzić z,0,0,0,0,"Jul 22, 2025 · 9:19 AM UTC",9,57,https://nitter.net/trzony/status/1947587373623054355#m
32,jan_bodakowski,Jan Bodakowski,"Prezydent Nawrocki: Ruch Obrony Granic obudził świadomość Polaków o tym, co dzieje się na zachodniej granicy roty.pl/prezydent-nawrocki-r…",0,0,0,0,"Jul 22, 2025 · 9:19 AM UTC",17,138,https://nitter.net/jan_bodakowski/status/1947587309823467653#m
