id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,RM44590,Karol Nawrocki atakowany przez żydowski brukowiec.,0,28,5,33,"Jun 4, 2025 · 6:12 AM UTC",50,6,
2,PPolityce,"Karol Nawrocki pokazał rożki i nie zgodził się na Kuchcinskiego w kancelarii prezydenta. Fakt, trudno byłoby o większy falstart zatrudniając tę personę. dorzeczy.pl/kraj/735651/nawr…",19,239,248,506,"Jun 3, 2025 · 2:35 PM UTC",182,23,
3,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",544,15012,1140,16696,"Jun 2, 2025 · 5:05 PM UTC",192,30,
4,myslozbir,To mnie przekonało. Teraz już będę głosować na Trzaska i Tuska.,3,73,159,235,"Jun 3, 2025 · 2:42 PM UTC",63,11,
5,JanKot07,"Polska staje się ""sławna"" w świecie...🤔 W Ameryce piszą o nowym prezydencie... Tłumaczenie dla pisowskiego elektoratu który przecież nie zna angielskiego: ""Antyeuropejski chuligan stadionowy, sutener Karol Nawrocki wygrywa wybory prezydenckie w Polsce o włos""...",8,326,20,354,"Jun 3, 2025 · 8:01 AM UTC",262,34,
6,informatacorect,"Imediat ce rezultatul a devenit oficial, Donald Trump a scris pe conturile sale: ""Conservatorul Karol Nawrocki câștigă alegerile prezidențiale din Polonia.” Despre marioneta sistemului corupt de la Cotroceni, Nicușor Dan (USR), n-a scris absolut nimic nici azi, după 15 zile.",5,233,47,285,"Jun 2, 2025 · 7:47 AM UTC",275,40,
7,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,173,4214,458,4845,"Jun 3, 2025 · 1:14 PM UTC",603,98,
8,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,237,8932,652,9821,"Jun 3, 2025 · 11:57 AM UTC",162,24,
9,albertwojcikpl,"Seria wyborów i długich kampanii za nami. Nieważne kto kogo popierał. Premierem rządu jest D. Tusk, a prezydentem K. Nawrocki. Wszyscy, którym zależy na rozwoju Polski , powinni teraz wymagać dobrej, profesjonalnej współpracy obu stron, pomimo dzielących różnic. Mamy prawo oczekiwać od polityków dojrzałości, odpowiedzialności za kraj i wspólnego dowożenia niezbędnych rezultatów, szczególnie w czasach, które rzucają przed nami tyle wyzwań. Najgorsze co może nam się przytrafić to dwa i pół roku marnowania potencjału naszego państwa w imię destrukcyjnego show dla żelaznych elektoratów i partyjnych interesów. #Wybory2025",7,39,127,173,"Jun 2, 2025 · 7:47 AM UTC",624,87,
10,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",56,1933,302,2291,"Jun 2, 2025 · 7:48 PM UTC",269,40,
11,SebastianKooso1,"Ogólnie to się z Panem zgadzam, że w jakiś sposób Nawrocki mógł liczyć na pomoc ze strony Konfederacji. Natomiast moim zdaniem jest to wsparcie na zasadzie wyboru mniejszego zła. Z resztą nie tylko politycy Konfederacji w jakiś sposób wparli Nawrockiego, tylko ogólnie prawica.",0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",277,43,
12,JanuszPorto,przyjdzie jarek za dwa lata na kolanach jak nawrocki do torunia i na wzsystko sie zgodzi :) spokojnie nie ma co bic piany przez 2 lata,0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",134,26,
13,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,17,1260,74,1351,"Jun 3, 2025 · 2:04 PM UTC",232,40,
14,kaczor0106,Już się gubię kto jest tą onucą?? Bo chyba nie Kaczyński co od 2 dekad ostrzegał przed ruskimi ani prezydent dr. Nawrocki ścigany przez Federację Rosyjską. Chyba musi chodzić o tuska co to wisiał u nogawki Putina i chciał resetu z Rosją jaka ona jest,0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",250,45,
15,Robert06270082,Nie. On nie robi z siebie idioty. On celowo i świadomie kłamie i manipuluje. I dzięki takiemu jak on oraz bierności służb informacyjnych @KPRM_CIR będzie dalej to robić. To m. in. dzięki niemu wygrał Nawrocki a za chwilę upadnie obecny rząd,0,21,5,26,"Jun 3, 2025 · 10:39 AM UTC",240,41,
16,Load newest,Brak treści,0,0,0,0,,11,2,
17,BPartisans,"« L'élection de Karol Nawrocki est un coup dur pour Bruxelles : en Pologne, le président dispose d'un droit de veto […] Il a promis de bloquer le Pacte migratoire, le Pacte vert pour l'Europe et toute loi qui entraînerait un renoncement à la souveraineté ! » En France, on résume les résultats décevants des élections polonaises à l'eurobureaucratie et à Macron.",3,114,1,118,"Jun 3, 2025 · 9:23 PM UTC",362,62,
18,Franciszeoldman,Pani Kasiu 100 procent racji. Nawrocki powinien ich ułaskawić albo milion jego wyborców zrobiło błąd głosując na niego.,0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",119,18,
19,Robert66107750,Karol Nawrocki powinien założyć sprawę temu bydlakowi o zniesławienie na drugi raz wypowiadając się dwa razy się zastanowi....,13,366,85,464,"Jun 3, 2025 · 3:05 PM UTC",126,18,
20,disclosetv,JUST IN - Poland's PM Donald Tusk says he will seek a vote of confidence in parliament after his pro-EU ally lost the presidential election to nationalist Karol Nawrocki.,51,330,61,442,"Jun 2, 2025 · 6:28 PM UTC",170,29,
21,GiertychRoman,"Problemem nie jest to, że Nawrocki będzie pisowców ułaskawiał. Bo może to robić dopiero po prawomocnym skazaniu. A te przy obecnym tempie wymiaru sprawiedliwości zapadną już po zakończeniu drugiej kadencji Prezydenta Tuska lub Sikorskiego. Czyli ok. za 15 lat.",28,340,1129,1497,"Jun 2, 2025 · 8:45 PM UTC",260,39,
22,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,237,8932,652,9821,"Jun 3, 2025 · 11:57 AM UTC",162,24,
23,WygrajmyPolske,"Herr @moritzkoerner chyba ci się Nawrocki z niemieckim pachołkiem Tuskiem pomylił. Straszyć to ty sobie możesz swoich służących z obecnego rządu i bandytów z niemieckich mediów, którzy niszczą wspólnie Polskę. Ale kiedy zadrzesz z @NawrockiKn będziesz płakał do usranej śmierci.",1,7,2,10,"Jun 3, 2025 · 9:42 PM UTC",278,40,
24,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,173,4215,458,4846,"Jun 3, 2025 · 1:14 PM UTC",603,98,
25,POLAND_notPolin,"Jprdl., nie wierzę? @pisorgpl, to banda degeneratów, bez krztyny wstydu! Kwaczysyn chciał, by Prezydent RP Karol Nawrocki zatrudnił w pałacu, pedofila, Kuchcińskiego!🤢🤮🤮 Karol Nawrocki odmówił ""prezentu"" od Jarosława Kaczyńskiego. ""To nie plotka"" msn.com/pl-pl/wiadomosci/oth…",0,3,4,7,"Jun 4, 2025 · 9:13 AM UTC",276,33,
26,SzyCules,czy można mieć większą aurę niż Pan Prezydent Elekt dr Karol Nawrocki?,0,5,6,11,"Jun 3, 2025 · 9:12 PM UTC",70,12,
27,ElbietaNow3830,Ale na szczęście nauczyli Cię prawidłowo odczytać Nawrocki na karcie wyborczej,0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",78,11,
28,Jacob47726659,Tak Trump wolał żeby Nawrocki został prezydentem a teraz NATO ograniczy informacje wywiadowcze które głównie opierają się o wywiad USA. Chłopie troluj z głową 🤦,0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",160,25,
29,UpdateNews724,"BREAKING NEWS: Poland’s new President Nawrocki’s call after being elected: ""We will Make Europe Great Again, because Europe deserves it!""",15,616,93,724,"Jun 3, 2025 · 6:04 PM UTC",137,20,
30,To_Jest_To,Panie Nawrocki niech pan na prezesa ipn-u na maści pana Brauna,0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",62,11,
31,2Geopol4819,"The ""logic"" of MAGA-types, pro-Russians , and “sovereigntists” 🧠🪤: Nawrocki won in Poland by less than 2%🧠 → ""He’s a legitimate president. No fraud."" Nicușor Dan won in Romania by nearly 10%, in a technically tamper-proof electoral system 🧠→""Total fraud!""",3,37,10,50,"Jun 3, 2025 · 11:41 AM UTC",255,40,
32,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",544,15012,1140,16696,"Jun 2, 2025 · 5:05 PM UTC",192,30,
33,okiemtomkaw,"Nawrocki będzie ułaskawiać przestępców z PiS, to oczywiste, ale najważniejsze, aby gang odciąć do finansowania i odzyskać zagrabione mienie. Patrząc pragmatycznie, to większą satysfakcję będzie można mieć, widząc przykładowego Ziobrę, czy Błaszczaka zbierających puszki i złom, niż utrzymywać ich latami w więzieniach na koszt podatników. ""Always look on the bright side...""",3,64,20,87,"Jun 4, 2025 · 6:48 AM UTC",374,51,
34,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,17,1260,74,1351,"Jun 3, 2025 · 2:04 PM UTC",232,40,
35,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,173,4216,458,4847,"Jun 3, 2025 · 1:14 PM UTC",603,98,
36,HolinkaPis,"Daniel Nawrocki szczerze: Tusk źle trafił, bo tata jest twardzielem. A siostra dodawała całej rodzinie energii, siły i uśmiechu wpolityce.pl/polityka/731459…",0,36,1,37,"Jun 4, 2025 · 9:10 AM UTC",157,20,
37,UpdateNews724,"BREAKING NEWS: Poland’s new President Nawrocki’s call after being elected: ""We will Make Europe Great Again, because Europe deserves it!""",15,617,93,725,"Jun 3, 2025 · 6:04 PM UTC",137,20,
38,tymo_5920,Co za irracjonalne podejście. Przecież psychologicznie Nawrocki ma bardziej konfrontacyjny charakter od Dudy,0,0,0,0,"Jun 4, 2025 · 10:09 AM UTC",108,13,
39,BPartisans,"« L'élection de Karol Nawrocki est un coup dur pour Bruxelles : en Pologne, le président dispose d'un droit de veto […] Il a promis de bloquer le Pacte migratoire, le Pacte vert pour l'Europe et toute loi qui entraînerait un renoncement à la souveraineté ! » En France, on résume les résultats décevants des élections polonaises à l'eurobureaucratie et à Macron.",3,114,1,118,"Jun 3, 2025 · 9:23 PM UTC",362,62,
40,FoxmanAbraham,"Things don’t get better. Trump supported newly elected Polish president ,Nawrocki, is a right wing historian, who was involved in Poland’s recent efforts to revise Holocaust history in Poland to minimize the role of Polish collaborators in the murder of 3 million Jews. He centered his campaign on this revised history and promising to end the lighting of Hanukkah candles in the presidential palace. If you read the NYT or WSJ today , you will find not one word on this subject.",4,126,12,142,"Jun 4, 2025 · 1:04 AM UTC",479,82,
41,RM44590,Karol Nawrocki atakowany przez żydowski brukowiec.,0,28,5,33,"Jun 4, 2025 · 6:12 AM UTC",50,6,
42,PPolityce,"Karol Nawrocki pokazał rożki i nie zgodził się na Kuchcinskiego w kancelarii prezydenta. Fakt, trudno byłoby o większy falstart zatrudniając tę personę. dorzeczy.pl/kraj/735651/nawr…",19,239,248,506,"Jun 3, 2025 · 2:35 PM UTC",182,23,
43,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",544,15012,1140,16696,"Jun 2, 2025 · 5:05 PM UTC",192,30,
44,myslozbir,To mnie przekonało. Teraz już będę głosować na Trzaska i Tuska.,3,73,159,235,"Jun 3, 2025 · 2:42 PM UTC",63,11,
45,JanKot07,"Polska staje się ""sławna"" w świecie...🤔 W Ameryce piszą o nowym prezydencie... Tłumaczenie dla pisowskiego elektoratu który przecież nie zna angielskiego: ""Antyeuropejski chuligan stadionowy, sutener Karol Nawrocki wygrywa wybory prezydenckie w Polsce o włos""...",8,326,20,354,"Jun 3, 2025 · 8:01 AM UTC",262,34,
46,informatacorect,"Imediat ce rezultatul a devenit oficial, Donald Trump a scris pe conturile sale: ""Conservatorul Karol Nawrocki câștigă alegerile prezidențiale din Polonia.” Despre marioneta sistemului corupt de la Cotroceni, Nicușor Dan (USR), n-a scris absolut nimic nici azi, după 15 zile.",5,233,47,285,"Jun 2, 2025 · 7:47 AM UTC",275,40,
47,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,237,8933,652,9822,"Jun 3, 2025 · 11:57 AM UTC",162,24,
48,albertwojcikpl,"Seria wyborów i długich kampanii za nami. Nieważne kto kogo popierał. Premierem rządu jest D. Tusk, a prezydentem K. Nawrocki. Wszyscy, którym zależy na rozwoju Polski , powinni teraz wymagać dobrej, profesjonalnej współpracy obu stron, pomimo dzielących różnic. Mamy prawo oczekiwać od polityków dojrzałości, odpowiedzialności za kraj i wspólnego dowożenia niezbędnych rezultatów, szczególnie w czasach, które rzucają przed nami tyle wyzwań. Najgorsze co może nam się przytrafić to dwa i pół roku marnowania potencjału naszego państwa w imię destrukcyjnego show dla żelaznych elektoratów i partyjnych interesów. #Wybory2025",7,39,127,173,"Jun 2, 2025 · 7:47 AM UTC",624,87,
49,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",56,1933,302,2291,"Jun 2, 2025 · 7:48 PM UTC",269,40,
50,Load newest,Brak treści,0,0,0,0,,11,2,
51,SebastianKooso1,"Ogólnie to się z Panem zgadzam, że w jakiś sposób Nawrocki mógł liczyć na pomoc ze strony Konfederacji. Natomiast moim zdaniem jest to wsparcie na zasadzie wyboru mniejszego zła. Z resztą nie tylko politycy Konfederacji w jakiś sposób wparli Nawrockiego, tylko ogólnie prawica.",0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",277,43,
52,JanuszPorto,przyjdzie jarek za dwa lata na kolanach jak nawrocki do torunia i na wzsystko sie zgodzi :) spokojnie nie ma co bic piany przez 2 lata,0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",134,26,
53,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,17,1260,74,1351,"Jun 3, 2025 · 2:04 PM UTC",232,40,
54,kaczor0106,Już się gubię kto jest tą onucą?? Bo chyba nie Kaczyński co od 2 dekad ostrzegał przed ruskimi ani prezydent dr. Nawrocki ścigany przez Federację Rosyjską. Chyba musi chodzić o tuska co to wisiał u nogawki Putina i chciał resetu z Rosją jaka ona jest,0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",250,45,
55,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,237,8933,653,9823,"Jun 3, 2025 · 11:57 AM UTC",162,24,
56,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,173,4216,458,4847,"Jun 3, 2025 · 1:14 PM UTC",603,98,
57,Robert06270082,Nie. On nie robi z siebie idioty. On celowo i świadomie kłamie i manipuluje. I dzięki takiemu jak on oraz bierności służb informacyjnych @KPRM_CIR będzie dalej to robić. To m. in. dzięki niemu wygrał Nawrocki a za chwilę upadnie obecny rząd,0,21,5,26,"Jun 3, 2025 · 10:39 AM UTC",240,41,
58,BPartisans,"« L'élection de Karol Nawrocki est un coup dur pour Bruxelles : en Pologne, le président dispose d'un droit de veto […] Il a promis de bloquer le Pacte migratoire, le Pacte vert pour l'Europe et toute loi qui entraînerait un renoncement à la souveraineté ! » En France, on résume les résultats décevants des élections polonaises à l'eurobureaucratie et à Macron.",3,114,1,118,"Jun 3, 2025 · 9:23 PM UTC",362,62,
59,Franciszeoldman,Pani Kasiu 100 procent racji. Nawrocki powinien ich ułaskawić albo milion jego wyborców zrobiło błąd głosując na niego.,0,0,0,0,"Jun 4, 2025 · 10:08 AM UTC",119,18,
60,Robert66107750,Karol Nawrocki powinien założyć sprawę temu bydlakowi o zniesławienie na drugi raz wypowiadając się dwa razy się zastanowi....,13,366,85,464,"Jun 3, 2025 · 3:05 PM UTC",126,18,
61,disclosetv,JUST IN - Poland's PM Donald Tusk says he will seek a vote of confidence in parliament after his pro-EU ally lost the presidential election to nationalist Karol Nawrocki.,51,330,61,442,"Jun 2, 2025 · 6:28 PM UTC",170,29,
62,GiertychRoman,"Problemem nie jest to, że Nawrocki będzie pisowców ułaskawiał. Bo może to robić dopiero po prawomocnym skazaniu. A te przy obecnym tempie wymiaru sprawiedliwości zapadną już po zakończeniu drugiej kadencji Prezydenta Tuska lub Sikorskiego. Czyli ok. za 15 lat.",28,340,1129,1497,"Jun 2, 2025 · 8:45 PM UTC",260,39,
