id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,UpdateNews724,"BREAKING: The new President of Poland, Karol Nawrocki, called on the European Union to respect the sovereignty of European nations and Christian values.",15,356,64,435,"Jun 3, 2025 · 2:52 PM UTC",152,23,
2,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",81,2331,260,2672,"Jun 2, 2025 · 6:49 PM UTC",208,35,
3,GregParis75017,"Od teraz przy każdej wizycie w Polsce jeśli będę na bazarku czy w małym sklepie, zanim cokolwiek kupię u takiego sprzedawcy poproszę zdjęcie karty wyborczej z pytaniem na kogo zagłosował? Jeśli zakreślił Nawrocki to niczego u takiej osoby nie kupię!",18,45,326,389,"Jun 3, 2025 · 10:02 AM UTC",249,40,
4,dupontaignan,"Félicitations à Karol Nawrocki pour sa victoire face au candidat de Bruxelles. Une claque pour l’Union européenne, un espoir pour tous les peuples qui refusent la soumission à une technocratie hors-sol. La Pologne montre la voie du sursaut national. À quand la France ?",14,907,107,1028,"Jun 2, 2025 · 8:43 AM UTC",269,44,
5,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",464,12807,975,14246,"Jun 2, 2025 · 5:05 PM UTC",192,30,
6,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,122,4326,413,4861,"Jun 3, 2025 · 11:57 AM UTC",162,24,
7,wolnosc_org,Ale to Nawrocki będzie dzielił naród…,0,0,0,0,"Jun 3, 2025 · 4:51 PM UTC",37,6,
8,JCharrasqueado_,"“No podemos retirar las cruces de las oficinas polacas”. - Karol Nawrocki, nuevo presidente de Polonia",0,47,3,50,"Jun 2, 2025 · 11:46 PM UTC",102,16,
9,Georg_Pazderski,"Der künftige Präsident Polens Karol Nawrocki: „Helfen wir anderen, aber kümmern wir uns zuerst um unsere eigenen Bürger. (…) Wenn ich Präsident werde, werde ich mich von einem einfachen, aber wichtigen Grundsatz leiten lassen: POLEN ZUERST .“ Wann haben Sie zuletzt ein solch klares Bekenntnis zum eigenen Volk und Land eines deutschen Politikers gehört",22,666,265,953,"Jun 2, 2025 · 2:46 PM UTC",353,54,
10,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,506,8340,3349,12195,"Jun 2, 2025 · 5:04 PM UTC",274,43,
11,a_fedorska,Niemcy o @NawrockiKn - Trump i Nawrocki - Nawrocki i #NATO -Przegląd prasy Aleksandry Fedorskiej piped.video/PgeC6qs2rFA?si=io0p… przez @YouTube,2,61,0,63,"Jun 2, 2025 · 1:23 PM UTC",144,18,
12,piogurgul,"Panie Radosławie, zgodziłbym się z Panem, gdyby nie to, że osoby powyżej 60 roku najsłabiej poszły głosować (około 66%). Zawsze to była grupa najlepiej zdyscyplinowana. Nawrocki wygrał przez młodych z Konfederacji co poszli głosować w ostatnich godzinach po namowach liderów.",0,0,0,0,"Jun 3, 2025 · 4:51 PM UTC",275,40,
13,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,3,259,7,269,"Jun 3, 2025 · 2:04 PM UTC",232,40,
14,gasparlfc,karol nawrocki naprawde to wstawil?,1,47,6,54,"Jun 3, 2025 · 9:39 AM UTC",35,5,
15,Tomasz5ek,"Najbardziej oślizgły z antypolskich propagandzistów Kremla, Witalij Tretiakow, chwali nas, że wybraliśmy @NawrockiKn na prezydenta. I robi to sprytnie, bo kłamie o rzekomej ""rusofobii"" Nawrockiego. Ale dodaje, że rusofobia nie jest ważna. Ważne, że Nawrocki nienawidzi Ukraińców.",1,93,2,96,"Jun 3, 2025 · 3:40 PM UTC",279,37,
16,MazaleyratRemi,"ALERTE Le nouveau président de la Pologne Karol Nawrocki annonce un référendum pour que la Pologne quitte l'Union européenne ! En cas de vote majoritairement OUI, la Pologne serait le deuxième pays à quitter l'UE après le Royaume-Uni en 2020 suite d'un référendum en 2016.",15,365,55,435,"Jun 3, 2025 · 10:56 AM UTC",272,45,
17,Load newest,Brak treści,0,0,0,0,,11,2,
18,BPartisans,Le nouveau président polonais Nawrocki sur la non-place de l'Ukraine au sein de l'OTAN : Nous devons devenir la force principale dans la reconstruction de l’Ukraine après la fin de la guerre. Je n’enverrai pas de soldats polonais en Ukraine. Les soldats polonais doivent défendre la Pologne. Je suppose que ce n’est pas surprenant. [Je vous ai entendu dire cela à plusieurs reprises]. Le débat sur l’adhésion de l’Ukraine à l’OTAN est absolument sans fondement. L’adhésion de l’Ukraine à l’OTAN placera l’ensemble de l’Alliance nord-atlantique dans un état de guerre avec la Russie.,0,106,5,111,"Jun 2, 2025 · 2:53 PM UTC",582,93,
19,Georg_Pazderski,"Der künftige Präsident Polens Karol Nawrocki: „Helfen wir anderen, aber kümmern wir uns zuerst um unsere eigenen Bürger. (…) Wenn ich Präsident werde, werde ich mich von einem einfachen, aber wichtigen Grundsatz leiten lassen: POLEN ZUERST .“ Wann haben Sie zuletzt ein solch klares Bekenntnis zum eigenen Volk und Land eines deutschen Politikers gehört",22,666,265,953,"Jun 2, 2025 · 2:46 PM UTC",353,54,
20,LucjanoMexicano,Nie rozmawiam teraz o tym co obiecała KO tylko co obiecał K.Nawrocki.,0,0,0,0,"Jun 3, 2025 · 4:51 PM UTC",69,12,
21,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,47,1014,94,1155,"Jun 3, 2025 · 1:14 PM UTC",603,98,
22,dawidmysior,"Ja z tych co się cieszą, że Nawrocki wygrał. Ale też spieszę podzielić się swoim głębokim przekonaniem, że takie ogłoszenia są pod publiczkę. Ma to budować wizerunek niezależności nowego prezydenta od PiS. Do mediów trafia to co ma trafić. Kto myśli inaczej, a kto podobnie?",0,10,31,41,"Jun 3, 2025 · 11:34 AM UTC",274,45,
23,babcia_w,"Jedna rzecz do dopracowania: jeśli Niemiec napisał do niego po niemiecku, Nawrocki powinien odpowiedzieć mu po polsku.",0,0,0,0,"Jun 3, 2025 · 4:51 PM UTC",118,17,
24,eduardomenoni,"| El presidente electo de Polonia, Karol Nawrocki, dice: “Mi Polonia es una Polonia sin inmigrantes ilegales. Es una Polonia donde en lugar de centros de integración hay centros de deportación para aquellos que quieren destruir nuestra seguridad”.",65,2742,137,2944,"Jun 2, 2025 · 12:48 AM UTC",247,38,
25,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",42,1431,218,1691,"Jun 2, 2025 · 7:48 PM UTC",269,40,
26,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,122,4328,413,4863,"Jun 3, 2025 · 11:57 AM UTC",162,24,
27,igmgliwice1968,"Kto pomógł Nawrocki emu Bodnar i Korneluk Siemoniuk Hołownia Graliście z wyborcami w kulki jak zawsze do wyborów cacy potem jak kto chce. Pisiory nie za kratami, bezpieka PiS ma się dobrze jak już cos zrobicie nikt o tym nie wie bo komunikacja pod psem. Warszawa to nie wszystko.",0,4,2,6,"Jun 3, 2025 · 9:17 AM UTC",279,49,
28,SebastianKrysz2,"Konfederacja wyjebała w powietrze plany budowy centrum logistycznego Lidla w Gietrzwałdzie, poszło się jebać ok. 300 miejsc pracy. Tysiąc osób klaszcze uszami. I my się kurwa dziwimy, że Nawrocki wygrał wybory. Zaorać, nasadzić kartofli i wpuścić dziki.",5,176,64,245,"Jun 3, 2025 · 3:06 PM UTC",253,37,
29,AlertaNews24,"| AHORA: El presidente electo de Polonia, Nawrocki: ""Estimado Presidente Zelensky, espero continuar la asociación entre nuestros países, basada en el respeto y el entendimiento mutuos. Creo que se requiere no solo un buen diálogo, sino también resolver problemas históricos pendientes. Polonia ha sido el mayor apoyo de Ucrania contra la agresión rusa; ninguna otra nación comprende esta amenaza mejor que nosotros, y esperamos podamos continuar trabajando juntos por el bien común para resolver el pasado inestable y construir un futuro seguro juntos"".",9,226,25,260,"Jun 3, 2025 · 1:28 PM UTC",553,83,
30,LetItShine69,"""Le nouveau Président de la Pologne, Karol Nawrocki, a appelé l'Union Européenne à respecter les nations Européennes et les valeurs chrétiennes.""",0,17,1,18,"Jun 3, 2025 · 3:10 PM UTC",145,21,
31,JimFergusonUK,"BREAKING: President Nawrocki: “In my Poland, we don’t build migrant integration centres — we build deportation centres for those who threaten our nation.” Poland has chosen strength. Poland is in safe hands. @NawrockiKn",43,1409,94,1546,"Jun 2, 2025 · 5:17 PM UTC",219,33,
32,AP,Poland’s Prime Minister Donald Tusk said that parliament will hold a confidence vote on his government on June 11. He called for the vote after his political ally lost the presidential election to conservative Karol Nawrocki. apnews.com/article/poland-tu…,2,33,29,64,"Jun 3, 2025 · 10:37 AM UTC",255,37,
33,KamilKanclerz88,"Czytam wpisy, w których pojawia się ton jakoby Nawrocki mógł być niezależny i samodzielny, wręcz przeciwny PiSowi. Ludzi zejdźmy na ziemie. Myślenie magiczno- zyczeniowe doprowadzi nas do nikąd.",2,20,23,45,"Jun 3, 2025 · 3:38 PM UTC",194,28,
34,GaffarYakinca,"Polonya’nın yeni seçilen devlet başkanı Karol Nawrocki, TV tartışması sırasında AB yanlısı/liberal rakibinin masasına LGBT bayrağı koyuyor. “Bu Polonya bayrağı, bizim bayrağımız. İşte bu renkli şey de sizin bayrağınız.”",0,8,0,8,"Jun 3, 2025 · 4:38 PM UTC",219,29,
35,MajorZbik,"Były ambasador Ukrainy w Polsce, Andrij Deszczyca, udzielił wywiadu odnośnie polskich wyborów prezydenckich. Jeszcze nie słuchałem, ale zajawka wygląda interesująco: Podczas kampanii wyborczej Nawrocki aktywnie sprzeciwiał się przystąpieniu Ukrainy do NATO, mówił o ograniczeniu pomocy socjalnej dla Ukraińców w Polsce i spekulował na temat tragedii wołyńskiej. Szczególnie ciekawi mnie to ""spekulowanie na temat tragedii wołyńskiej""",1,12,7,20,"Jun 3, 2025 · 11:10 AM UTC",433,55,
36,RadioWNET,"„Wśród elit unijnych pojawiają się głosy, że Polska nie będzie otrzymywać pieniędzy przez to, że wybory wygrał Karol Nawrocki a nie Rafał Trzaskowski” – Jacek Saryusz-Wolski, były wiceprzewodniczący PE @JSaryuszWolski @skowronskiwnet piped.video/watch?v=0aOrchBm…",14,375,75,464,"Jun 3, 2025 · 6:27 AM UTC",263,32,
37,radradecky,"A połowa z tej połowy, nie wie kim jest Nawrocki",0,0,0,0,"Jun 3, 2025 · 4:51 PM UTC",48,10,
38,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,122,4330,413,4865,"Jun 3, 2025 · 11:57 AM UTC",162,24,
39,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,506,8342,3349,12197,"Jun 2, 2025 · 5:04 PM UTC",274,43,
40,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,4,260,7,271,"Jun 3, 2025 · 2:04 PM UTC",232,40,
41,MazaleyratRemi,"ALERTE Le nouveau président de la Pologne Karol Nawrocki annonce un référendum pour que la Pologne quitte l'Union européenne ! En cas de vote majoritairement OUI, la Pologne serait le deuxième pays à quitter l'UE après le Royaume-Uni en 2020 suite d'un référendum en 2016.",15,367,55,437,"Jun 3, 2025 · 10:56 AM UTC",272,45,
42,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",81,2332,260,2673,"Jun 2, 2025 · 6:49 PM UTC",208,35,
