id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,Georg_Pazderski,"Der polnische Präsident Karol Nawrocki gibt die Richtung vor: „Mein Polen ist ein Polen ohne illegale Einwanderer. Es ist ein Polen, in dem es statt Integrationszentren Abschiebezentren für diejenigen gibt, die unsere Sicherheit zerstören wollen.“",26,939,169,1134,"Jun 2, 2025 · 7:56 PM UTC",247,35,
2,PiotrSemka,"Moritz Körner, niemiecki eurodeputowany i sekretarz generalny liberalnej FPD grozi, że jeśli Karol Nawrocki będzie blokować działania Tuska na rzecz ""niezbędnej reformy wymiaru sprawiedliwości"" ( eufemizm dla rządowej pacyfikacji wymiaru sprawiedliwości) - to Unia powinna ukarać Polskę zamrożeniem funduszy unijnych. I dodaje: , że będzie to wtedy wina (przyszłego) prezydenta.",5,95,26,126,"Jun 3, 2025 · 6:57 PM UTC",378,50,
3,HubnerrMax,"3 Prezydentów. Śp. Lech Kaczyński, Prezydent RP Andrzej Duda, Prezydent Elekt RP, Karol Nawrocki. Rzeczpospolita jest w dobrych rękach.",0,1,0,1,"Jun 3, 2025 · 7:47 PM UTC",135,19,
4,daily_romania,A tale in two pictures: The illegitimate president of Romania congratulates Nawrocki on winning the presidential election in Poland Nawrocki ignores him and thanks George Simion instead on the same day Bravo Nawrocki,1,71,14,86,"Jun 3, 2025 · 7:20 PM UTC",216,33,
5,znowu_samolotem,"Czyli tam gdzie wygrał Trzaskowski to trzeba walczyć o jak największą frekwencję. Tam gdzie Nawrocki to już nie wolno? Ja nawet nie pytam, ja stwierdzam, jest pani idiotką!",0,35,8,43,"Jun 3, 2025 · 12:46 PM UTC",172,28,
6,UpdateNews724,"BREAKING NEWS: Poland’s new President Nawrocki’s call after being elected: ""We will Make Europe Great Again, because Europe deserves it!""",8,233,50,291,"Jun 3, 2025 · 6:04 PM UTC",137,20,
7,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,71,1733,169,1973,"Jun 3, 2025 · 1:14 PM UTC",603,98,
8,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,165,6050,503,6718,"Jun 3, 2025 · 11:57 AM UTC",162,24,
9,RealJessica05,"Amazing. Newly elected President of Poland, Karol Nawrocki, put an LGBT flag on his opponent’s podium during a debate and told him that was the real flag he represented, not the Polish flag",8,47,22,77,"Jun 3, 2025 · 3:57 PM UTC",189,33,
10,NawrockiKn,Wieczna pamięć Panu Prezydentowi Lechowi Kaczyńskiemu,7,225,80,312,"Jun 3, 2025 · 7:42 PM UTC",53,6,
