id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,HubnerrMax,"24 godziny temu Karol Nawrocki miał przemówienie. W przeciwieństwie do innych z tego wieczora, to zestarzało się jak wino. Dzisiaj w nocy zwyciężymy - my naprawdę to wygramy. Przede wszystkim nie daliśmy się złamać. Ta pewność siebie była dla wielu szokująca Miał rację.",6,286,9,301,"Jun 2, 2025 · 7:31 PM UTC",270,43,
2,tomalxbr,"Le président polonais Nawrocki : « Ma Pologne est une Pologne où, au lieu de centres d’intégration pour migrants, il y a des centres d’expulsion pour ceux qui veulent détruire notre pays ! » La Pologne est entre de bonnes mains.",1,6,1,8,"Jun 2, 2025 · 9:30 PM UTC",228,41,
3,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",51,1371,161,1583,"Jun 2, 2025 · 6:49 PM UTC",208,35,
4,ZaworskiAndrze1,Ani malutki ani ludzik z tego ryżego psychopaty,0,0,0,0,"Jun 3, 2025 · 11:01 AM UTC",47,8,
5,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",393,11195,858,12446,"Jun 2, 2025 · 5:05 PM UTC",192,30,
6,szykom89,"Marian Opania o Polakach: ""Coś okropnego, jak ten naród zmalał, dopasował się mentalnie do kurdupla, skarlał za judaszowe srebrniki..."" Jest coś w tym. Taka niestety jest prawda... #Wybory2025 @NawrockiKn #WyboryPrezydenckie2025 #PiS #nawrocki #Prezydent2025 @pisorgpl",0,37,1,38,"Jun 2, 2025 · 8:38 PM UTC",268,34,
7,tvlofficiel,Le nationaliste Nawrocki défait les mondialistes en Pologne Le JT sur TVL piped.video/G_Gm7vhKgFw,5,157,12,174,"Jun 2, 2025 · 5:40 PM UTC",97,13,
8,Szafarowicz2001,"🟩 Gmina Kulesze Kościelne (woj. podlaskie) - jeden z najwyższych odsetków potomków szlachty mazowieckiej Karol Nawrocki: 93,3% Rafał Trzaskowski: 6,7% 🟥 Zakład Karny we Wronkach (woj. wielkopolskie) Rafał Trzaskowski 93% Karol Nawrocki 7% #WyboryPrezydenckie2025 #Wybory #Nawrocki2025",0,56,8,64,"Jun 3, 2025 · 9:29 AM UTC",284,36,
9,WcisloMarta123,"Marszałek Województwa Lubelskiego z PiS przeznaczył 1,2 mln złotych na „konkurs profrekwencyjny” dla gmin do 20 tys. Mieszkańców, czyli dla tych, w których wygrywa Nawrocki. Złożyłam w tej sprawie zawiadomienie do PKW. To nieformalne kupowanie głosów! wiadomosci.radiozet.pl/news/…",7,93,53,153,"Jun 3, 2025 · 10:01 AM UTC",281,37,
10,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",24,938,147,1109,"Jun 2, 2025 · 7:48 PM UTC",269,40,
11,RafaelFontana,"O presidente eleito da Polônia, Karol Nawrocki, aliado de Trump, se comprometeu a deportar os imigrantes ilegais do país. A população o apoiou. Os poloneses avaliam que as deportações trarão mais segurança às cidades.",29,1779,35,1843,"Jun 2, 2025 · 1:40 PM UTC",217,34,
12,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",8,494,137,639,"Jun 3, 2025 · 7:48 AM UTC",113,19,
13,nikitheblogger,"Wahnsinn: Katrin Göring-Eckardt kommentiert den Wahlsieg von Nawrocki in Polen mit: Es werden schwere Zeiten für alle, die die Freiheit lieben! Gehts eigentlich noch? Die Polen haben Nawrocki mehrheitlich demokratisch gewählt... DAS ist ihre Freiheit! Oder ist es für euch nur Freiheit, wenn Linke gewinnen?",6,231,117,354,"Jun 2, 2025 · 11:48 AM UTC",307,45,
14,lena_wruzka,Karol Nawrocki synem Nikosia,0,0,0,0,"Jun 3, 2025 · 11:01 AM UTC",28,4,
15,Beya50,"Popieram, gdyby nie oni i kościół, Nawrocki nigdy by nie wygrał. A tak zafundowali na m prezydenta na miarę USA",0,2,1,3,"Jun 3, 2025 · 5:59 AM UTC",111,20,
16,pfigueiredo08,"Apesar de toda parcialidade do judiciário, da influência globalista (com direito a dinheiro de Soros, Clinton e Obama), da perseguição política que chegou a botar até padre na cadeia, o candidato da direita Nawrocki foi eleito presidente da Polônia com 50.9% dos votos. É uma das eleições mais importantes da Europa pois é o país no limite do continente, extremamente religioso e fiel da balança da EU. Falarei mais amanhã!",14,1787,122,1923,"Jun 2, 2025 · 1:05 PM UTC",423,70,
17,Load newest,Brak treści,0,0,0,0,,11,2,
18,DudekPL4,"Gazety Izraelskie nie są zadowolone, że wybory w Polsce wygrał Karol Nawrocki, to dobrze o nim świadczy.",0,5,3,8,"Jun 3, 2025 · 10:20 AM UTC",104,17,
19,el_pais,"Se opone a la inmigración. Al pacto verde europeo. A las uniones de personas del mismo sexo, no solo al matrimonio igualitario. Y al aborto. Karol Nawrocki, un presidente ultra exboxeador que pondrá contra las cuerdas al Gobierno de Tusk social.elpais.com/wl6he2",111,129,466,706,"Jun 2, 2025 · 6:42 PM UTC",262,41,
20,WcisloMarta123,"Marszałek Województwa Lubelskiego z PiS przeznaczył 1,2 mln złotych na „konkurs profrekwencyjny” dla gmin do 20 tys. Mieszkańców, czyli dla tych, w których wygrywa Nawrocki. Złożyłam w tej sprawie zawiadomienie do PKW. To nieformalne kupowanie głosów! wiadomosci.radiozet.pl/news/…",7,94,53,154,"Jun 3, 2025 · 10:01 AM UTC",281,37,
