id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,pikus_pol,"Obaczcie Marszałek zapowiada, że na galerii są uczniowie ze SP w Gdańsku na zaproszenie posła z PL2050. - Kamera najeżdża na uczniów i widać ucznia, który skanduje wraz z posłami - Karol Nawrocki Widząc to, jego nauczycielka nakazuje mu przestać. Chłopak nie przestaje",22,618,91,731,"Jun 3, 2025 · 5:05 PM UTC",268,43,
2,Inevitablewest,BREAKING: Pro-Trump candidate Nawrocki secures shock victory in Poland after beating pro-EU liberal Trzaskowski Poland wants to stay Polish!,299,9838,731,10868,"Jun 1, 2025 · 9:40 PM UTC",140,19,
3,OnetWiadomosci,– Nawrocki będzie bardzo trudny we współpracy – nie kryje polityk PiS bliski Nowogrodzkiej. Dziś na spotkaniu postawił się prezesowi onet.pl/informacje/newsweek/…,6,21,123,150,"Jun 2, 2025 · 8:12 PM UTC",162,21,
4,eduardomenoni,"ÚLTIMA HORA: El nuevo presidente de Polonia, Karol Nawrocki, se une al movimiento de Trump: “HAREMOS QUE EUROPA VUELVA A SER GRANDE, porque eso es lo que Europa merece”",1,155,1,157,"Jun 3, 2025 · 4:29 PM UTC",168,29,
5,PierreMarionnet,"Karol Nawrocki, le nouveau président polonais, exige qu'Ursula et l'UE respectent la souveraineté des nations européennes et les valeurs chrétiennes. Bravo. Ca part fort !",2,36,7,45,"Jun 3, 2025 · 6:10 PM UTC",171,25,
6,Stysz,"Nowe cele? 🤣🤣🤣 W gminie Repki w powiecie Sokołowskim, której wójtem był niegdyś Poseł @SawickiMarek, Karol Nawrocki uzyskał poparcie 81,15% przy frekwencji wynoszącej 77,64% PSLu już nie ma.",0,1,0,1,"Jun 3, 2025 · 6:58 PM UTC",190,28,
7,MurzynfrogXXX,Panie Nawrocki na wizytę w Białym Domu proszę zabrać @DanielNawrocki_. Niech zakumpluje się z Baronem i niech tworzą kontent do internetu,1,58,36,95,"Jun 3, 2025 · 9:34 AM UTC",137,21,
8,eduardomenoni,| ÚLTIMA HORA: El nuevo presidente patriótica de Polonia Karol Nawrocki le exige a la progre Ursula y a la UE que respeten la soberanía de las naciones europeas y los valores cristianos. ¿Estás de acuerdo con este tremendo patriota?,6,449,16,471,"Jun 3, 2025 · 2:04 PM UTC",232,40,
9,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",46,1572,248,1866,"Jun 2, 2025 · 7:48 PM UTC",269,40,
10,UpdateNews724,"BREAKING NEWS: Poland’s new President Nawrocki’s call after being elected: ""We will Make Europe Great Again, because Europe deserves it!""",6,159,35,200,"Jun 3, 2025 · 6:04 PM UTC",137,20,
11,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",91,2633,292,3016,"Jun 2, 2025 · 6:49 PM UTC",208,35,
12,Giorgiolaporta,La #destra di Giorgia Meloni continua a crescere e vince anche in #Polonia con Karol #Nawrocki. La sinistra è non arriva neanche ai ballottaggi ed è costretta a correre in ritirata appoggiandosi ovunque al centro pur di non sparire… #2giugno,2,66,57,125,"Jun 2, 2025 · 7:03 PM UTC",241,40,
13,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,152,5673,479,6304,"Jun 3, 2025 · 11:57 AM UTC",162,24,
