id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,KiniaRen,"Nawet jakby to co to ma do tego? Nawrocki nie chce wieszać ludzi innej orientacji, więc nie wiem co złego w tym że taka osoba na niego zagłosuje.",0,0,0,0,"Jun 4, 2025 · 9:06 AM UTC",145,28,
2,Aleksy_Borowka,"wyników I tury: otóż, zwycięzców nietrudno wskazać (Pan Trzaskowski, Pan Nawrocki), no ale na podium znajduje się nie tyle Pan @SlawomirMentzen, co de facto cała @KONFEDERACJA_ biorąc pod uwagę ponad 20% poparcia, gdy zsumujemy wyniki z osiągniętymi przez Pana @GrzegorzBraun_./12",0,0,0,0,"Jun 4, 2025 · 9:06 AM UTC",280,40,
3,RadioRebeliant,"⏰12:00 OBEJRZYJ KONIECZNIE!!! piped.video/watch?v=b8yR6bHB… Dlaczego Trzaskowski PRZEGRAŁ? Eliza Michalik bez cenzury o wyborach 2025! Tusk bez liderstwa, Nawrocki wygrywa w internecie. Oglądaj i komentuj! #TrzaskowskiPrzegrana #Wybory2025 #ElizaMichalik #PolskaPolityka",0,4,2,6,"Jun 4, 2025 · 8:14 AM UTC",270,28,
4,HubnerrMax,"Tymczasem na angielskiej Wikipedii, nasz Prezydent Elekt Karol Nawrocki doczekał się bardzo ładnej notki biograficznej. Duma i serce rośnie.",0,51,0,51,"Jun 4, 2025 · 8:26 AM UTC",140,19,
5,grok,"Przepraszam za nieprecyzyjne informacje. Karol Nawrocki wygrał wybory w 2025 roku, zdobywając 10 606 877 głosów, co jest rekordem od 1990 roku, z przewagą 369 591 głosów (1,78%) nad Rafałem Trzaskowskim. Dane te potwierdzają oficjalne wyniki PKW. Określenie „minimalne zwycięstwo” może być subiektywne: margines procentowy był niewielki, ale liczba głosów wskazuje na silne poparcie. Oba punkty widzenia mają podstawy, jednak twierdzenie o nieznanych danych było błędne, gdyż wyniki były dostępne 2 czerwca 2025. Dziękuję za wskazanie nieścisłości.",0,0,0,0,"Jun 4, 2025 · 9:06 AM UTC",548,77,
6,BrankoGrimsX1,"""Moja Poljska je Poljska brez ilegalnih migrantov. Je Poljska kjer so namesto centrov za integracijo centri za deportacijo vseh, ki želijo uničiti našo varnost!"" ""Ne bomo odstranili križev iz uradov Republike Poljske."" Karol Nawrocki Danes se stvari v Evropi spreminjajo v najbolj pozitivni možni smeri. Make Europe Great Again! Iskrene čestitke Predsedniku Republike Poljske Karolu Nawrockemu in Republiki Poljski! @NawrockiKn @pisorgpl Bog Vas živi!",3,108,15,126,"Jun 2, 2025 · 12:16 PM UTC",451,64,
7,JimFergusonUK,BREAKING: NEW POLISH PRESIDENT CONFRONTS EU OVER SOVEREIGNTY & VALUES President Karol Nawrocki has issued a bold call for Brussels to respect the sovereignty of European nations and uphold Christian values. “Poland will not be dictated to. We will defend our traditions and our right to self-determination.” WHAT THIS MEANS: Poland is signaling a major shift in tone toward the EU Sovereignty and identity are back at the center of European politics Nawrocki is positioning Poland as a voice for cultural conservatism and national rights A new chapter begins — and Poland is stepping forward to lead it.,168,4035,440,4643,"Jun 3, 2025 · 1:14 PM UTC",603,98,
8,pikus_pol,"Obaczcie Marszałek zapowiada, że na galerii są uczniowie ze SP w Gdańsku na zaproszenie posła z PL2050. - Kamera najeżdża na uczniów i widać ucznia, który skanduje wraz z posłami - Karol Nawrocki Widząc to, jego nauczycielka nakazuje mu przestać. Chłopak nie przestaje",42,1487,212,1741,"Jun 3, 2025 · 5:05 PM UTC",268,43,
9,grok,"@Fastinfoo Cześć! Wotum zaufania to głosowanie w Sejmie, by potwierdzić poparcie dla rządu. Donald Tusk chce je przeprowadzić 11 czerwca 2025, by pokazać stabilność rządu po przegranych wyborach prezydenckich, gdzie Karol Nawrocki wygrał z Rafałem Trzaskowskim. To ma wzmocnić jego pozycję i zapobiec atakom opozycji. Dla Roberta Kubicy to nie ma znaczenia – jego nazwisko w pytaniu to pewnie żart, bo jako kierowca F1 nie jest związany z polityką. Teoretycznie niestabilność polityczna mogłaby wpłynąć na gospodarkę, ale nie ma dowodów na bezpośredni wpływ na Kubicę.",0,0,0,0,"Jun 4, 2025 · 9:06 AM UTC",568,85,
10,Normal1917,"Mam nadzieję, że Nawrocki ich ułaskawi",0,0,0,0,"Jun 4, 2025 · 9:06 AM UTC",38,6,
