id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,tadajewski,"Polska dołączyła do grona takich Państw jak Azerbejdżan, Mołdawia i Gruzja, w których OBWE zwracało uwagę na MOŻLIWOŚĆ nielegalnego finansowania kampanii. PO RAZ PIERWSZY wskazano jednak konkretne kwoty, jakie miały wesprzeć @trzaskowski_ poprzez spółkę założoną przez byłych funkcjonariuszy węgierskich służb: „The NASK Disinformation Analysis Center identified political advertisements on the Facebook platform, with spending estimated at approximately PLN 420,000 in the week preceding the first round of the election, which may have been financed from abroad, raising concerns about compliance with Polish electoral law.” #WyboryPrezydenckie2025 #Wybory",9,142,7,158,"Jun 3, 2025 · 3:41 AM UTC",657,86,
2,blanko124,Ciekawe jakby wyglądał ten wpis jakby wygrał Trzaskowski,0,0,0,0,"Jun 3, 2025 · 10:08 AM UTC",56,8,
3,MarcinNajman,"Ręce precz od dzieci! Ci którzy hejtują tę dziewczynkę, córkę Prezydenta Elekta, jesteście obrzydliwi i wstyd mi, że jesteście Polakami! @NawrockiKn @trzaskowski_ @donaldtusk @AndrzejDuda",28,724,269,1021,"Jun 2, 2025 · 6:36 PM UTC",187,24,
4,MrJohnBingham,"Już po wyborach, więc możemy wrócić do afery nielegalnego finansowania kampanii wyborczej @trzaskowski_ i nielegalnych działań prowadzonych m.in. za pośrednictwem firmy Estratos oraz spółek skarbu państwa i Fundacji Twój Głos Jest Ważny. Prawda, @Adbodnar?",10,398,18,426,"Jun 3, 2025 · 7:34 AM UTC",256,34,
5,chrzanikx,"Stanowski o tym dlaczego przegrał Trzaskowski: „Platforma nie rozumie, że to nie są czasy gdy można robić z ludzi debili”",5,173,33,211,"Jun 3, 2025 · 8:58 AM UTC",121,20,
6,CDzwoni,"Największą zasługą Trumpa dla Polski nie była oczywiście fotka z Nawrockim, a wymuszenie na Berlinie, że wynik naszych wyborów nie będzie kwestionowany. Poranny tłit von der Leyen był jasnym sygnałem dla Tuska i ekipy. Trzaskowski i Hołownia zrozumieli i grzecznie pogratulowali. Tusk wisi na telefonie i błaga Berlin o zmianę decyzji. Ale nic nie ugra.",72,2421,338,2831,"Jun 2, 2025 · 10:14 AM UTC",353,55,
7,PMiter,"Media dalej nic nie rozumieją i niektórzy dziennikarze... Dalej się zastanawiają, dlaczego Trzaskowski przegrał, zapominają o jednym, że przegranych nie pyta się, jak tego dokonali i jak to zrobili... Oni dalej idą w modusy, że społeczeństwo jest po prostu ""głupie"" i ""niedouczone"" Oni naprawdę w tych złotych ekranach uważają się za lepszych, a niektórzy jak ci z Onetu potrafią napisać na bezczela, że ""dziś to wszyscy mądrzy i wiedzą dlaczego RT przegrał"" Tak ludzie są mądrzejsi od was. Wy drogie bufoniaste dziennikarstwo i redaktorstwo nie różnicie się niczym od polityków i propagandy, żyjecie na końcu łańcucha wydalniczego układu, którego pilnujecie. Wiemy jedno, Trzaskowski przegrał, bo żeście za bardzo rycerzyków na białych koniach zgrywali, zamiast od początku mobilizować władzuchnę, to żeście włazili im w cztery litery i z takimi jak ""Morales"" się bujaliście w tępej propagandzie, a na końcu połapaliście się, że 1,5 roku przespano, ale już czasu na krytykę nie było, więc trzeba było z Nawrockiego zrobić ofiarę i dodać im turbo mobilizacji na prawicy. Tacy jesteście mądrzy. To dzięki wam, mamy to, co mamy dziś",0,12,6,18,"Jun 3, 2025 · 9:23 AM UTC",1130,176,
8,DziennikNarodu,‼PODAJCIE DALEJ ANKIETĘ‼ Czy rząd się rozpadnie i będą przyspieszone wybory parlamentarne? 🤔 GŁOSUJCIE! #WyboryPrezydenckie2025 #Wybory #tusk #Nawrocki #Trzaskowski #Wybory2025 #wyborywPolsce,0,0,0,0,"Jun 3, 2025 · 10:08 AM UTC",191,21,
9,steve_hanke,Conservative candidate and historian Karol Nawrocki defeats liberal Warsaw Mayor Rafał Trzaskowski in the Polish presidential election with 50.9% of the vote. Nawrocki has his work cut out for him. Poland has the EU's second-highest fiscal deficit. ft.com/content/9f2b5100-7fe0…,0,2,6,8,"Jun 3, 2025 · 9:00 AM UTC",278,38,
10,polsk_s,Rafał bierz się do roboty !! Warszawa czeka !! Nierobie,0,0,0,0,"Jun 3, 2025 · 10:08 AM UTC",55,10,
11,olasempruch,"Kampania kłamstw, oszczerstw i hejtu z nielegalnym finansowaniem z zagranicy. Ze wsparciem służb, instytucji i mediów. Z zabranymi subwencjami przeciwnikowi. Dzięki Bogu Nitras, Nowacka, Tomczyk i Szłapka nie znajdą się w pałacu.",1,56,14,71,"Jun 3, 2025 · 8:25 AM UTC",229,32,
12,KoneserUnii,PILNE Dlaczego Trzaskowski przegrał wg Stanowskiego? Mała nieścisłość jest w filmie @K_Stanowski ale to szczegół,0,6,3,9,"Jun 3, 2025 · 10:01 AM UTC",112,15,
13,_slaventy_,Zuza Kwiatkowska retweeted S l a v e n t y @_slaventy_ 26m Replying to @WiolaPaprocka @trzaskowski_ S l a v e n t y @_slaventy_ 1h Liczbę pozwów wyborczych KO chciałbym poznać tej kampanii ? @WiolaPaprocka 2 5,0,2,0,2,"Jun 3, 2025 · 9:41 AM UTC",209,39,
14,WolnoscO,"Został patriotą gospodarczym, stał się przeciwnikiem Zielonego Ładu, przeciwnikiem paktu migracyjnego… a finalnie stał się memem @K_Stanowski o @trzaskowski_",1,24,5,30,"Jun 3, 2025 · 9:51 AM UTC",157,19,
15,Load newest,Brak treści,0,0,0,0,,11,2,
16,Y_ace_k,"Zbyt mało milionów dotacji wasz uczciwy kandydat przekazał pedofilom, tęczowym odklejeńcom, ubeckim mordercom. Za mało milionów wydał na zwężanie ulic stolicy, na sracze nie działające i na strefy komfortu ze spleśniałych palet. To może być ta przyczyna…",0,0,0,0,"Jun 3, 2025 · 10:08 AM UTC",254,37,
17,MrJohnBingham,"Już po wyborach, więc możemy wrócić do afery nielegalnego finansowania kampanii wyborczej @trzaskowski_ i nielegalnych działań prowadzonych m.in. za pośrednictwem firmy Estratos oraz spółek skarbu państwa i Fundacji Twój Głos Jest Ważny. Prawda, @Adbodnar?",10,398,18,426,"Jun 3, 2025 · 7:34 AM UTC",256,34,
18,JakubKubunio,"My tu jako wolontariat zrobiliśmy lepszą kampanię w internecie niż cały wasz sztab razem wzięty. Jesteście bandą leni i amatorów, przez których Polska przez 5 lat będzie miała sutenera i kibola w roli głowy Państwa. Wstyd i hańba.",0,65,37,102,"Jun 3, 2025 · 7:57 AM UTC",230,38,
19,zibisir,Przecież PiS za 5 lat wystawi menela z piwem w ręku i z wami wygra... brak profesjonalizmu u was i tyle,0,0,0,0,"Jun 3, 2025 · 10:08 AM UTC",103,21,
20,sprytnyolo,"Nie no mordo Nawrocki jednak wygrał, nie trzaskowski",0,0,0,0,"Jun 3, 2025 · 10:08 AM UTC",52,8,
21,szeptu,A gdyby babcia miała wąsy?,0,0,0,0,"Jun 3, 2025 · 10:08 AM UTC",26,5,
22,Marek_Kuna_,Hej @grok ile razy Trzaskowski skłamał podczas publicznych debat?,0,2,7,9,"Jun 3, 2025 · 8:45 AM UTC",65,9,
23,PNisztor,"Słuszna uwaga. Tym bardziej, że @SlawomirNitras ma swój duży udział w kompromitacji @trzaskowski_ w kampanii wyborczej.",0,24,1,25,"Jun 3, 2025 · 7:58 AM UTC",119,16,
24,WolnoscO,"Został patriotą gospodarczym, stał się przeciwnikiem Zielonego Ładu, przeciwnikiem paktu migracyjnego… a finalnie stał się memem @K_Stanowski o @trzaskowski_",1,25,5,31,"Jun 3, 2025 · 9:51 AM UTC",157,19,
25,summermoonslar,"jedynym argumentem niektórych było, że Trzaskowski wpuści migrantów do Polski i będziecie źle. A wiecie co pewnie zrobi Nawrocki? Sam ich wpuści nawet nie będziecie o tym wiedzieć kiedy to się stanie i zrobi wiele jeszcze innych pojebanych rzeczy i będzie płacz i ryk XD",8,226,160,394,"Jun 2, 2025 · 10:21 AM UTC",270,45,
26,chrzanikx,"Stanowski o tym dlaczego przegrał Trzaskowski: „Platforma nie rozumie, że to nie są czasy gdy można robić z ludzi debili”",5,175,33,213,"Jun 3, 2025 · 8:58 AM UTC",121,20,
27,adam_abramczyk,"To mówicie, że Pablo Morales uciekł pierwszy z X, bo Rafał Trzaskowski przegrał wybory. Bohater na którego nie zasłużyliśmy :-)",5,29,113,147,"Jun 2, 2025 · 10:42 PM UTC",127,20,
28,ciemnyludek,Ban,0,0,0,0,"Jun 3, 2025 · 10:07 AM UTC",3,1,
