id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,ArturStelmasiak,"Ta mapa robi wrażenie. Przewaga gmin, w których #Nawrocki wygrał jest miażdżąca. 🟥#Trzaskowski 🟦 #Nawrocki",4,112,21,137,"Jun 3, 2025 · 7:08 AM UTC",106,15,
2,tvnwarszawa,"Rafał Trzaskowski nie będzie prezydentem Polski. Pozostaje jednak prezydentem Warszawy, a przed nim jeszcze cztery lata rządzenia stolicą. tvn24.pl/tvnwarszawa/srodmie…",1,36,80,117,"Jun 2, 2025 · 4:48 PM UTC",168,19,
3,chrzanikx,"Stanowski o tym dlaczego przegrał Trzaskowski: „Platforma nie rozumie, że to nie są czasy gdy można robić z ludzi debili”",20,745,173,938,"Jun 3, 2025 · 8:58 AM UTC",121,20,
4,JarekWitkowski7,"Tomasz Piątek o przyczynach porażki jesteśmy w rosji, putinowskiej rosji brak rozliczeń, miękkość i uległość kończą się katastrofą Trzaskowski uciekał od najważniejszego tematu, od bezpieczeństwa Co robić w obecnej sytuacji? - Tomasz Piątek 5⃣6⃣piped.video/watch?v=AXLvOWoe…",3,43,7,53,"Jun 3, 2025 · 6:43 AM UTC",274,34,
5,G_Chlopicki,I co @NawrockiKn Coś powie @pisorgpl tvn24.pl/trojmiasto/wybory-p…,0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",66,7,
6,wwatorski,@NawrockiKn @trzaskowski_ @donaldtusk,0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",37,3,
7,roommate_layla,"To chyba cos im sie pomyliło, ale jak EKSPERT to ekspert XDDD",0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",61,12,
8,hot_dog_time,poodmieniajcie sobie przez przypadki - amatorzy i nieudacznicy. A potem zajmijcie się czymś innym bo cóż potraficie zrobić za grubą kasę to tylko chaos komunikacyjny i zamęczenie kandydata bzdurami i niespójnymi komunikatami. W internety tez nie umiecie w sumie w nic nie umiecie.,0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",280,43,
9,EmilKulaga,"Wyniki głosowania w Chorzowie: Trzaskowski 61%, Nawrocki 39%. wybory.gov.pl/prezydent2025/…",0,2,0,2,"Jun 3, 2025 · 11:22 AM UTC",91,9,
10,Magda_PYRA,"Pani Wiolu, patrząc tylko na fakty... Tak, mieliście. Wsparcie, zaufanie (i bezwarunkowe, i na kredyt), energię ludzi, ich nadzieję, wiarę w Was. Mieliście nawet jasno precyzowane podpowiedzi, z których mogliście skorzystać. Jedno słowo nie zmienia nic. Tylko Rafała szkoda.",0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",274,39,
11,KacperPlazynski,"Obóz polityczny, który sam siebie nazywa „demokratycznym”, w ocenie OBWE pozwolił na nielegalne finansowanie kampanii politycznej @trzaskowski_ przez zagranicę. Cóż za upadek. Cóż za nieznaczące tytuły. A co do tego finansowania - niezbędny jest niezależny audyt tego, kto i w jakiej skali na to pozwolił. Ktoś za to musi wziąć odpowiedzialność!",3,79,3,85,"Jun 3, 2025 · 7:11 AM UTC",345,51,
12,MurzynfrogXXX,"Zara ktoś przyjdzie i powie, że jest posiedzenie rady ministrów w kancelarii premiera. A ja mam to w dupie. Dwa dni po wyborach, wyborach które przegrał nie Rafał Trzaskowski a właśnie Donald Tusk jego obowiązkiem powinno być to żeby siedzieć na dupie w sejmie i słuchać tego co mają do powiedzenia inni posłowie. Zresztą posiedzenie zaczęło się jakoś 12.30 Był czas żeby pojawić się w sejmie.",0,5,5,10,"Jun 3, 2025 · 11:13 AM UTC",393,66,
13,Bartosz_18,W takim razie w województwie Mazowieckim wygrał Trzaskowski a jest na niebiesko. To jest mapka propagandowa na zasadzie umówmy się że mimo wszystko mazowieckie to prawica ale w zamian wy nic nie mówcie że są gminy w zachodniopomorskim czy wielkopolsce gdzie wygrał pis xD,0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",271,44,
14,AngmarenHel,Ministerstwo Prawdy potrzebne od zaraz.,0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",39,5,
15,Bigus874423,A ty się leczysz?,0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",17,4,
16,AgnieszkaBP,Dziękuję dla mnie zawsze mój Prezydent! Pozdrawiam z Białegostoku,0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",65,9,
17,LodzDe,"No jeszcze tego nam trzeba aby zindoktrynowani nierealistycznymi ideami aktywiści urządzali nam świat, bo urządzą go do postaci niezdatnej do życia - choć zgodnej ze szczytnymi ideami i wysokimi ""wartościami"" humanistycznymi.",0,0,0,0,"Jun 3, 2025 · 12:07 PM UTC",225,31,
18,Load newest,Brak treści,0,0,0,0,,11,2,
