id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,ulapanka,"@trzaskowski_ jestem z Panem jak ponad 10 milionów Polek i Polaków. Proszę nie dać sobie wmówić słów niektórych złośliwych, gadających głów.",0,3,3,6,"Jun 4, 2025 · 12:19 PM UTC",140,21,
2,anna_swiergocka,"Wiecie co to jest? To kolejna partia drzew, która jedzie sobie Niemiec, spod holenderskiej granicy, prosto na Plac Bankowy w Warszawie! Blisko 1 tysiąc km jadą niemieckie drzewa, za pieniądze Warszawiaków. Tak wygląda patriotyzm gospodarczy , którym @trzaskowski_ chwalił się w kampanii prezydenckiej. O śladzie węglowym nawet nie wspomnę 🤨 #Warszawa #trzaskowski #placbankowy",17,601,48,666,"Jun 4, 2025 · 8:56 AM UTC",376,53,
3,erto108,"Szkoda że Tusk szedł do Rymanowskiego i tam nakłamał,to był gwóźdź do trumny.",0,0,0,0,"Jun 4, 2025 · 3:00 PM UTC",77,13,
4,NigdyWiecejPiS,Nigdy w historii Polska nie miała tak mądrego i wysoko wykwalifikowanego kandydata na prezydenta jak Rafał Trzaskowski. Ale Polacy wolą osiedlowego dresa. Będziecie tego żałowali wiele lat.,32,987,1314,2333,"Jun 3, 2025 · 12:24 PM UTC",189,27,
5,jjotkowska,"Kamiński ma zaburzenia , Kidawę oskarżał o inwigilację, potem przepraszał. Skończony polityczek. Nikt go nie bierze na poważnie.",0,0,0,0,"Jun 4, 2025 · 3:00 PM UTC",128,18,
6,KonradBerkowicz,"Skoro Rafał Trzaskowski tak bardzo się oburzał, że ktoś go nie nazywa prezydentem, tylko przewodniczącym lub wiceprzewodniczącym, to zreflektujmy się. Od teraz zwracajmy się do niego: „Panie Prezydencie!”. 🤡",0,31,37,68,"Jun 4, 2025 · 1:40 PM UTC",207,29,
7,Groch70,"BO ŻEŚCIE TO SPIE....LI NIE SLUCHACIE PROWINCJI , NETU WYBORY TO WAWA",0,0,0,0,"Jun 4, 2025 · 3:00 PM UTC",69,12,
8,RorikGM,"Nie ważne kogo PiS by wystawiło z Trzaskowski by wgrali. Nawrocki robił dosłownie wszystko żeby przegrać, więc PO stwierdziło że będą mu pomagać",0,0,0,0,"Jun 4, 2025 · 3:00 PM UTC",144,23,
9,Inevitablewest,BREAKING: Pro-Trump candidate Nawrocki secures shock victory in Poland after beating pro-EU liberal Trzaskowski Poland wants to stay Polish!,299,9853,734,10886,"Jun 1, 2025 · 9:40 PM UTC",140,19,
10,KrzysztofAtor,Dziś o 12:00 - czyli 3-ciego dnia po porażce wyborczej Rafał Trzaskowski ma się pojawić PIERWSZY RAZ publicznie. Długo zajęło psychologom (a może i psychiatrom) przygotowanie go do pokazania się ludziom. Długo!,0,10,12,22,"Jun 4, 2025 · 9:38 AM UTC",210,32,
