id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,magdazwarmii,"A ja mam takie pytanie. Jaką partią jest teraz PSL? Bo wieś oddaliście PIS-owi , miasto waszego kolejnego projektu- 3D nie kupiło. Kto jest waszym wyborcą? Podpowiem. Sami nie wiecie gdzie jesteście. Gdybyście nie hamowali związków partnerskich i praw kobiet, to Trzaskowski byłby dzisiaj prezydentem, a wy nie drżelibyście o stołki. Więc może niech pogada Pan z kolegą Sawickim, bo w perspektywie macie albo Kaczyńskiego, który pożre Was jako przekąskę i struktury w terenie też nie pomogą, albo koalicję, w której jesteście. JEŚLI pójdziecie po rozum do głowy.",1,69,10,80,"Jun 4, 2025 · 7:26 AM UTC",562,88,
2,WojciechMucha,"Raport OBWE dotyczący afery Trzask-Nask wskazuje oprócz Akcji Demokracji min. firmę Fat Frogs media, jako tę, która opłaciła reklamy w Google na łączną kwotę 131 000 PLN. Całkiem przypadkiem na Youtube można poznać partnerów firmy Fat Frogs Media, min: Trzaskowski, Tusk, Sikorski, Giertych, Tomasz Lis, Dominika Wielowieyska, Michał Szczerba, Aleksandra Gajewska. Do tego: Miasto Warszawa, Wolne Sądy, Iustitia, PO, KO. Sporo jak na ""niewielką, ale skuteczną markę w nowych mediach"". 1/2",63,2100,84,2247,"Jun 3, 2025 · 7:05 PM UTC",488,71,
3,zuzaaloes,Ślicznie,0,0,0,0,"Jun 4, 2025 · 11:17 AM UTC",8,1,
4,RazemJajomyje,"Chcieliśmy serdecznie pogratulować @trzaskowski_ przejebania wyborów, robiliście co mogliście żeby przegrać i daliście radę. Jednocześnie rzyczymy @NawrockiKn wyjebania się na mordę<3",5,84,12,101,"Jun 3, 2025 · 7:56 PM UTC",183,21,
5,Kinga8293128676,"Brawo, witam nowa Polke",0,0,0,0,"Jun 4, 2025 · 11:17 AM UTC",23,4,
6,MarioAwario,Dobrze Pana widzieć Panie Prezydencie,0,9,2,11,"Jun 4, 2025 · 10:08 AM UTC",37,5,
7,Alicja1263,Jedni narzekają a inni pracują. I to jak Oto najlepszy minister finansów jaki mógł się Polsce trafić.🥇 Andrzej Domański #SolidarniZTuskiem,0,63,2,65,"Jun 4, 2025 · 7:14 AM UTC",138,20,
8,jan04345527,"Nie wszyscy, tylko wy amatorzy i cymbał, który biegał do Respubliki i robił sobie selfie z Simonem. To wy daliście dupy i nie spychajcie siny na nas. Dzięki nam, tu na X, Trzaskowski zrobił taki wynik. Wy robiliście wszystko, a szczególnie Hołownia i PL2050 by przegrał. Przeproś.",0,15,0,15,"Jun 4, 2025 · 9:23 AM UTC",280,47,
9,dali_ania,"Prezydent @trzaskowski_ Klasa. Dobry, mądry, pracowity. Patriota. Podziękowania dla pani Gosi Trzaskowskiej.",1,66,13,80,"Jun 4, 2025 · 10:22 AM UTC",108,12,
10,Daniel31431559,Ci ludzie żyją tylko dzięki nienawiści do Polaków.,0,0,0,0,"Jun 4, 2025 · 11:17 AM UTC",50,8,
11,jacek_liberski,"Pytali tutaj różni z rozgrzanymi głowami, gdzie jest prezydent @trzaskowski_. Otóż, prezydent dr Trzaskowski otwiera właśnie Plac Centralny w Warszawie, czyli ""przedłużenie"" Muzeum Sztuki Nowoczesnej. To część koncepcji przebudowy otoczenia Pałacu Kultury i Nauki. 🤷",0,41,12,53,"Jun 4, 2025 · 10:12 AM UTC",266,35,
12,HotelGrandGhost,"Czego nie zrobiłaś, to już wiemy. Ale pytanie było o sukcesy.",0,0,0,0,"Jun 4, 2025 · 11:17 AM UTC",61,11,
13,MarekBrzeg,"D. Tusk 2007: my was nie oszukamy 2011: teraz już spełnimy obietnice 2015: PiS was oszukuje 2019: dajcie nam szansę 2023: w 100 dni będziecie szczęśliwi i bogaci 30 maja 2025: Jak Trzaskowski wygra - spełnimy obietnice! 2 czerwca 2025: Obiecuję, że teraz weźmiemy się do roboty!",7,617,23,647,"Jun 3, 2025 · 1:58 PM UTC",278,47,
14,RochZygmunt,"IMO był niewiarygodny, bo dokonywał go Rafał Trzaskowski.",0,0,0,0,"Jun 4, 2025 · 11:17 AM UTC",57,8,
15,AlentProf,"""Byle nie Trzaskowski""",0,0,0,0,"Jun 4, 2025 · 11:16 AM UTC",22,3,
16,dawid_jusz74941,"Jedyna prezydentura ,którą przespałem i złego słowa nie mogę o niej powiedzieć.",0,0,0,0,"Jun 4, 2025 · 11:16 AM UTC",79,12,
17,Load newest,Brak treści,0,0,0,0,,11,2,
18,radioifonia,"do czego przyczynił się Trzaskowski twierdząc,że coś załatwił z Unią,że plan migracyjny nas nie dotknie po czym KE odpowiedziała, że to fałsz ? A co z zielonym ładem,którego wg Trzaskwskiego już nie ma a w tym samym czasie zespół Henning Kloski pracuje nad wdrożeniem ETS2?",0,0,0,0,"Jun 4, 2025 · 11:16 AM UTC",273,45,
19,Thaulus,"Po wyborach widać że elektorat Brauna jest bardziej bliski PiS niż Konfederacji. No i Braun jest dosyć hardcoreowym politykiem który odstrasza centrowych wyborców. A Konfederacja pracuje nad normalizacją stosunków ze wszyskimi, grając coraz mocniej na te centrum niż na prawicę",0,0,0,0,"Jun 4, 2025 · 11:16 AM UTC",277,40,
20,mario_kozlo,"Hej SKW, ogarniacie ? @RepublikaTV",6,69,9,84,"Jun 4, 2025 · 9:18 AM UTC",34,5,
21,Sajteresamaria,"Począwszy od Tuska psychika siada w koalicji.Źle nie życzę,ale dla Polski dobrze.",0,1,0,1,"Jun 4, 2025 · 9:34 AM UTC",81,12,
22,MarekBrzeg,"D. Tusk 2007: my was nie oszukamy 2011: teraz już spełnimy obietnice 2015: PiS was oszukuje 2019: dajcie nam szansę 2023: w 100 dni będziecie szczęśliwi i bogaci 30 maja 2025: Jak Trzaskowski wygra - spełnimy obietnice! 2 czerwca 2025: Obiecuję, że teraz weźmiemy się do roboty!",7,617,23,647,"Jun 3, 2025 · 1:58 PM UTC",278,47,
23,Marcin28620745,"Myślę, że wybory prezydenckie przegraliśmy znacznie wcześniej – dokładnie 22 listopada 2024 roku, podczas prawyborów w Koalicji Obywatelskiej. Do dziś zastanawiam się, dlaczego to Rafał Trzaskowski zdobył blisko 75% głosów. Rafał Trzaskowski to sprawdzony samorządowiec, kompetentny urzędnik i sprawny organizator. Brakuje mu jednak tej iskry charyzmy, którą odznaczają się wielcy przywódcy. Nie chodzi o samo urodzenie, lecz o unikalną kombinację cech – trudnych do zdefiniowania, ale łatwych do rozpoznania. Ludzie z „genem przywództwa” nie przemawiają tylko do rozumu – trafiają także do wyobraźni i serca. Ich obecność mobilizuje, ich głos budzi emocje, a wizja, nawet jeśli ogólna, nadaje sens i kierunek. Trzaskowski jest rozsądny, umiarkowany i dobrze wychowany. To jednak za mało, gdy wybory wygrywa się nie argumentami, ale i emocjami. Radosław Sikorski jest zupełnie inny. To polityk o wyrazistej osobowości, z pazurem i niepokornością, który – choć polaryzujący – potrafi narzucać narrację. Jest błyskotliwy, cięty w słowie, charyzmatyczny. Bywa impulsywny, czasem arogancki, ale wielu widzi w tym siłę, nie słabość. W polityce, gdzie liczy się nie tylko treść, ale i energia przekazu, Sikorski miałby szansę porwać tłumy.",0,2,1,3,"Jun 4, 2025 · 9:31 AM UTC",1233,178,
24,RepublikaTV,Kamiński zdemolował sztab @trzaskowski_ : dyrdymały o swingujących powiatach #właczprawde #TVRepublika #DomWolnegoSłowa tvrepublika.pl/Polityka/Kami…,1,40,10,51,"Jun 4, 2025 · 6:36 AM UTC",149,13,
25,MlodziDemokraci,Rafał Trzaskowski dziś otworzył nowy Plac Centralny w Warszawie. Nie zamknął się w domu jak niektórzy próbowali insynuować. Dalej ciężko pracuje dla dobra mieszkańców. To jest prawdziwy patriotyzm!,4,55,13,72,"Jun 4, 2025 · 10:22 AM UTC",197,28,
26,okiemtomkaw,"Dzisiaj po 14 na moim kanale YT będę czytać listy wyborców KO. Warto, aby polityczne rozgrzane głowy posłuchały, co piszą wyborcy i jakie mają oczekiwania. Te listy będę czytać aż do wyborów w 2027. A będzie ich bardzo dużo. Czasy się mocno zmieniają, Panie Pośle.",0,1,0,1,"Jun 4, 2025 · 11:10 AM UTC",264,45,
27,GustawRetweeted,Bo to Rafał Trzaskowski. Rafał Trzaskowski zawsze jest duży.,0,0,0,0,"Jun 4, 2025 · 11:16 AM UTC",60,9,
28,PawelSokala,"""Ci ludzie są tak zadufani w sobie, że w skutek błędu statystycznego Rafał Trzaskowski ogłosił swoją żonę pierwszą damą, a siebie prezydentem, a potem wszyscy w jakimś amoku zaczęli skakać na własnym pogrzebie"" Bonus: o swingujących powiatach i małych w Nitrasa...",43,529,90,662,"Jun 4, 2025 · 3:41 AM UTC",264,41,
29,lemoniadowy1969,"Panie Prezydencie @trzaskowski_ strasznie Pana przepraszam, że jako społeczeństwo zawiedliśmy.",1,22,2,25,"Jun 3, 2025 · 8:03 PM UTC",94,10,
30,_Trurl,"I co w związku z tym? Mamy prezydenta za którego będziemy się wstydzić, tracicie poparcie, nie ma polityki informacyjnej. Nie chcemy trzeciej okupacji pisowskiej 🤷 To nie rozgrzane głowy tylko realna obawa. #RzecznikRządu",0,1,0,1,"Jun 4, 2025 · 11:15 AM UTC",221,33,
31,AmericanScient5,Piwko z Trzaskowski wygrało szczególnie te wybory...🤡 Mentzen zrobi wszystko żeby nie obalić rządu Tuska.,0,0,0,0,"Jun 4, 2025 · 11:16 AM UTC",105,15,
32,Kinga8293128676,"Panie Marszalku, co tam sie u was w partii dzieje, razem obalamy ten rzad cala prawica",0,0,0,0,"Jun 4, 2025 · 11:16 AM UTC",86,16,
33,Gigantus198,"Lepiej niż pomocnik brutalnej mafii reprywatyzacyjnej Trzaskowski. Nawrocki to drobny rzezimieszek. Trzaskowski to jeden z gangsterów brutalnej mafii, na zewnątrz prezentujących się jako łagodni panowie w garniturach. Ustawki to nic przy spaleniu Jolanty Brzeskiej w lesie.",0,0,0,0,"Jun 4, 2025 · 11:16 AM UTC",273,36,
34,Dariusz_X,Jak agenda lewicowa skoro powszechne było narzekanie że Trzaskowski zwraca się w kampanii w prawą stronę?!!! 🤦,0,0,0,0,"Jun 4, 2025 · 11:17 AM UTC",110,17,
35,ROBERT_FOXER,"Bardzo ważne słowa Panie Senatorze @Kwiatkowski2011 zwracam uwagę, że 10 237 286 wyborców @trzaskowski_ było z wami i wielu nadal jest. Apel zwrotny Koalicjanci Rządu Premiera @donaldtusk, bądźcie z nami, wyborcami i zacznijcie nas słuchać. Chcemy Wam pomóc. Głowa do góry",0,1,0,1,"Jun 4, 2025 · 11:15 AM UTC",272,41,
36,MlodziDemokraci,Rafał Trzaskowski dziś otworzył nowy Plac Centralny w Warszawie. Nie zamknął się w domu jak niektórzy próbowali insynuować. Dalej ciężko pracuje dla dobra mieszkańców. To jest prawdziwy patriotyzm!,4,55,13,72,"Jun 4, 2025 · 10:22 AM UTC",197,28,
37,dali_ania,"Prezydent @trzaskowski_ Klasa. Dobry, mądry, pracowity. Patriota. Podziękowania dla pani Gosi Trzaskowskiej.",1,67,14,82,"Jun 4, 2025 · 10:22 AM UTC",108,12,
38,CDzwoni,"Nie wiem czy gwardia, czy jakaś dobra firma ochroniarska, ale SOP nie może mieć wstępu do Pałacu.",9,317,60,386,"Jun 3, 2025 · 10:17 PM UTC",97,17,
39,rzeczpospolita,"- Życie mnie nauczyło, żeby nie mieć do nikogo pretensji. Ja naprawdę mam poczucie, że zrobiłem absolutnie wszystko, co można było zrobić - powiedział @trzaskowski_ rp.pl/polityka/art42466401-z…",2,7,5,14,"Jun 4, 2025 · 11:05 AM UTC",194,26,
40,magdazwarmii,"A ja mam takie pytanie. Jaką partią jest teraz PSL? Bo wieś oddaliście PIS-owi , miasto waszego kolejnego projektu- 3D nie kupiło. Kto jest waszym wyborcą? Podpowiem. Sami nie wiecie gdzie jesteście. Gdybyście nie hamowali związków partnerskich i praw kobiet, to Trzaskowski byłby dzisiaj prezydentem, a wy nie drżelibyście o stołki. Więc może niech pogada Pan z kolegą Sawickim, bo w perspektywie macie albo Kaczyńskiego, który pożre Was jako przekąskę i struktury w terenie też nie pomogą, albo koalicję, w której jesteście. JEŚLI pójdziecie po rozum do głowy.",1,69,10,80,"Jun 4, 2025 · 7:26 AM UTC",562,88,
41,WojciechMucha,"Raport OBWE dotyczący afery Trzask-Nask wskazuje oprócz Akcji Demokracji min. firmę Fat Frogs media, jako tę, która opłaciła reklamy w Google na łączną kwotę 131 000 PLN. Całkiem przypadkiem na Youtube można poznać partnerów firmy Fat Frogs Media, min: Trzaskowski, Tusk, Sikorski, Giertych, Tomasz Lis, Dominika Wielowieyska, Michał Szczerba, Aleksandra Gajewska. Do tego: Miasto Warszawa, Wolne Sądy, Iustitia, PO, KO. Sporo jak na ""niewielką, ale skuteczną markę w nowych mediach"". 1/2",63,2100,84,2247,"Jun 3, 2025 · 7:05 PM UTC",488,71,
42,zuzaaloes,Ślicznie,0,0,0,0,"Jun 4, 2025 · 11:17 AM UTC",8,1,
