id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,polak_prawicowy,"Tylko, że politycy PO mówią co innego niż Trzaskowski. To kto ma rację?",0,0,0,0,"Jun 3, 2025 · 4:59 PM UTC",71,13,
2,szef_dywizji,"W jakim sensie uczciwego? Przecież nawet podczas publicznej debaty skłamał tyle razy, że nawet Demagog go prostował",0,130,9,139,"Jun 3, 2025 · 8:35 AM UTC",115,17,
3,piotr_nn,"Turyści i urlopowicze. Warmińsko-Mazurskie głosowało za @trzaskowski_ . Zapraszamy do nas na wakacje i wypoczynek. Gór nie mamy ale są wspaniałe lasy i jeziora. Okręgi głosujące za: Olsztyn i Elbląg- miasta, Giżycko, Węgorzewo, Ostróda, Mrągowo, Kętrzyn, Lidzbark, Bartoszyce.",29,424,386,839,"Jun 2, 2025 · 11:47 PM UTC",276,38,
4,MateuszPluta02,"Poparcie dla @trzaskowski_ w II turze 2020 i 2025 w grupach wiekowych. Młodzi, którzy masowo poszli w 2023 odsunąć PiS od władzy, w niedzielę zagłosowali na kandydata PiS, torując J. Kaczyńskiemu drogę powrotu do władzy. Polityka przewrotną jest",7,29,46,82,"Jun 3, 2025 · 4:10 PM UTC",245,38,
5,JGrondelski,"Trzaskowski ""democracy"" defender: ""We have to overcome dull, simple, Catholic idiots found everywhere, rooted like weeds, a stupid and dark people."" In other words, that whole Polish basket of deplorables? Give Grazyna a card in the Hillary Club! @Libsofffoggybtm @HumanEvents",0,0,0,0,"Jun 3, 2025 · 4:59 PM UTC",276,40,
6,Marciin12,"Ale szczerze, bo ja z tej kampanii nie mogłem wywnioskować. Co miało PO w ofercie dla młodych? Jaki był dla nich przekaz? Bo ja usłyszałem tylko o dopłatach dla deweloperów, które młodym szkodzą i ich nie chcą.",0,0,0,0,"Jun 3, 2025 · 4:59 PM UTC",210,37,
7,Maja66331809,"Szanowna Pani, jestem mgr biologii i mgr anglistyki i po 3 latach psychologii i nie wyobrażam sobie, żeby taki człowiej jak Trzaskowski mógł być prezydentem mojego kraju. Jest Pani żałosna z tą pogardą do nas, połowa Pani fanów z Pani opcji polit nie zrozumie, gwarantuję",0,9,15,24,"Jun 3, 2025 · 7:46 AM UTC",271,45,
8,wkrawcz1,"""Pan Trzaskowski przegiął, że chciał oddzielić państwo od Kościoła i zdejmować krzyże. Tym mnie zraził, choć to na niego głosowałam w wyborach na prezydenta Warszawy. Tym razem postawiłam na Karola Nawrockiego"" - pani Danuta z Warszawy",0,2,3,5,"Jun 3, 2025 · 4:34 PM UTC",235,36,
9,ROBERT_FOXER,Pytanie do wyborców Rafała Trzaskowskiego Czy Rafał Trzaskowski powinien założyć własną partię polityczną i czy poszli byście za nim #NowaPartia #Trzaskowski,0,13,91,104,"Jun 3, 2025 · 3:06 PM UTC",157,21,
10,Argenpoirot,"Polonia siempre parece un oasis. Será por como votan. Trzaskowski, de derecha, saco el 50,3% de los votos y Nawrocki, de extrema derecha, saco 49,7% Sin lugar para zurdos",183,3382,532,4097,"Jun 1, 2025 · 7:31 PM UTC",170,29,
