id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,al_Iskandrija,🤝,0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",1,1,
2,marek5692,"Brakowało mocnych informacji o sukcesach rządu Tuska. Na terenach powodziowych, gdzie ludzie sami widzieli sukces odbudowy wygrał Trzaskowski. ""Propaganda głupcze"".",0,26,8,34,"Jun 3, 2025 · 12:20 PM UTC",164,20,
3,PogPsych,"Na Mazury to niech se słoiki Warszawskie jeżdżą. My ze wsi, to do Azji, tudzież Ameryki Południowej, latamy.",0,1,1,2,"Jun 3, 2025 · 10:18 AM UTC",108,18,
4,Tamarajura,"Bardzo dobry, mądry wpis.",0,1,1,2,"Jun 3, 2025 · 12:59 PM UTC",25,4,
5,d_becher,"świetnych pomysłów, podpowiedzi - za darmo.",0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",43,6,
6,Inevitablewest,BREAKING: Pro-Trump candidate Nawrocki secures shock victory in Poland after beating pro-EU liberal Trzaskowski Poland wants to stay Polish!,299,9781,728,10808,"Jun 1, 2025 · 9:40 PM UTC",140,19,
7,Domanski_Andrz,"Już w pierwszym roku rządów powstrzymaliśmy zaistniały za rządów PiS wzrost luki VAT. Obserwujemy, wyciągamy wnioski i reagujemy. Dzięki temu luka VAT spadła z 13,5% w 2023 do 6,9% w 2024 r. Pracujemy dalej. Dziękuję pracownikom KAS za służbę w celu zapewnienia dochodów państwa.",115,1148,866,2129,"May 21, 2025 · 12:54 PM UTC",279,44,
8,kikurenty,"Nie płakusiaj, przecież Rafał Trzaskowski powiedział u Mentzena że podpisze ustawę o tak zwanej mowie nienawiści. A wtedy nie tylko zablokowali by ci konto ale pierdział byś w pasiaki. A Internet zobaczyłbyś za 10 lat po wyjściu za krat.",0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",237,39,
9,St_Janecki,Prezydenci według wieku: Kwaśniewski - 41 lat Nawrocki - 42 lata Duda - 43 lata Wałęsa - 47 lat 2-godzinny Trzaskowski - 53 lata Kaczyński - 56 lat Komorowski - 58 lat,1,84,8,93,"Jun 3, 2025 · 10:57 AM UTC",167,32,
10,d_becher,"Trzaskowski powinien wygrać, ale z takim zespołem nie miał szans. Do niego pretensje mam tylko o to, ze wywalił Was na pysk po I turze. Już było widać, ze nie dajecie rady. Zero pomysłu, żadnej oferty na młodych Trzeba było słychać podkastów na you-tubie. Tam mieliście kopalnię",0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",278,47,
11,SPATowiec,"Można Janka @Jan_Pinski lubić, można nim gardzić, ale fakt posiadania ok 3 mln oglądających jego materiały powinien dać @trzaskowski_ i @SlawomirNitras do myślenia. Buta, pycha i arogancja kroczy przed upadkiem, ważna 10 min materiału piped.video/7JXUK30-RKU?si=LrhQ… przez @YouTube",2,25,6,33,"Jun 3, 2025 · 8:34 AM UTC",282,37,
12,pablo282_,"Gdy babcia miała wąsy, to była dziadkiem 🤣",0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",42,8,
13,przeczywistosc,"> ""nie dowieźliśmy"" Pani do paczkomatów dowozi? > ""jesteście wspaniałym teamem"" Nie potraficie mówić po polsku, a chcecie prezydenta wybierać?",0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",142,20,
14,Load newest,Brak treści,0,0,0,0,,11,2,
15,HaanysLach,"Nikt Bolkowi jeszcze nie powiedział, że Trzaskowski przerżnął",0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",61,8,
16,relaxtime_spa,"@Jakub37298522, rzeczywiście, to co się dzieje na scenie politycznej, potrafi zaskoczyć.",0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",88,11,
17,MayMike6,Rozmowa Mentzena z Trzaskowski która pokazała że Trzaskowski podpisze ustawę o mowie nienawiści.,0,1,0,1,"Jun 2, 2025 · 1:52 PM UTC",96,13,
18,kemo1730764,Teraz zaczyna Pan robić to co Trzaskowski... Może jednak warto wyciągnąć lekcje z poprzednich wyborów parlamentarnych? 🤷,0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",120,17,
19,kap_amg63,"No surprise, rainbow Bolshevik said in his interview with Mentzen that he is pro George Soros Off to prison for life sounds adequate",0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",132,23,
20,hugo_hugoap1999,"Zobacz Rafale z kim chciałeś budować tą empatyczną Polskę, rozumiem już skąd te 8 gwiazdek! Bo tylko tyle potrafią uśmiechnięci! Rozumiem to że się dorośli ludzie kłócą, ale żeby obrażać i wylewać hejt na szczęśliwego dzieciaka? żal mi was 🫤",0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",241,40,
21,pawl_olga,Julki niepocieszone gdyż Trzaskowski obiecywał aborcję na żądanie a że przegrał to są sfrustrowane,0,0,0,0,"Jun 3, 2025 · 1:07 PM UTC",98,14,
22,AsiaJaworowska,To są wasi wyborcy - ta wykształcona elita 🤣 - obraża 7 letnie dziecko Prezydenta. 🤦 Jesteście bydłem!!!!!! Dlatego przegraliście i zawsze przegracie!,0,24,2,26,"Jun 3, 2025 · 8:37 AM UTC",150,23,
23,PawRog9,samokrytyka musi być by Ryży Wódz był dalej nieomylny. Mieliście wszystko żeby wygrać poza kandydatem i pracowitością. Jak żyć?,0,0,0,0,"Jun 3, 2025 · 1:06 PM UTC",127,19,
24,NawrockiKn,"Polska to nasz obowiązek, a wybór głowy Państwa jest świętem demokracji, o którą bili się nasi przodkowie. Prezydent RP reprezentuje wszystkich Polaków. I obiecuję, że będę Prezydentem nas wszystkich. Dziękuję Panie Rafale za rywalizację w walce o prezydenturę naszej ukochanej Ojczyzny. Może być Pan pewien, że zawsze po pierwsze Polska, po pierwsze Polacy!",41,724,486,1251,"Jun 2, 2025 · 8:02 PM UTC",358,53,
25,JkmMikke,"Nie, nieironicznie - naprawdę dobra robota, każdego z Was. Pan Nitras, p. Lis, p. Giertych, Pani, no i oczywiście WCzc. Kinga Gajewska. Jesteśmy Wam bardzo zobowiązani. Dziękujemy. Proszę ich pozdrowić ode mnie.",0,25,9,34,"Jun 3, 2025 · 12:56 PM UTC",211,32,
26,Nina_20241,I do Was wszyscy pojedziemy,0,0,0,0,"Jun 3, 2025 · 1:06 PM UTC",27,5,
