id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,Bogusaw70040688,Pałac wywietrzony? Bo podobno był tu Trzaskowski przez dwie godziny🤪🤣🤣,0,51,18,69,"Jun 3, 2025 · 8:36 PM UTC",70,10,
2,SlavicBlood24,Rafał fraj***e w Warszawie też jestes niemile widziany!,0,0,0,0,"Jun 4, 2025 · 4:02 PM UTC",55,8,
3,Artur1613574677,Typowy lachociag... Odezwała się.. Do budy su..ko,0,0,0,0,"Jun 4, 2025 · 4:02 PM UTC",49,7,
4,dali_ania,"Rafał Trzaskowski. Nie poddaje się. Brawo. Przypominam. Przegrana Tuska z Kaczyńskim w wyborach prezydenckich w 2005 była dla niego wielką lekcją, którą wykorzystał znakomicie. Porażki potrafią budować liderów. Trzymam kciuki za @trzaskowski_ .",0,18,3,21,"Jun 4, 2025 · 2:10 PM UTC",244,33,
5,AAczkolwiek,Gdyby liberski miał chooja byłby facetem,0,0,0,0,"Jun 4, 2025 · 4:01 PM UTC",40,6,
6,jacek_liberski,"Prawi zachowują się, jakby @NawrockiKn pokonał @trzaskowski_ co najmniej milionem głosów. Przypomnę: jeden dostał 10,6 mln, drugi 10,3 mln. Gdyby tylko 1/3 tych głosujących na K15X w 2023 poszła zagłosować, nie byłoby co po KN zbierać. Więc powściągnijcie lejce z tą euforią.",3,105,111,219,"Jun 4, 2025 · 1:16 PM UTC",275,42,
7,JerzyDyrda67937,"Tak tocznoooo, urrtaaaaa",0,0,0,0,"Jun 4, 2025 · 4:01 PM UTC",24,3,
8,Joanna50079039,"Pamiętamy, jak przez tuska, pawlaka potraktowany został premier Olszewski. Warto by było może o nim wspomnieć, a nie pisać o jakimś zielonym placu. Swoją drogą ciekawe ile to miasto kosztowało?",0,0,0,0,"Jun 4, 2025 · 4:01 PM UTC",193,30,
9,bartekziaja95,"Takie wyborcze cuda w #Krakow‼ W Obwodowej Komisji Wyborczej nr 95 @trzaskowski_ w drugiej turze miał 10 głosów mniej niż w pierwszej, a poparcie dla @NawrockiKn wzrosło ponad pięciokrotnie. Najprawdopodobniej doszło do błędu przy wypełnianiu protokołu. @RadioKrakow",2,4,5,11,"Jun 4, 2025 · 11:43 AM UTC",266,37,
10,PiotrRemiszews1,Ale jak to już się nie uśmiechają??,0,0,0,0,"Jun 4, 2025 · 4:01 PM UTC",35,7,
11,DanutaWioletta,Możesz mówić ale twój komentarz nie jest adekwatny do postu Prezydenta miasta- Pana Rafała Trzaskowskiego. Proszę uszanuj wrażliwość innych mieszkańców Warszawy. Dziękuję przeczytaj jeszcze raz post RT. Troszkę szacunku i wzajemnej wrażliwości mieć wobec do siebie.,0,0,0,0,"Jun 4, 2025 · 4:01 PM UTC",265,36,
12,oszolomjeden,Urzekla mnie wasza historia. Kiedy @trzaskowski_ oraz @Platforma_org zaradzająca w Warszawie lokalami zajmie się wyrzuceniem was? W przypadku natychmiastowej reakcji j usunięcia śmieci obiecuje nie pisać o Sławku i jego osiągnieciach w aferze mostowej podczas samorządowych.,0,0,0,0,"Jun 4, 2025 · 4:01 PM UTC",274,36,
13,Wiktor17449977,***** was pies w tym tvPO.,0,0,0,0,"Jun 4, 2025 · 4:01 PM UTC",26,6,
14,magdazwarmii,"A ja mam takie pytanie. Jaką partią jest teraz PSL? Bo wieś oddaliście PIS-owi , miasto waszego kolejnego projektu- 3D nie kupiło. Kto jest waszym wyborcą? Podpowiem. Sami nie wiecie gdzie jesteście. Gdybyście nie hamowali związków partnerskich i praw kobiet, to Trzaskowski byłby dzisiaj prezydentem, a wy nie drżelibyście o stołki. Więc może niech pogada Pan z kolegą Sawickim, bo w perspektywie macie albo Kaczyńskiego, który pożre Was jako przekąskę i struktury w terenie też nie pomogą, albo koalicję, w której jesteście. JEŚLI pójdziecie po rozum do głowy.",2,83,11,96,"Jun 4, 2025 · 7:26 AM UTC",562,88,
15,bartbarian,"Strasznie mi przykro, panie prezydencie. Ciężko się po tym pozbierać. Pociesza trochę fakt, że jest pan dalej moim prezydentem Warszawy. Serdecznie pozdrawiam. Pół rozdartej Polski płacze",0,2,0,2,"Jun 4, 2025 · 3:49 PM UTC",187,26,
16,Damian00962441,Gdyby … jak w piosence Kazika gdyby mama miała fiuta to by była ojcem . Widocznie mieli powody żeby nie pójść . A euforia po zwycięstwie to normalna rzecz. Złoty medal dostajesz nie zależnie czy przybiegniesz godzinę przed przeciwnikiem czy sekundę .,0,0,0,0,"Jun 4, 2025 · 4:01 PM UTC",250,42,
