id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,kazef_,"Henryk Sienkiewicz Wola Okrzejska, wieś w woj. lubelskim, w pow. łukowskim, w gminie Krzywda. OKW nr 2 Wola Okrzejska: NAWROCKI Karol Tadeusz - 86,56 % TRZASKOWSKI Rafał Kazimierz - 13,44 %",1,6,1,8,"Jun 3, 2025 · 5:37 PM UTC",189,31,
2,Tomasz95759656,I to jest przerażające skoro słabo radzi sobie w Warszawie,0,0,0,0,"Jun 3, 2025 · 6:06 PM UTC",58,10,
3,DudeOfPoland,Przecież to większy leser od Tuska...,0,0,0,0,"Jun 3, 2025 · 6:06 PM UTC",37,6,
4,OzdobaJacek,"Czy @trzaskowski_ jest obecnie na urlopie? Jeśli nie – to dlaczego ma wolne? Jeśli tak – to od czego, skoro kampania się skończyła? 🤔 @warszawa, pytam grzecznie, ale z rosnącym zdziwieniem.",2,163,51,216,"Jun 3, 2025 · 1:05 PM UTC",189,31,
5,czarkowm,Wyborcy PL2050 poszli głosować na @trzaskowski_ więc po co nam PL2050 z Hołownią i resztą uciekinierów na pokładzie?,0,0,0,0,"Jun 3, 2025 · 6:06 PM UTC",116,18,
6,MichalAngelll,"Panie prezydencie @trzaskowski_ czy jeżeli zostaje Pan w Warszawie jako jej prezydent, to może skończmy głaskanie się po łapkach i zacznijmy robienie porządków. Warszawa też tego potrzebuje. Moja propozycja na już: Stoi w centrum taki klocek czarny, schody chyba. Może już czas???",2,101,19,122,"Jun 3, 2025 · 11:02 AM UTC",280,42,
7,Mazurek_piotrr,"To Ty chyba nie ogarniasz kto ile ma dziś posłów w klubach ... Tusk nie miałbym monopolu władzy bo bez Hołowni , Kosniaka i Czarzasteggo nie ma większości ... Ciemny lud",0,0,0,0,"Jun 3, 2025 · 6:06 PM UTC",169,31,
8,OrsonDzi,"Idealnie w punkt. Zero nauki na błędach i podpatrywania konkurencji. Całkowity brak chwalenia się sukcesami i mądrego straszenia ich zabraniem - PiS wróci i zabierze InVitro. Czy ktoś powiedział ludziom na wsi, że węgiel jest tańszy niż za PiS-u? No właśnie.",1,1,2,4,"Jun 3, 2025 · 9:45 AM UTC",258,41,
9,KlaudiaKotusie1,"Zatrzymywanie i stawianie zarzutów niewinnej kobiecie za""życzenia śmierci""dla Owsiaka,albo ściganie przez policję i służby kogoś kto wywiesił na dachu prześcieradło z napisem ""Byle nie Trzaskowski"" to nie jest normalna Polska i żaden normalny Polak nie chce w takim kraju żyć.",0,0,0,0,"Jun 3, 2025 · 6:06 PM UTC",276,40,
10,barborka12345,"Do tego należy jeszcze doliczyć funkcjonariuszy mediów publicznych, pożytecznych idiotow z PO, pana Komorowskiego, . Sama zaciskałam zęby, słuchając lub czytając ich mądrości, hejt, głupotę.",0,0,0,0,"Jun 3, 2025 · 6:06 PM UTC",190,25,
11,KonradBerkowicz,"Dzień przed wyborami władze Krakowa urządziły sobie tęczowy spacerek. Gdyby Trzaskowski wygrał, rozlałoby się to na całą Polskę. No i jak tam, panie Miszalski? Kacyk wyborczy nadal trzyma, czy już zeszło z ciśnieniem?",0,19,16,35,"Jun 3, 2025 · 5:43 PM UTC",217,33,
12,kazef_,"Bolesław Prus Hrubieszów, miasto w woj. lubelskim: NAWROCKI Karol Tadeusz - 56,76 % TRZASKOWSKI Rafał Kazimierz - 43,24 %",0,5,1,6,"Jun 3, 2025 · 5:38 PM UTC",121,19,
