id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,NigdyWiecejPiS,Nigdy w historii Polska nie miała tak mądrego i wysoko wykwalifikowanego kandydata na prezydenta jak Rafał Trzaskowski. Ale Polacy wolą osiedlowego dresa. Będziecie tego żałowali wiele lat.,10,305,356,671,"Jun 3, 2025 · 12:24 PM UTC",189,27,
2,RobertH49119086,"Też dziękuję. To była najlepsza prezydentura w historii Platformy Obywatelskiej. Najlepsza, bo najkrótsza. To prawda. Polacy jeszcze nie dorośli, żeby ich prezydentem był tęczowy bufon z przerośniętym ego na usługach brukselsko- berlińskich elit. Trzaskowski idi na ch..",0,22,0,22,"Jun 3, 2025 · 8:43 AM UTC",270,37,
3,Tompluspl,Kaczyński praktycznie strzelił hattricka PO.,0,0,0,0,"Jun 3, 2025 · 4:00 PM UTC",44,5,
4,chrzanikx,"Nawrocki prezydentem! Trzaskowski zostaje największym przegrywem polskiej polityki od lat. Przegrał z gościem, który: - był kompletnie nieznany - nie ma żadnego politycznego doświadczenia - miał aferę z mieszkaniem, z ustawkami, z prostytucją i aferę ze snusem XD - miał cały aparat państwowy w tym wszystkie media przeciwko sobie - nie miał takich środków na kampanię jak Trzaskowski Kompletna porażka Trzaskowskiego. To koniec jego politycznej kariery.",42,489,387,918,"Jun 2, 2025 · 6:06 AM UTC",454,66,
5,OzdobaJacek,"Czy @trzaskowski_ jest obecnie na urlopie? Jeśli nie – to dlaczego ma wolne? Jeśli tak – to od czego, skoro kampania się skończyła? 🤔 @warszawa, pytam grzecznie, ale z rosnącym zdziwieniem.",1,122,26,149,"Jun 3, 2025 · 1:05 PM UTC",189,31,
6,lesnyduszek13,I to jest przerażające....ktoś taki może dać rozkaz strzelać...m,0,0,0,0,"Jun 3, 2025 · 4:00 PM UTC",64,9,
7,Wipler1978,"To zwycięstwo to moment, w którym wygrała Polska. Gdyby większość głosów uzyskał Trzaskowski, ekipa Tuska miałaby już pełnię władzy, a oznaczałoby to ogromne zagrożenie dla wszystkich obywateli. Na całe szczęście, udało się ich zatrzymać. Zwyciężył kandydat, który jasno podpisał się pod ośmioma punktami ""Deklaracji Toruńskiej"" Sławomira Mentzena. Mamy nadzieję - i głęboko w to wierzymy - że dotrzyma danego słowa!",0,54,70,124,"Jun 3, 2025 · 1:30 PM UTC",416,60,
8,emmsdsg,klasa 🫡,0,0,0,0,"Jun 3, 2025 · 4:00 PM UTC",7,2,
9,4KTjanek,"Imagine ogladasz ten filmik i dalej mowisz ze Nawrocki, Trzaskowski i Mentzen to lepsi kandydaci na prezydenta",0,43,25,68,"Jun 3, 2025 · 10:35 AM UTC",110,17,
10,KacperPlazynski,"Obóz polityczny, który sam siebie nazywa „demokratycznym”, w ocenie OBWE pozwolił na nielegalne finansowanie kampanii politycznej @trzaskowski_ przez zagranicę. Cóż za upadek. Cóż za nieznaczące tytuły. A co do tego finansowania - niezbędny jest niezależny audyt tego, kto i w jakiej skali na to pozwolił. Ktoś za to musi wziąć odpowiedzialność!",3,106,4,113,"Jun 3, 2025 · 7:11 AM UTC",345,51,
11,Toma_G_,Leki niech wezmą,0,0,0,0,"Jun 3, 2025 · 4:00 PM UTC",16,3,
12,MarcinNajman,"Ręce precz od dzieci! Ci którzy hejtują tę dziewczynkę, córkę Prezydenta Elekta, jesteście obrzydliwi i wstyd mi, że jesteście Polakami! @NawrockiKn @trzaskowski_ @donaldtusk @AndrzejDuda",32,802,292,1126,"Jun 2, 2025 · 6:36 PM UTC",187,24,
13,Ququable,Może warto wysłuchać…🤷‍,0,0,0,0,"Jun 3, 2025 · 4:00 PM UTC",23,3,
14,jaros_law_cz,"Uczciwego? Jak mu w kanale zero zwrócono uwagę że się myli w kwestii CPK to powiedział, że to sprawdzi, a potem na debacie w TVP brnął w kłamstwo bez refleksji",0,0,0,0,"Jun 3, 2025 · 4:00 PM UTC",159,30,
15,Anna62587073,"Przynajmniej już nie będzie musiał tych wszystkich głupot gadać. Rozchmurz się brygada, hej.",0,0,0,0,"Jun 3, 2025 · 4:00 PM UTC",92,13,
16,Kaszkyet,"Rafał Trzaskowski wrócił do stołecznego ratusza!🥳 Witamy ponownie w stolicy, Panie Rafale! No to skoro Pan już w końcu wrócił i jak sama rzeczniczka przekazała ""pracuje Pan pełną parą"", to możemy teraz czym prędzej zająć się tematem stadionu Polonii Warszawa, prawda? ...prawda?",0,4,3,7,"Jun 3, 2025 · 3:06 PM UTC",278,42,
17,WolnoscO,Ciekawostka‼ Rafał Trzaskowski nie ułaskawił ani jednego polityka podczas swojej 2-godzinnej prezydentury,1,73,32,106,"Jun 3, 2025 · 7:08 AM UTC",105,12,
