id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,KonradBerkowicz,"Skoro Rafał Trzaskowski tak bardzo się oburzał, że ktoś go nie nazywa prezydentem, tylko przewodniczącym lub wiceprzewodniczącym, to zreflektujmy się. Od teraz zwracajmy się do niego: „Panie Prezydencie!”. 🤡",0,15,20,35,"Jun 4, 2025 · 1:40 PM UTC",207,29,
2,MarekWoch2,"Szanowny Panie za mało kpin, pogardy, kłamstw i hejtu na mnie i p. @NawrockiKn zapewne było przyczyną porażki p. @trzaskowski_ 🤔a i Pana uwagi o kujonach też swoje zrobiły 🧐🤔, i koleżanka p. @DorotaWSch o dewastatorach #Debat coś wspominała 🤔🧐🫢. @K_Stanowski . @marcinfijolek - co do Pana zasług, to w innym wpisie .",0,2,2,4,"Jun 4, 2025 · 1:45 PM UTC",316,53,
3,RazemJajomyje,"Chcieliśmy serdecznie pogratulować @trzaskowski_ przejebania wyborów, robiliście co mogliście żeby przegrać i daliście radę. Jednocześnie rzyczymy @NawrockiKn wyjebania się na mordę<3",11,148,21,180,"Jun 3, 2025 · 7:56 PM UTC",183,21,
4,JedrzejKro11095,Zakopmy te rowy … Sadźmy razem do Ducha Puszczy … @szymon_holownia polewa … A PSL roznosi przystawki … Ps Najchętniej zapytałbym @trzaskowski_ jak mu smakowało piwo z naziolem @SlawomirMentzen,0,2,5,7,"Jun 4, 2025 · 1:11 PM UTC",192,29,
5,JDervill,"Wiem, ten jeden 1% który nie powinien być w szkole... Ten 1% ktory gdzieś w wpisie niżej twierdzi ze uczy morlanosci, bo czym chodzi po X i wypisuje takie posty To sie nazywa hipokryzja a nie morlanosc i człowieczeństwo..",0,1,0,1,"Jun 4, 2025 · 12:07 PM UTC",221,39,
6,ReXeR289044,"Dostał gratulacje. Przyznam, że w niego nie wierzyłem, ale nie udało mu sie nic zepsuć przez 2h więc jego prezydenture uznaje za plus",0,0,0,0,"Jun 4, 2025 · 1:58 PM UTC",133,23,
7,RobertRIPRobert,"Gdyby wygrał 1 głosem, to by wygrał. I Twoje fikołki nic nie pomogą. Ci, którzy nie poszli na wybory, mieli jednakowo wywalone na obie strony. Nie pocieszaj się.",0,0,0,0,"Jun 4, 2025 · 1:58 PM UTC",161,28,
8,sjastrzebowski,"Ponieważ jestem człowiekiem podłym a także nikczemnym postanowiłem przeprowadzić haniebny eksperyment na żywym organizmie. Eksperyment brutalny, bolesny i bez odrobiny znieczulenia. W zasadzie eksperyment został przeprowadzony na 5 tysiącach organizmów, bo tylu właśnie mam „znajomych” na facebooku, którzy chcąc nie chcąc stali się po części ofiarami. Niestety, też boleję, co robić… Otóż napisałem sobie na swoim facebooku taki oto komunikat: „Tymi, którzy chcą oddać Polskę w łapy Niemcom po prostu gardzę i nie ma tu przestrzeni do dyskusji. Więc jeżeli z jakiegoś powodu takie kanalie i zdrajcy znalazły się wśród moich znajomych to raczej proszę się żegnać...”. Tak mnie tam naszło, tak sobie napisałem, jakbym do butelki włożył list i zakopał, bo przecież byłem święcie przekonany, że nikt mi nie odpowie! No bo jak? - Cały tekst w GPC poniżej...",3,50,13,66,"Jun 4, 2025 · 9:56 AM UTC",853,130,
9,wawelnica,"No i git, zabierz go pan do tej swojej alternatywnej rzeczywistości i żyjcie sobie i nam dajcie żyć w spokoju.",0,0,0,0,"Jun 4, 2025 · 1:58 PM UTC",110,20,
10,Monika_k71,"Prezydent @trzaskowski_ z kulturą i spokojem odpowiedział na chamskie zaczepki funkcjonariusza WPolsce. Mogliśmy mieć prezydenta z klasą, z którego będziemy dumni. Znowu było o włos...",2,57,44,103,"Jun 4, 2025 · 10:20 AM UTC",184,25,
11,PiotrZygado1,"Też tego oczekuję, ale Bodnar działa zbyt wolno.",0,0,0,0,"Jun 4, 2025 · 1:58 PM UTC",48,8,
12,Dagacaign,Euh.. owszem ale łatwo nie było przegrać mimo wszystko,0,0,0,0,"Jun 4, 2025 · 1:58 PM UTC",54,9,
13,anna_swiergocka,"Wiecie co to jest? To kolejna partia drzew, która jedzie sobie Niemiec, spod holenderskiej granicy, prosto na Plac Bankowy w Warszawie! Blisko 1 tysiąc km jadą niemieckie drzewa, za pieniądze Warszawiaków. Tak wygląda patriotyzm gospodarczy , którym @trzaskowski_ chwalił się w kampanii prezydenckiej. O śladzie węglowym nawet nie wspomnę 🤨 #Warszawa #trzaskowski #placbankowy",10,347,26,383,"Jun 4, 2025 · 8:56 AM UTC",376,53,
14,paweljablonski_,"Co to jest za towarzystwo… Tusk, Murański, Kanigowska, Trzaskowski, Nitras... Na szczęście ich kampania kłamstw i nienawisci przegrała!",1,133,12,146,"Jun 4, 2025 · 12:49 PM UTC",135,18,
15,Load newest,Brak treści,0,0,0,0,,11,2,
16,WspolnotaPamiec,W Sejmie trwa debata o ustanowieniu 11 lipca Dniem Pamięci o Polakach – ofiarach ludobójstwa dokonanego przez OUN-UPA. Dziękujemy Panu Posłowi prof. @A_Zapalowski za przypomnienie naszej akcji #WołyńNaPowązki i apelu do @trzaskowski_ i Rady Miasta Stołecznego @warszawa o odblokowanie inicjatywy budowy na Powązkach Wojskowych pomnika ofiar ukraińskiego ludobójstwa.,2,71,8,81,"Jun 3, 2025 · 5:23 PM UTC",366,48,
17,LycPaw79,"TVP wylewało na Nawrockiego szambo od rana do wieczora, mimo to na debatę poszedł. Trzaskowski stchórzył i do Republiki nie przyszedł.",0,0,0,0,"Jun 4, 2025 · 1:58 PM UTC",134,21,
18,k57879142,"Mimo wszystko bardzo cieszymy się, że zostanie Pan z nami, Warszawiakami, jako nasz prezydent! Jesteśmy z Panem!",0,0,0,0,"Jun 4, 2025 · 1:58 PM UTC",112,17,
19,anna_swiergocka,"Wiecie co to jest? To kolejna partia drzew, która jedzie sobie Niemiec, spod holenderskiej granicy, prosto na Plac Bankowy w Warszawie! Blisko 1 tysiąc km jadą niemieckie drzewa, za pieniądze Warszawiaków. Tak wygląda patriotyzm gospodarczy , którym @trzaskowski_ chwalił się w kampanii prezydenckiej. O śladzie węglowym nawet nie wspomnę 🤨 #Warszawa #trzaskowski #placbankowy",10,347,26,383,"Jun 4, 2025 · 8:56 AM UTC",376,53,
20,Kryhor,Gdy Trzaskowski ci podjebał wszystkie buty na grubej podeszwie.,8,108,18,134,"Jun 4, 2025 · 7:26 AM UTC",63,9,
21,Pani_Teosia,Trzaskowski to syn agentki SB...nie orzeszkadzaloby Ci aby byl Prezydentem? Doradcow sie ciolku czepiasz a glosowales na komunistyczny pomiot?,0,0,0,0,"Jun 4, 2025 · 1:57 PM UTC",142,19,
22,NigdyWiecejPiS,Nigdy w historii Polska nie miała tak mądrego i wysoko wykwalifikowanego kandydata na prezydenta jak Rafał Trzaskowski. Ale Polacy wolą osiedlowego dresa. Będziecie tego żałowali wiele lat.,32,974,1303,2309,"Jun 3, 2025 · 12:24 PM UTC",189,27,
23,wgglc80,Prezydent @trzaskowski_ piped.video/shorts/yRYZG16p2…,0,0,0,0,"Jun 4, 2025 · 1:57 PM UTC",53,3,
