id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,Nowak48281083,Hołownia to w ogóle badziew .Trzaskowski zaszkodziłby Polsce swoją płytka klimatyczna tak poza tym przeczytaj książkie .Niebezpieczne związki Rafała Trzaskowskiego .Polecam,0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",172,21,
2,Adbodnar,"Prokuratorzy oraz funkcjonariusze policji intensywnie pracują, by winni oszustwa, w którym poszkodowanych jest blisko 7000 osób w całej Polsce, ponieśli odpowiedzialność. Zapadła decyzja o tymczasowym aresztowaniu Moniki J., byłej głównej księgowej oraz prokurent spółki Cinkciarz_pl. Usłyszała zarzut współdziałania w popełnieniu przestępstwa oszustwa. Przyznała się do popełnienia zarzuconego jej czynu. Wcześniej w tej sprawie aresztowany został Robert G., członek zarządu Cinkciarz_pl i jednocześnie prezes zarządu spółki Conotoxia, powiązanej z Cinkciarz_pl. Prokurator złożył także do sądu wniosek o tymczasowe aresztowanie Marcina P., prezesa zarządu Cinkciarz_pl, w celu wszczęcia jego poszukiwań listem gończym. Śledztwo prowadzi zespół w Prokuraturze Regionalnej w Poznaniu (@Prok_Regio_POZ), w którego skład wchodzi łącznie 12 osób, w tym prokuratorzy oraz funkcjonariusze Policji. 25 kwietnia odbyło się w Warszawie spotkanie przedstawicieli Ministerstwa Sprawiedliwości i prokuratorów z reprezentacją osób poszkodowanych. W czasie spotkana podkreślono najwyższy priorytet prowadzonego postępowania. Więcej informacji na stronie Prokuratury Regionalnej w Poznaniu: gov.pl/web/pr-poznan/kolejny…",1,36,28,65,"Jun 5, 2025 · 10:19 AM UTC",1206,145,
3,ada_popiel,"Jako wyborca Prezydenta Rafała Trzaskowskiego, proszę o ponowne przeliczenie głosów: @donaldtusk @Platforma_org @trzaskowski_ @SlawomirNitras @pomaska @WiolaPaprocka @Kwiatkowski2011 @kobietynawybory",0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",199,18,
4,jania92_j,Zrób ankietę niech ludzie powiedzą na kogo głosowali w 2turze,0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",61,10,
5,ManOfWorseSort,"Nie podobało mi się zachowanie @trzaskowski_ gdy w 2020 mimo wałów z głosowaniem za granicą i w DPSach spotkał sie z Dudą i mu gratulował. Znów mamy powtórkę, gratulacje i na 5 lat mamy patoprezysneta pomimo tego, ze wynik na żyletki i nie ma kontroli procesu głosowania. LIPA!!!",0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",279,48,
6,gfkot,"Cud nad urną, aż musiałem sprawdzić: OKW nr 95 Kraków - 218 głosów Nawrockiego z I tury rośnie w II turze do 1.132 głosów. Trzaskowski 550 -> 540 Takie to były wybory.",31,379,100,510,"Jun 5, 2025 · 8:45 AM UTC",167,32,
7,Monika_TeoriaZ,".@ko_klub @KO_Obywatelska zacznijcie sprawdzać te cuda, bo zaraz okaże się z pół miliona więcej miał Trzaskowski",0,47,2,49,"Jun 5, 2025 · 10:20 AM UTC",112,16,
8,wmesolowsky,"Najważniejsze osoby w Państwie mówią, żeby się uspokoić - zastosuje się Pani? ""Będziemy apelowali do naszych środowisk, żeby zrobili sobie detoks od Twittera [obecnie X] - mówił Szymon Hołownia. - Trzeba obniżyć temperaturę, musimy skupić się na konkretach, bo z Karolem Nawrockim, PiS-em i Konfederacją nie będzie nam łatwo - dodał. - Koniec biadolenia. Mamy plan dla Polski - dodał Władysław Kosiniak-Kamysz. - Emocje zostały opanowane. Przekażemy środowiskom prośbę o większy dystans - dodał Włodzimierz Czarzasty.""",0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",518,76,
9,KrokodylG,"Ta, ręką ułożona na fotelu, oparta, nie bezwładnie tylko w napięciu, pięści zaciśnięte u obojga. Wszystko pod publikę...",0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",120,18,
10,rubaj_grzegorz,Chyba w waleniu dziwek w burdelu.Takich jak ty.,0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",47,8,
11,mirosaw1594048,Byli pewni że wałki wypaliły,0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",28,5,
12,stefan9977345,Nawet sen udają...,0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",18,3,
13,iptasiek,Świnie już nakarmiłaś ?,0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",23,4,
14,pnstrzelecki,"Patriotyzm gospodarczy to dbanie o pieniądze podatników - jeśli ""niemieckie"" drzewa są tańsze, to wygrywają przetarg. Nikt nie broni ""polskiemu"" dostawcy (albo Ukraińcowi działającemu w Polsce) zaoferować tańszych dostaw. Może mu Pani dopłacić z własnej kieszeni nawet.",1,2,40,43,"Jun 4, 2025 · 9:01 AM UTC",269,37,
15,rafaltrza153743,Przejrzyj komisję 35 w Tychach może sam coś zrozumiesz Trzaskowski w drugiej turze do 1 tury traci wyborców a cała demokratyczna strona idzie na Nawrockiego w 100%,0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",163,27,
16,Frank_Rubel,Wreszcie uchodźcy mają gdzie rozbijać swoje namioty. Brawo!,0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",59,8,
17,Load newest,Brak treści,0,0,0,0,,11,2,
18,MarekMatysik,🤣🤣🤣,0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",3,1,
19,NigdyWiecejPiS,Nigdy w historii Polska nie miała tak mądrego i wysoko wykwalifikowanego kandydata na prezydenta jak Rafał Trzaskowski. Ale Polacy wolą osiedlowego dresa. Będziecie tego żałowali wiele lat.,34,1219,1518,2771,"Jun 3, 2025 · 12:24 PM UTC",189,27,
20,valdi448,"Zostaw Warszawę i załóż partię, Centro- Lewice.",0,0,0,0,"Jun 5, 2025 · 10:37 AM UTC",47,7,
