id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,P88POZNAN,nie tracę czasu na manipulatorków anonimowych bez foty. Równie dobrze mogę podyskutować ze ścianą.,0,0,0,0,"Jun 3, 2025 · 8:09 AM UTC",98,14,
2,Renata512339531,"W 2020 roku Dworczyk pisał w mailu, że Trzaskowski wygrał z Dudą. Nikt nie kiwnął palcem!!! Trochę protestów... łyknęli tę przegraną jak pelikan rybę. Teraz też tak będzie? Kur...co to jest 300 tysięcy głosów? Dacie sobie nasrać na głowę Koalicjo? Kolejny raz?",0,35,3,38,"Jun 3, 2025 · 6:00 AM UTC",260,42,
3,Aleksan08779657,Podkarpaciu mówimy stanowcze nie,0,0,0,0,"Jun 3, 2025 · 8:09 AM UTC",32,4,
4,amuse,POLAND: The presidential runoff election scheduled for today is too close to call. On the left you’ve got the Soros-backed Rafael Trzaskowski and on the right the Trump-endorsed Karol Nawrocki. Pray for Karol and the Polish patriots today.,24,791,105,920,"Jun 1, 2025 · 11:32 AM UTC",239,38,
5,rafalhubert,"Panie @donaldtusk mając na uwadze poważne problemy pańskiego rządu wynikające ze zwycięstwa wyborczego pana @NawrockiKn wyjściem z impasu jak sądzę było by powierzenie teki @PremierRP panu @trzaskowski_, który jako jedyny polityk pana środowiska po zakończonych wyborach ma mandat milionów Polaków. Prezydent Warszawy ma przecież gotowy plan na sukces Polski który dopiero zaprezentował podczas zakończonych wyborów podczas których prezentował także ogromną determinację by go zrealizować. Polska potrzebuje jak nigdy radykalnych i odważnych zmian.",3,60,56,119,"Jun 3, 2025 · 7:44 AM UTC",548,72,
6,2410173c7522407,"Przepraszać trzeba za błędy, a nie za to, że Polacy wybrali inaczej. Trzaskowski przegrał z powodu złej kampanii, tylko dlatego, że ludzie nie chcą już fałszywego uśmiechu, pustych haseł i grania pod zagraniczną publikę. Nie pomogły miliony, celebryci, media po waszej stronie",0,1,3,4,"Jun 3, 2025 · 7:52 AM UTC",276,42,
7,PiotrSemka,"Unikalne nagranie z tych niedzielno- wieczornych dwoch godzin gdy wydawało się, że Trzaskowski wygrał. Bodnar miał już plan blitzkriegu, który miał całkowicie ubezwłasnowolnić wymiar sprawiedliwości.",4,110,10,124,"Jun 3, 2025 · 7:03 AM UTC",199,25,
8,WiolaPaprocka,"Przepraszam. Mieliśmy świetnego kandydata, uczciwego i dobrego człowieka, a nie dowieźliśmy. Dziękuję, bo mieliśmy od Was ogromne wsparcie. Jesteście wspaniałym teamem. Bądźcie z @trzaskowski_ on zrobił wszystko co mógł. Ja jeszcze raz przepraszam.",20,32,257,309,"Jun 3, 2025 · 7:41 AM UTC",248,33,
9,MarioAwario,"Chciałem tylko Wam powiedzieć, że 10,3 mln wyborców @trzaskowski_ to jest olbrzymia baza do zagospodarowania",0,33,11,44,"Jun 2, 2025 · 6:42 PM UTC",108,15,
10,JanMolskiIII,"Nie. Mieliście beznadziejnego kandydata. Widać to było w okresie po pierwszej debacie w Końskich, w której narracja o super Trzaskowskim się posypała. Po ten już tylko było z górki. Nie wyrabialiście jako cała platforma, a dobiciem była objazdówka Tuska po mediach. I taka prawda. Zrozumcie, że ludzie WAS nie chcą.",0,2,0,2,"Jun 3, 2025 · 8:06 AM UTC",315,50,
11,jacek_liberski,"""Duży negatywny elektorat"", o którym pisze @Jack_Kapela, i negatywne oceny rządu, z czym został sklejony @trzaskowski_, związane są z całkowitym brakiem polityki informacyjnej rządu, co art z @oko_press potwierdza. Nie Tusk jest zły, tylko polityka info. oko.press/wybory-to-byl-pleb…",3,35,19,57,"Jun 3, 2025 · 6:49 AM UTC",284,37,
12,Magosia26015142,Ty widzę przemoc od rana wybierasz...,0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",37,6,
13,DoRzeczy_pl,Projekt KO trafił do Sejmu tuż przed ciszą wyborczą. #Trzaskowski miał podpisać ustawę? dorzeczy.pl/kraj/735453/ko-c…,0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",117,14,
14,PatynaMarcin,"A taki byłeś pewny, tak się woziłeś ze swoimi mądrościami, teraz pozostało Ci wycie i szukanie winnych.",0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",103,17,
15,AngelTe17423641,"qrva, morawieckim mnie się odbiło, jak przeczytałem tą propozycję",0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",65,9,
16,lechostach,Rafał - jedziesz Michnikiem? To już miało se ne vratit... Wasz Prezydent - nasz Premier.,0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",88,15,
17,al_Iskandrija,List otwarty do premiera @tusk i @trzaskowski_ po wyborach prezydenckich 2025 facebook.com/share/19vpjRqDj…,0,1,0,1,"Jun 3, 2025 · 8:03 AM UTC",107,12,
18,Load newest,Brak treści,0,0,0,0,,11,2,
19,MiMichalewicz,"Zorganizowaliście bezprecedensową kampanię nienawiści, którą chcieliście podeprzeć kandydaturę skrajnego progresywisty. Przez pierwszą fazę kampanii przebraliście Trzaskowskiego w patriotyczny mundurek w celu wprowadzenia w błąd opinii publicznej. Przegraliście. Wygrała Polska",0,1,1,2,"Jun 3, 2025 · 8:00 AM UTC",277,29,
20,WiolaPaprocka,"Przepraszam. Mieliśmy świetnego kandydata, uczciwego i dobrego człowieka, a nie dowieźliśmy. Dziękuję, bo mieliśmy od Was ogromne wsparcie. Jesteście wspaniałym teamem. Bądźcie z @trzaskowski_ on zrobił wszystko co mógł. Ja jeszcze raz przepraszam.",20,32,259,311,"Jun 3, 2025 · 7:41 AM UTC",248,33,
21,RowickiDominik,Przestanie być prezydentem Warszawy. Sprytne!,0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",45,5,
22,piotr_nn,"Turyści i urlopowicze. Warmińsko-Mazurskie głosowało za @trzaskowski_ . Zapraszamy do nas na wakacje i wypoczynek. Gór nie mamy ale są wspaniałe lasy i jeziora. Okręgi głosujące za: Olsztyn i Elbląg- miasta, Giżycko, Węgorzewo, Ostróda, Mrągowo, Kętrzyn, Lidzbark, Bartoszyce.",10,169,142,321,"Jun 2, 2025 · 11:47 PM UTC",276,38,
23,JakubKubunio,"My tu jako wolontariat zrobiliśmy lepszą kampanię w internecie niż cały wasz sztab razem wzięty. Jesteście bandą leni i amatorów, przez których Polska przez 5 lat będzie miała sutenera i kibola w roli głowy Państwa. Wstyd i hańba.",0,12,7,19,"Jun 3, 2025 · 7:57 AM UTC",230,38,
24,CM_tax,,0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",0,0,
25,Polawiacz_perel,Akurat blisko Rosji (Obwód kaliningradzki) więc zapewne będziesz czuła się jak w domu🤗,0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",86,13,
26,PiotrWiel,"W @tvn24 eksperci drugi dzień tłumaczą dlaczego @trzaskowski_ przegrał wybory. Zgadnijcie jak tłumaczą? Tak, zgadliście! Społeczeństwo jest głupie i wymaga edukacji.",1,126,84,211,"Jun 3, 2025 · 7:22 AM UTC",165,21,
27,PablusFloydus,Jesteś Pan okrutny!,0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",19,3,
28,Micha67665571,"Chłop a zwłaszcza sztab nie uczy się na błędach z przed 5 lat. Pycha, tchórzostwo i brak dobrego PRowca. Plus otoczony ludźmi którym powinno odebrać się dostęp do internetu na czas kampanii.",0,0,0,0,"Jun 3, 2025 · 8:08 AM UTC",190,32,
29,CastelGandolfo3,"Do piątku byłem straszony że w żadnym razie nie może wygrać Trzaskowski bo będzie ""domkniecie systemu"". Pierwszy dzień po wyborach a pisowcy coś ujadają o dymisji rządu I chcą do koryta przecież wtedy domkną system i będą dziś się rzeczy straszne. Jak wy sobie to racjnalizujecie?",0,7,13,20,"Jun 2, 2025 · 9:25 PM UTC",280,46,
30,AMourning2,"Jeśli ktoś ma jakieś watpliwości gdzie są wartości, a gdzie zbydlęcenie i dlaczego być wyborcą PO, czy KO znaczy tyle, co być śmieciem, niech przeczyta, co wyborcy @trzaskowski_ piszą o 7-letniej Kasi. Atak na dziecko separuje Nas tak, jak chlew separuje ludzi, od świń.",0,49,0,49,"Jun 2, 2025 · 10:57 PM UTC",270,44,
