id,username,fullname,text,likes,retweets,replies,quotes,date,word_count,text_length,link
1,Miszczunio2,Miszczunio,Czarnecki???,0,0,0,0,"Jul 22, 2025 · 9:20 AM UTC",1,12,https://nitter.net/Miszczunio2/status/1947587634349347254#m
2,P_Huz4r,Piotr Huz4r,"IMO aktualny stan wyklucza „rząd techniczny” oparty na zdradzie Hołowni/PSL/KO: PiS + Konfa to 205 mandatów, brakuje 26, to ogromna bariera. Rząd taki powstałby dopiero po nieoczekiwanych wydarzeniach politycznych jak masowy rozłam w obozie rządzącym, to wydaje się mało realne.",0,0,0,0,"Jul 22, 2025 · 9:20 AM UTC",40,278,https://nitter.net/P_Huz4r/status/1947587544281190760#m
3,KoronaWarszawa,Korona Warszawa,Gdzie jest @Policja_KSP ⁉️Panie @trzaskowski_ czy to ma być ta bezpieczna Warszawa⁉️,1,0,0,0,"Jul 22, 2025 · 9:19 AM UTC",12,84,https://nitter.net/KoronaWarszawa/status/1947587259319881803#m
4,PrimusRomanum,Roman Kołbuc,"🎲 Nadal niewiele wiadomo: - Trzaskowski (2 godziny), - Nawrocki (2 miesiące), - Hołownia (kwartał ?), - RT lub KN (4,5 roku). #Ála #PrezydenciRP",0,0,0,0,"Jul 22, 2025 · 9:18 AM UTC",24,144,https://nitter.net/PrimusRomanum/status/1947587116206330312#m
5,IlonaIrek371,Ilona,I po co?,0,0,0,0,"Jul 22, 2025 · 9:18 AM UTC",3,8,https://nitter.net/IlonaIrek371/status/1947586943350673647#m
6,luk4spl87,Łukasz,Przecież Trzaskowski nie zostanie prezydentem 🇵🇱 🤷🏻‍♂️,0,0,0,0,"Jul 22, 2025 · 9:18 AM UTC",7,54,https://nitter.net/luk4spl87/status/1947586925423886841#m
7,Jacek_Tarnowski,Jacek Tarnowski,Uśmiechnijcie się brygada @trzaskowski_,0,0,0,0,"Jul 22, 2025 · 9:17 AM UTC",4,39,https://nitter.net/Jacek_Tarnowski/status/1947586775603425539#m
8,CesarskiMisiek,CESARZ_NORBERT III WIELKI,‼️‼️‼️halo rodacy Ludzie mają znieczulice z obawy ze zostaną oskarżeni o rasizm jak by spróbowali ruszyć z pomocą ‼️‼️ 🫵🏻👉🏻Jeżeli czarnuch będzie bił białego to nic się nie stało Ale jak biały będzie bił czarnucha to już jest rasizm ksenofobia itp Oni czyja się bez karni,0,0,0,0,"Jul 22, 2025 · 9:17 AM UTC",46,271,https://nitter.net/CesarskiMisiek/status/1947586766896058508#m
9,Arachnidualny,Arachnid,"No i niech mu ziemia lekką będzie. Ale pisanie o nim 'ekspert wojskowy'? On już w marcu 2022 roku mówił w wywiadzie, że 'Rosjanie gonią resztkami sił'. Bądźmy poważni...🎩 wiadomosci.radiozet.pl/Gosc-…",0,0,0,0,"Jul 22, 2025 · 9:17 AM UTC",30,200,https://nitter.net/Arachnidualny/status/1947586735032176661#m
10,Grzesiek800,Grzesiek 800,"Dokładnie u mnie w miescie co raz gorzej czarni chindusi i h.j wie kto jeszcze i to w ciągu 5,6 miesiecy",0,0,0,0,"Jul 22, 2025 · 9:17 AM UTC",21,104,https://nitter.net/Grzesiek800/status/1947586729776714036#m
