id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,pRUSZKIEWICZ,"Grafiki wrzucała przez kilka dni. Antypisowski ściek. Proszę mi wierzyć. Zasłużona działaczka, startująca z list @Platforma_org w wyborach do europarlamentu. Wzorcowy przykład kompletnego otumanienia antypisowskiego.",0,0,0,0,"Jun 4, 2025 · 5:03 PM UTC",216,25,
2,4KTjanek,"Imagine ogladasz ten filmik i dalej mowisz ze Nawrocki, Trzaskowski i Mentzen to lepsi kandydaci na prezydenta",1,205,74,280,"Jun 3, 2025 · 10:35 AM UTC",110,17,
3,DK7409,"Zbudujecie jeszcze jedną kładkę, drugie muzeum sztuki nowoczesnej czy zwęzicie kolejną arterię komunikacyjną. Może kolejny transport drzewek z Niemiec zamówiliście? Pokażcie rozmach, niech będą po 100tys/sztuka, aaa co!",0,0,0,0,"Jun 4, 2025 · 5:03 PM UTC",219,28,
4,anna_swiergocka,"Wiecie co to jest? To kolejna partia drzew, która jedzie sobie Niemiec, spod holenderskiej granicy, prosto na Plac Bankowy w Warszawie! Blisko 1 tysiąc km jadą niemieckie drzewa, za pieniądze Warszawiaków. Tak wygląda patriotyzm gospodarczy , którym @trzaskowski_ chwalił się w kampanii prezydenckiej. O śladzie węglowym nawet nie wspomnę 🤨 #Warszawa #trzaskowski #placbankowy",22,1021,88,1131,"Jun 4, 2025 · 8:56 AM UTC",376,53,
5,MarekBrzeg,"D. Tusk 2007: my was nie oszukamy 2011: teraz już spełnimy obietnice 2015: PiS was oszukuje 2019: dajcie nam szansę 2023: w 100 dni będziecie szczęśliwi i bogaci 30 maja 2025: Jak Trzaskowski wygra - spełnimy obietnice! 2 czerwca 2025: Obiecuję, że teraz weźmiemy się do roboty!",12,732,28,772,"Jun 3, 2025 · 1:58 PM UTC",278,47,
6,Arek456474Arek,"Władek, kiedy opijamy przegraną Dupiarza, Hołowni i Twoją?",0,1,0,1,"Jun 1, 2025 · 11:56 PM UTC",58,8,
7,StZaryn,"Rządowy Parasol ochronny okazał się propagandową fasadą. Instytucje zaangażowane w tej projekt nie poradziły sobie z kampaniami nielegalnie wspierającymi @trzaskowski_. Materiały mediów, ekspertów i raport OBWE jest jednoznaczny. Ktoś powinien odpowiedzieć za blamaż.",0,12,3,15,"Jun 4, 2025 · 4:36 PM UTC",267,33,
8,cezarykrysztopa,"#KrysztopaKrysztopizuje @trzaskowski_ dla @DoRzeczy_pl A jakby kto pytał o Patronite, to jest tutaj;) patronite.pl/CezaryKrysztopa",1,18,1,20,"Jun 4, 2025 · 4:54 PM UTC",130,14,
9,agnieszkawolsk9,"Chyba, że do gry weszły ""jakieś"" służby, i te stojące po stronie @NawrockiKn okazały się skuteczniejsze i silniejsze, niż służby mocodawców stojących za @trzaskowski_ . Wyjątkowo szybko i bez szemrania wynik wyborów prezydenckich uznała @vonderleyen i @_FriedrichMerz ...",1,4,20,25,"Jun 4, 2025 · 11:50 AM UTC",271,38,
10,PatriociRAZEM,"Nie proszę Pana, to Trzaskowski i rząd są winni, a nie my czy wyborcy",0,0,0,0,"Jun 4, 2025 · 5:03 PM UTC",69,14,
