id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
1,CULEX3SX,Ćpuna i mitomana nazywasz świetnym kandydatem? 🤣 🤣 🤣 🤣 🤣 🤣,0,0,0,0,"Jun 3, 2025 · 9:09 AM UTC",58,12,
2,5h00tingStar,Powiedzieć że zjebaliscie to nic nie powiedzieć. Mieliście chociaż jakąś firmę PR? Firmę od social media? Czy rzesze fanów którzy sami ciągnęli kampanię w necie? Jakieś postulaty mieliście? Przekaż? Może coś dla wyborców mentzena mieliście? Dramat! Dzięki za nast 5 lat pisiora,0,0,0,0,"Jun 3, 2025 · 9:09 AM UTC",277,42,
3,Ilona14061998,A ta Pani posłanka mogłaby posłuchać co ludzie mówią? Może niech Pani sobie obejrzy jakieś programy informacyjne z wczoraj i posłucha co mówią młodzi dlaczego na RT nie głosowali. Bo POPiS. Teraz będa wine na Hołownie zwalnać. Jak dziennikarze w to pójdą też to dno i wodorosty.,0,2,1,3,"Jun 3, 2025 · 7:35 AM UTC",278,47,
4,MrJohnBingham,"Już po wyborach, więc możemy wrócić do afery nielegalnego finansowania kampanii wyborczej @trzaskowski_ i nielegalnych działań prowadzonych m.in. za pośrednictwem firmy Estratos oraz spółek skarbu państwa i Fundacji Twój Głos Jest Ważny. Prawda, @Adbodnar?",9,305,13,327,"Jun 3, 2025 · 7:34 AM UTC",256,34,
5,P_SlomiaC,Nie macie za co! Polska się cieszy!,0,0,0,0,"Jun 3, 2025 · 9:09 AM UTC",35,7,
6,MichalWawer,"Rozmowa w @PolsatNewsPL Po stronie pana Rafała Trzaskowskiego mamy aferę z nielegalnym finansowaniem spotów wyborczych z zagranicy. I oczywiście pan Rafał Trzaskowski twierdzi, że on z tym nie miał nic wspólnego, ale tak się dziwnie złożyło, że do jego profilu facebookowego miały dostęp osoby z Węgier i Belgii, czyli dwóch krajów, gdzie są biura firmy Estratos, która te nielegalne reklamy finansowała.",3,113,10,126,"Jun 2, 2025 · 10:02 AM UTC",404,61,
7,WydBialyKruk,"Wygadał się @Adbodnar co zrobiliby od razu, jakby prezydentem został #Trzaskowski Posłuchaj",5,104,13,122,"Jun 2, 2025 · 12:24 PM UTC",91,12,
8,A12388796437,Każdy byle nie Trzaskowski.,0,0,0,0,"Jun 3, 2025 · 9:09 AM UTC",27,4,
9,Gregore18877542,"Gdzie były lokalne struktury platformy? W powiecie puckim nikogo nie było kto by walczył o wyborców, zero zaangażowania. Masakra, macie za dużą dumę by starać się o wyborców? Jaśnie państwo z Platformy?",0,0,0,0,"Jun 3, 2025 · 9:09 AM UTC",202,32,
10,59aidualk,Pierdolniete psychopatki.,0,0,0,0,"Jun 3, 2025 · 9:09 AM UTC",25,2,
