id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,JarekJarko0000,"Nawrotka to słup ogłoszeniowy tylko . Cała polska to tylko słup ogłoszeniowy. Nie rozumiecie tego ? Te sfałszowane wybory wam jeszcze tego nie uświadomiły ,że to tylko ustawka,teatrzyk dla mas?????",0,0,0,0,13-08-25,197,30,,https://nitter.net/JarekJarko0000/status/1955753801618743600#m
2,UClownWorldE,"Mówi przedstawiciel partii która wygrała wybory bo KE specjalnie mroziła KPO by osadzić w Polsce swój rząd, do czego nawet politycy PO na czele z Trzaskowskim się przyznali",0,0,0,0,13-08-25,172,28,,https://nitter.net/UClownWorldE/status/1955753377369088170#m
3,JarekJarko0000,"To nie ma znaczenia kim był . Katolicy wierzą ,że zesłał go Jezus ,jest niepokalany pomimo że pokalany. Nawet gdyby był pedofilem to i tak wygrał by w tym kraju wybory . 99% tego ,,narodu "" to temat psychiatryczny .",0,0,0,0,13-08-25,215,40,,https://nitter.net/JarekJarko0000/status/1955753326286438546#m
4,HolikKatar9573,Nowogrodzki potwierdził wielkopoddańczość Trumpowi. I o tym były te sfałszowane wybory.,0,0,0,0,13-08-25,87,11,,https://nitter.net/HolikKatar9573/status/1955753324067881319#m
5,s_niesiolowski,"Są i dobre wiadomości; wybory prezydenta Zabrza;1 Ewa Weber KO, 2 lewica, 3 nacjonalista, klęska PiS i konfy. W Piotrkowie Tryb. pisowcy chcieli w referendum odwołać Radę i przejąć władzę, nie zebrali podpisów - klęska. Zdycha wymyślona przez PiS afera KPO - blask prawdy wygrywa.",1,198,16,215,13-08-25,280,45,,https://nitter.net/s_niesiolowski/status/1955635516357202109#m
6,TomaszJanusz,"Alternatywny scenariusz, Trzaskowski wygrywa wybory prezydenckie. Córka prezydenta Warszawy, Aleksandra Trzaskowska dostaje program w TVN24 wpadający w niedzielną ramówkę. Jaka byłaby reakcja prawicy? ▶️ TVN24 kupuje sobie względy w Prezydenta. ▶️ Trzaskowski gwarantuje sobie brak krytycznych materiałów na jego temat. ▶️ Oczywiście zdrada Polski, bez niej nie ma inby. ▶️ Wydanie specjalnie w Republice z najbardziej soczystymi paskami. Może nawet staliby pod TVNem, tak jak stali pod hotelem ABW w kampanii wyborczej?",0,12,10,22,13-08-25,520,72,,https://nitter.net/TomaszJanusz/status/1955669969867342212#m
7,bigmacslayer231,polskie kible gdyby rafal trzaskowski wygrał wybory,1,21,1,23,12-08-25,51,7,,https://nitter.net/bigmacslayer231/status/1955291059681939893#m
8,PrawakMatii,"🔊🔊 POwiedziałeś pan, że jak przegracie wybory prezydenckie, to pójdziesz pan do piekła🙄 To jak? Kiedy się pan tam wybierasz? Polacy pytają🤔",1,16,2,19,13-08-25,139,22,,https://nitter.net/PrawakMatii/status/1955717618528026984#m
9,jan04345527,"Dziś widać wyraźnie, Trump pomógł sfałszować wybory w Polsce, a następnie naciskał by nie przeliczać głosów, by mieć Alfonsa do ruchania Polski. Tak to USA chcą za pomocą tych kurew prawicowych zrobić z Polski prostytutkę do sutenerowania.PDT musi pokazać kto rządzi. Jeśli nie..",0,38,8,46,13-08-25,279,43,,https://nitter.net/jan04345527/status/1955694658807324782#m
10,JarekJarko0000,"Jaruzelski sprzedał polskę rokefelerowi. My nie mamy panstwa suwerennego . Jestesmy wlasnoscią rokefelerów . A kolejne rządy itp to taki teatrzyk dla mas . Ostanie wybory prezydenckie juz jawnie to obnarzyly . Ze jestesmy idiotami . Wybory są teatrzykiem ,juz jest to jawne",0,0,0,0,13-08-25,273,43,,https://nitter.net/JarekJarko0000/status/1955752100673257482#m
