id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,MB06902598,"Wychodzimy na prostą,wiele obietnic spełnionych . Rośniemy w siłę 🔥🔥🎯🎯 Szczególne uznania dla Ministra Żurka @w_zurek Jeszcze tylko oprócz aktów oskarżenia,realne skazania, pozbawienie wolności i konfiskata rozszerzona. To kolejne wybory będą nasze. Ani kroku wstecz 📢 📢",1,38,16,55,23-10-25,270,37,,https://nitter.net/MB06902598/status/1981364078598660140#m
2,edwardpiotrows2,Fake poll -fałszywy sondaż !!! Czekamy na wybory parlamentarne 🤔🤔🤔,0,0,0,0,24-10-25,66,10,,https://nitter.net/edwardpiotrows2/status/1981656028841189735#m
3,zywron,"Tyle potrzebowaliście czasu, by skręcić wybory…",0,0,0,0,24-10-25,47,6,,https://nitter.net/zywron/status/1981656009794822271#m
4,DariuszMatecki,"My pracujemy nad programem, który ma być realizowany, ale przedtem ma oddziaływać na świadomość społeczną i decyzje wyborcze. ⚠️ Wybory muszą być aktem demokratycznym, a nie aktem manipulacji! @OficjalnyJK #MyślącPolska",0,6,2,8,24-10-25,219,30,,https://nitter.net/DariuszMatecki/status/1981648036796219504#m
5,Rebecca48431319,Wszyscy demokraci nie rozumieją że nawalaniem na nasz rząd i Premiera Tuska pomagają Kaczorowi wygrać następne wybory. Jeżeli chcemy polski demokratycznej za 2lata to niech się zastanowią jak się wypowiadają w mediach Jeżeli ekstremalna prawica wygra to nie będzie więcej wyborów,0,6,1,7,21-10-25,279,41,,https://nitter.net/Rebecca48431319/status/1980574179251613791#m
6,KRA59198,"A teraz odwrotnie tak nie zachowują sie politycy, wszystko zabraliście dla człowieka któremu nic nie udowodniliście, nie patrząc na rodzinę dzieci skąd wezmą na jedzenie a jak PIS wygra wybory to też będzie wam wszystko zabierał .Zacznie o Tuska I tak po szczebelku w dół.",0,0,0,0,24-10-25,272,45,,https://nitter.net/KRA59198/status/1981655731070791680#m
7,niestalkujboze,"Jak można kurwa nie znać jakiegokolwiek z tych polityków, to na chuj potem tacy ludzie wgl chodzą na wybory",0,0,0,0,24-10-25,107,19,,https://nitter.net/niestalkujboze/status/1981655684472008804#m
8,lachelndteufel,"Premier @DonaldTusk dzisiaj na konferencji prasowej: ""Mogę przyjmować zakłady, jeśli chcecie [...] My wygramy wybory w 2027 roku i nie oddamy władzy Kaczyńskiemu [...]"". DONALD TUSK TO SIGMA! PROSZĘ O RT!",2,133,131,266,23-10-25,204,31,,https://nitter.net/lachelndteufel/status/1981438832181469650#m
9,Jowita_W_,Jak sfałszujecie wybory to może wygracie.,0,26,9,35,24-10-25,41,6,,https://nitter.net/Jowita_W_/status/1981577070175232462#m
10,chrzanikx,Trzymajcie się czegoś XDDD Donald Tusk: „Mogę przyjmować zakłady jeśli chcecie. Wygramy wybory w 2027 i nie oddamy władzy Kaczyńskiemu”,23,154,304,481,23-10-25,135,20,,https://nitter.net/chrzanikx/status/1981433748278161655#m
