id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,kaszubka208727,"I to jest smutne, że rządzą nami tacy ludzie! Dobrze, że wybory prezydenckie wygrał dr Nawrocki, że nie udało im się domknąć systemu!",0,0,0,0,22-08-25,133,23,,https://nitter.net/kaszubka208727/status/1958843643222974802#m
2,GSynowczyk,"Słuszna uwaga, niestety za późno przeczytałem... TRZEBA POWTÓRZYĆ WYBORY!!!",0,0,0,0,22-08-25,75,9,,https://nitter.net/GSynowczyk/status/1958843640161198530#m
3,KoronyPolskiej,"Słyszeliście, że w Zabrzu odbywają się wybory prezydenckie? 📊 Rzecznik Korony, Poseł ze Śląska @Roman_Korona oficjalnie przekazał swoje poparcie jednemu z Kandydatów... 🔥 #Zabrze #Wybory #RomanFritz #KamilŻbikowski #Śląsk #KonfederacjaKoronyPolskiej",2,78,10,90,21-08-25,249,29,,https://nitter.net/KoronyPolskiej/status/1958551365606654203#m
4,82devlin82,"Skąd pewność,że wiarygodne,skoro do tej pory wybory są ""na gębę"" Enzo? Poza tym,pamiętam czasy,gdy wszyscy pluli na CBOS,bo rządowy, teraz też rządowy i nikt nie pluje😃 Ale fakt, teraz, za Tuska to nawet ""piekła kobiet"" już nie ma, choć nic się nie zmieniło. Obiektywizm kwiczy😎",0,0,0,0,22-08-25,278,45,,https://nitter.net/82devlin82/status/1958842922255741179#m
5,Polakokp,Sondaże też pokazywały że ktoś inny wygra wybory więc są tyle warte 🤣😂,0,0,0,0,22-08-25,70,13,,https://nitter.net/Polakokp/status/1958842838306759033#m
6,FlecistaRasista,"""PrZeLiCzyĆ GłoSy! WyBoRy SfAłszOwAne!""",0,0,1,1,22-08-25,39,4,,https://nitter.net/FlecistaRasista/status/1958842832245985364#m
7,tomekGwcst,"Szanowna Pani. Te wybory były między innymi o tym czy pani mąż będzie Ambasadorem RP. Naród uznał, że tego nie chce i woli kibola od kogoś kto by mu tę nominację dał. Proszę wolę narodu uszanować.",0,0,0,0,22-08-25,196,36,,https://nitter.net/tomekGwcst/status/1958842619619897510#m
8,Fastinfoo,"Lech Wałęsa w RMF powiedział, że jest przekonany, że to Rafał Trzaskowski wygrał wybory prezydenckie",4,5,42,51,06-08-25,100,15,,https://nitter.net/Fastinfoo/status/1952992813450244477#m
9,danieljelenyt,"Ta ustawa była kontrowersyjna społecznie, Platforma nie wyczuwa nastrojów społecznych i zaraz przewali kolejne wybory. Zaraz będzie zgrzytanie zębami, że zły PIS itp. Kto był przy pracującym wiatraku to wie, że jest głośno a mieszkanie blisko wiatraka nie należy do przyjemnych.",0,0,0,0,22-08-25,278,41,,https://nitter.net/danieljelenyt/status/1958842410814812553#m
10,archiritto,"To prawda, smutne ze Tusk wyruchał każdego kto myślał że coś się tu zmieni. Patałachy z platformy przerżną na własne życzenie następne wybory. Znów wroci PiS",0,0,0,0,22-08-25,157,26,,https://nitter.net/archiritto/status/1958842213955207205#m
