id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,Majki951,"Nie mowie tu o panu oczywiście bo zapewne chciał pan żeby ówczesny kandydat, który był przez was popierany wygrał wybory. Miałem na myśli tu pańskich kolegów z ugrupowania :) Szanuje za odpowiedź",0,0,0,0,07-10-25,195,32,,https://nitter.net/Majki951/status/1975552093412098119#m
2,KrystPawlowicz,"Oni cały czas NADZORUJĄ nasze wybory prezydenckie i ingerują w nie swymi działaniami i wystąpieniami.W celu STŁUMIENIA rzeczywistej woli Polaków.Przeciw demokracji. U vd LEYEN, Dean SPIELMANN z TSUE,Henna VIRKKUNEN z KE,czy Klaus BACHMANN,🇩🇪 lobbysta w Polsce. 18 V na wybory !",3,218,13,234,28-04-25,277,41,,https://nitter.net/KrystPawlowicz/status/1916837050210308118#m
3,MarekBrzeg,"Ryszard Petru: ""Ta Koalicja rządowa faktycznie nie spełniła wielu obietnic wyborczych z 2023 roku. Ale na wybory 2027 nie powinniśmy obiecywać tego samego, tylko trzeba wymyśleć coś innego"". - Coś innego, czego też nie zrealizujemy! 😆",6,145,22,173,06-10-25,234,36,,https://nitter.net/MarekBrzeg/status/1975256172752965915#m
4,okiemtomkaw,"Proszę wybaczyć, Panie Premierze @donaldtusk, ale Pan Siemoniak może Pana i KO kosztować przegrane wybory w 2027 roku. Podobna sytuacja była z Bodnarem, zmarnowane 2 lata. W tym wypadku wyborcy będą bezwzględni, a przecież, słowa Pana Premiera, ma Pan tylko ich, wyborców. Warto?",2,45,13,60,07-10-25,279,43,,https://nitter.net/okiemtomkaw/status/1975527929732886719#m
5,malinq420,Jak na razie to Ty uciekasz od odpowiedzi na pytanie i zmieniasz temat na mnie pytając o moje wybory polityczne.,0,0,0,0,07-10-25,112,20,,https://nitter.net/malinq420/status/1975551295626092743#m
6,okiemtomkaw,W skali całego kraju takich przypadków mogły być setki. Jak to wpłynęło na wynik wyborów? Czy wybory były uczciwe? Tego musimy się dowiedzieć.,0,17,0,17,07-10-25,142,23,,https://nitter.net/okiemtomkaw/status/1975529362741940541#m
7,JSaryuszWolski,“Prawicowy Andrej Babis WYGRAŁ wybory w Czechach 🇨🇿 Prawicowa Partia Wolności wygrała wybory w Austrii 🇦🇹 Geert Wilders prowadzi w sondażach w Holandii 🇳🇱 W najnowszym sondażu Forsa w Niemczech numerem 1 prawicowa partia AfD 🇩🇪 Zjednoczenie Narodowe Marine Le Pen zdobyła najwięcej głosów we Francji 🇫🇷 Anty-woke partia Vox rośnie w sondacjach w Hiszpanii i jest trzecia co do wielkości 🇪🇸 Szwedzcy prawicowi Demokraci rosną w sondażach i są drugą co do wielkości partią 🇸🇪 W Europie ma miejsce polityczne trzęsienie ziemi.”,37,693,209,939,05-10-25,524,83,,https://nitter.net/JSaryuszWolski/status/1974832172805595176#m
8,Andrzej2036607,"W tym kontekście, a także w ujęcie całościowym w kwestii tego SUPER-NIERZĄDU (owszem, dla szwabów jest to ""super-rząd""), stawiam pytanie: *jak można po naszej, prawej stronie - dopuszczać myśl, że wygramy wybory w 2027??? Przecież za dwa lata NIE BĘDZIE POLSKI!!!",0,0,0,0,07-10-25,263,41,,https://nitter.net/Andrzej2036607/status/1975550714865983769#m
9,OSW_pl,"Po wyborach lokalnych w Gruzji należy oczekiwać dalszego wzrostu presji władz na społeczeństwo obywatelskie, realna jest też delegalizacja niektórych formacji opozycji. O szczegółach pisze @Woj_Gorecki. osw.waw.pl/pl/publikacje/ana…",0,3,0,3,07-10-25,232,26,,https://nitter.net/OSW_pl/status/1975527306342113453#m
10,Potfforek_deco,"Nie krytykuję demokracji, tylko ten twór do którego został sprowadzony. Wybory prezydenckie to nie wybory Miss Popularności. A jeśli jedynym sukcesem urzędującego prezydenta jest zjedzenie kebaba z młodzieżą, to sami pokazujecie z czym się mierzymy.",0,0,0,0,07-10-25,249,35,,https://nitter.net/Potfforek_deco/status/1975550589334659430#m
