id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,mkijowski,"Jesteśmy! Czekamy na Was! Walczymy o uczciwe, zgodne z Konstytucją wybory. Liczy się każdy głos!",4,161,31,196,27-06-25,96,15,,https://nitter.net/mkijowski/status/1938496553024688574#m
2,RBakiewicz,Chcą nam wywalić wybory! Przybywajcie pod Sąd Najwyższy – tu toczy się teraz walka o naszą niepodległość i suwerenność! #ZamachStanu #ObronaPrezydenta #KarolNawrocki #SądNajwyższy #RuchObronyGranic,6,297,6,309,27-06-25,197,24,,https://nitter.net/RBakiewicz/status/1938499742310535326#m
3,RBakiewicz,Apel do wszystkich patriotów! Zjednoczmy się i wspólnie obrońmy Polską demokrację! Nie pozwólmy aby Tusk wraz z przystawkami ukradli Polakom wybory! #SądNajwyższy #WolneSądy #nawrockiprezydent2025,8,299,29,336,27-06-25,196,24,,https://nitter.net/RBakiewicz/status/1938500376094740638#m
4,Bartomiejwoj91,"@GiertychRoman skończ człowieku bo jesteś żałosny. Przegraliście wybory i nie potraficie się z tym pogodzić. Jedyne co teraz robisz to polaryzujesz Polaków i polskojęzycznych fanatyków uśmiechniętego rządu. Za takie działanie powinien być sąd, nie immunitet oselski",0,0,0,0,27-06-25,265,36,,https://nitter.net/Bartomiejwoj91/status/1938514418381336687#m
5,tvn24CnB,"Kto wygrywa na wsi – wygrywa w całym kraju. Dlaczego Rafał Trzaskowski przegrał właśnie tam❓ Był konkretny plan, jak wygrać wybory na wsi, ale go nie zrealizowano. Był też specjalny zespół doradców, który miał w tym pomóc, ale go nie wysłuchano. „Zespół bez roli” - reportaż @Piotr_Swierczek, @g_lakomski i Dariusza Kubika dziś o 20.30. Dostępny już teraz w @tvn24plus🔻 tvn24.pl/plus/programy/czarn…",19,54,70,143,26-06-25,399,60,,https://nitter.net/tvn24CnB/status/1938256328620753383#m
6,ACienia96754,"To przez kamratów. Opanowali nie tylko internet, ale też wybory.",0,0,0,0,27-06-25,64,10,,https://nitter.net/ACienia96754/status/1938514410433110480#m
7,Boena96211597,"Apel do @szymon_holownia :Nie zwołuj zgromadzenia Narodowego, wybory są sfałszowane! Zróbmy szum, podajcie dalej jeśli się zgadzasz!",1,22,3,26,27-06-25,132,17,,https://nitter.net/Boena96211597/status/1938475293657682265#m
8,ObserwPatologii,"Ja wiem, Ty wiesz i pewnie jeszcze miliony Polaków wiedzą że to walka o wszystko nie tylko obecnej koalicji ale wszystkich Wolnych ludzi. Przy tyłu przekrętach, dowodach na to ,nawet świadkach w normalnym kraju już wybory byłyby do powtórki a winni tego z zarzutami. Z U NAS NIC.",0,0,0,0,27-06-25,279,48,,https://nitter.net/ObserwPatologii/status/1938514382675161400#m
9,polsat_news_pol,".@paweljablonski_ u @PSzubartowicz: Dr Krzysztof Kontek to fałszerz i kłamca. Uważam, że wobec takich ludzi należy wyciągać konsekwencje. On próbuje unieważnić wybory z @GiertychRoman i @Adbodnar. @pisorgpl @PolsatNewsPL",5,34,19,58,26-06-25,220,28,,https://nitter.net/polsat_news_pol/status/1938340797474345216#m
10,Ten_Psycholog,"Rząd przegrywa walkę wizerunkową w kwestii imigrantów. Być może jest już za późno żeby to uratować a być może jeszcze można skutecznie walczyć z manipulacją prawicowych i prorosyjskich kont. Pytanie tylko czy ktoś to umie zrobić? 🤷‍♂️ Ps. Tematem imigrantów przegrywa się wybory na całym świecie. To uderza w podstawowe potrzeby poczucia bezpieczeństwa i uruchamia najbardziej podstawowe lęki u większości wyborców. Mówiąc o większości nie mam na myśli 51% ale bardziej 80%. To znaczy, że nawet wśród wyborców partii demokratycznych jest to temat niezwykle ważny w kwestii mobilizacji i demobilizacji. Szczególnie jeśli wyborca koalicji rządzącej dostaje dziennie po 10 linków czy filmików związanych z tym tematem. Potrzebna jest wielka … wielka powtarzam kampania informacyjna. Nie mówię o wielkim billboardzie w centrum Warszawy ale o zintegrowanej na wielu kanałach, nośnikach i poziomach skojarzeniowych, wieloletnia (tak wieloletnia a nie tygodniowa) kampania informacyjna zintegrowana z odpowiednimi ministerstwami. Napisanie kilku postów na insta, Twitterze czy FB to NIE JEST SKUTECZNA KAMPANIA.",4,88,39,131,27-06-25,1104,157,,https://nitter.net/Ten_Psycholog/status/1938499084211323348#m
