id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,KaziSmolinski,"Tusk jest ogrywany za każdym razem. Europa go nie szanuje, Trump nawet nie chce z nim rozmawiać, przez niego interesy Polski są spychane na boczny tor. Nie możemy dłużej tego akceptować. Konieczne wybory! Niezwłocznie!",1,43,52,96,19-08-25,218,34,,https://nitter.net/KaziSmolinski/status/1957768623428104644#m
2,PaniNaObcasach,"Szanowna Pani, skoro już mówimy o złodziejstwie, to warto przypomnieć, że rachunek z ostatnich lat wygląda następująco: – Fundusz Sprawiedliwości – 200 mln, – Wybory kopertowe – 70 mln, – Respiratory Szumowskiego – 200 mln, – NCBR – 230 mln, – RARS – 500 mln, – Elektrownia Ostrołęka – 6 mld, – Willa Plus – 40 mln, – Afera PCK – 3 mln, – Ociepa – 4 mln, – Beata Szydło – 83,8 mln, – Odra – 150 mln, – Taśmy Obajtka – 1,4 mln, – Fuzja Orlenu – 4 mld, – Orlen Trader – 1,5 mld, – Rydzyk – 427,6 mln, – Sakiewicz – 150 mln, – KNF – 40 mln. To tylko przykłady. Więc zanim zaczniemy powtarzać hasła o ,,ludziach Tuska’”proszę się zapoznać z tą listą i zobaczyć, kto naprawdę drenował państwo. Fakty są twardsze niż slogany. Dziękuję, że mogłam odświeżyć pamięć.",0,3,0,3,19-08-25,757,144,,https://nitter.net/PaniNaObcasach/status/1957875629917155741#m
3,Beya50,Wybory zostały sfałszowane i czekamy na wyniki kontroli pakietów wyborczych,0,2,0,2,19-08-25,75,10,,https://nitter.net/Beya50/status/1957827442904535070#m
4,K_FX96,Ukraińcy mieliby zrobić wybory w trakcie wojny? Poważny jesteś?,0,0,0,0,19-08-25,63,9,,https://nitter.net/K_FX96/status/1957878877058908531#m
5,MTobianski43070,"Przestańcie się w końcu wygłupiać. Polska cierpi przez tą POPISOWSKĄ głupią wojenkę. Coraz więcej ludzi łapie ten absurd. Mam nadzieję że skończycie jak SLD albo AWS. Wybory do sejmu wygrają ci rozsądni , czyli nie wy",0,0,0,0,19-08-25,217,36,,https://nitter.net/MTobianski43070/status/1957878648611975655#m
6,Elka68354587,"Tak z babskiej ciekawości. Gdyby wybory do parlamentu były jutro,kto zdobyłby twój głos?",1,50,3,54,19-08-25,88,13,,https://nitter.net/Elka68354587/status/1957857976686973311#m
7,Jam_Obywatel,Boże jakie z was są dzieciaki. Przegracie następne wybory z hukiem. Z hukiem,0,0,0,0,19-08-25,76,13,,https://nitter.net/Jam_Obywatel/status/1957878451534205060#m
8,Darekbrzoza,"Ten Jarosław Kaczyński to jest jednak Sigma. Najpierw podrzucił premierowi Donaldowi Tuskowi cytaty z Murańskiego, potem sfałszował wybory prezydenckie, następnie kazał marszałkowi Szymonowi Hołowni przyjąć przysięgę od Karola Nawrockiego, potem rozdał jachty i solaria, aby podłożyć świnię Tuskowi, wcześniej jeszcze nagrał spot z premierem Donaldem Tuskiem na łodzi i podłożył piosenkę o czarnym bogaczu i ""sukach"", do tego opublikował go tego samego dnia, gdy wypuścił do mediów info o finansowaniu jachtów z naszych podatków. A teraz zakazał Donaldowi Trumpowi gadać z premierem Tuskiem i nakazał mu gadać z Karolem Nawrockim. Jak znacie kogoś bardziej sprawczego to ja nie wiem... 76 letni poseł opozycji. Z nimi nie trzeba rywalizować, im wystarczy nie przeszkadzać! 😀😀😀 za Sylwester Em Wiśniewski",4,403,35,442,18-08-25,803,117,,https://nitter.net/Darekbrzoza/status/1957462609264832967#m
9,JarekWitkowski7,"Miller przetrwał dłużej niż powinien ustąpić to samo może być z Tuskiem ale nastroje są zmienne, za moment może się okazać, że przedterminowe wybory są jak najbardziej Tuskowi na rękę, to jest polityka a nie matematyka",0,0,0,0,19-08-25,218,36,,https://nitter.net/JarekWitkowski7/status/1957878306822406516#m
10,jacek_ge,"Jesli ktoś uważa, że wiemy, kto naprawdę wygrał te wybory, to znaczy, że żyje w alternatywnej rzeczywistości.",0,0,0,0,19-08-25,109,17,,https://nitter.net/jacek_ge/status/1957878210236227850#m
