id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,Krzysztof225061,"Giertychowi sekciarze chcieliby ukraść narodowi demokratyczne wybory. Siedzą całymi dniami na internecie i co 10 minut publikują te kłamliwe posty o sfalszowanych wyborach. Próbują wywierać presje na polityków, dziennikarzy którzy nie podzielają ich paranoi. Zakłamane kanalie.",0,0,0,0,19-06-25,277,36,,https://nitter.perennialte.ch/Krzysztof225061/status/1935613081759232003#m
2,NigdyWiecejPiS,"Wychodzi na to, że wybory zostały kompletnie sfałszowane w komisjach obsadzanych przez sztuczne komitety kandydatów popierających PiS. To jest precedens w historii III RP. Prawdziwe wyniki mogą wykazać nie tylko zwycięstwo Rafała Trzaskowskiego, ale tez jego miażdżącą przewagę.",10,366,295,671,18-06-25,278,38,,https://nitter.perennialte.ch/NigdyWiecejPiS/status/1935300363005083684#m
3,jachcy,Wybory zostały sfałszowane🔥 ➡️TVP przedstawia kluczowy dowód‼️🤡,8,104,81,193,18-06-25,63,7,,https://nitter.perennialte.ch/jachcy/status/1935407856875962766#m
4,de_Talleyrand_,"Przyznam państwu, że poziom furii, orgia kłamstwa w jaką wpadła koalicja którą rządzą ryży z wałachem zadziwia nawet mnie, skrajnego pesymistę. Oni na serio chcą obalić wybory na podstawie 13 podejrzanych wyników z komisji (13 na 34 tysiące, z czego 4 pomyłki na niekorzyść kandydata przeciwnego). Wrzeszczą, jakby informacje o fałszerstwach dochodziły z setek lokali wyborczych, tymczasem tak naprawdę idzie - w przypadku ich kandydata - o mniej niż dziesięć komisji. I uczestniczą w tym media, prawnicy, aktorzy, nawet sportowiec. Chyba nigdy jeszcze nie było takiego poruszenia starych agentów SB. Oni są w amoku.",4,131,32,167,18-06-25,616,94,,https://nitter.perennialte.ch/de_Talleyrand_/status/1935438677544440181#m
5,Ewa96107143,Dla tego ze sfauszowali wybory. Przed odpowiedzialnością. 8lat ich rzadow.,0,0,0,0,19-06-25,74,10,,https://nitter.perennialte.ch/Ewa96107143/status/1935613064813916459#m
6,Starr3Starr,Wg mnie Wybory 2020 oraz 2025 dwa razy wygrał Rafał Trzaskowski. #PrzeliczmyGlosy,2,21,0,23,19-06-25,81,12,,https://nitter.perennialte.ch/Starr3Starr/status/1935602243056865494#m
7,czardam,"Giertych wie, że interwencja poselska nie obejmuje sądów, ale grzeje narrację, że dokumentów mu nie wydano, bo „SN chce ukryć fałszerstwa wyborcze”. Gość próbuje destabilizować Polskę i podważać demokratyczne wybory. Za to powinny być wyroki.",36,988,246,1270,18-06-25,242,35,,https://nitter.perennialte.ch/czardam/status/1935345640474862040#m
8,Orion5710,na ponad 20 000 komisji w których sfałszowano wyniki na rzeź Nawrockiego to te 114 robią wrażenie. Te też trzeba sprawdzić-proste? a jeżeli za mało to powtórzyć wybory a Nawrocki i ekipa przestępców pozbawienie praw obywatelskich dożywotnio.,0,0,0,0,19-06-25,241,37,,https://nitter.perennialte.ch/Orion5710/status/1935613051933249925#m
9,PizzaPolish,@andrewmichta giertych/bodnar chcą odwołać wybory.Szykują zamach stanu.Nie wiadomo co przyjdzie im do głów.Tusk już zrezygnował z kontraktów dla lotu na Boeingi.Zamiast chce kupić niemiecko/francuskie Airbusy(jest nie opłacalne dla Lotu bo już mamy flotę boeingów) =>Push backing,0,7,0,7,19-06-25,279,36,,https://nitter.perennialte.ch/PizzaPolish/status/1935500057081692451#m
10,PatrykSlowik,"Po lewej prof. Safjan ze stycznia 2025. Po prawej prof. Safjan z czerwca 2025. W skrócie: zmienił pogląd o 180 stopni po tym, gdy wybory wygrał Karol Nawrocki.",110,987,221,1318,18-06-25,159,28,,https://nitter.perennialte.ch/PatrykSlowik/status/1935433170226442610#m
