id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,Grzegorz960074,Już było tak w jakimś Państwie. Ale się źle to skończyło dla rządu więc nie idź tym śladem Gawkowski. Wiem że się wybory zbliżają dwa lata zleci i braknie wam krajów do których będziecie spie..... ale to jest wasz los.,0,0,0,0,22-09-25,218,40,,https://nitter.net/Grzegorz960074/status/1970195985134719202#m
2,Krzysztof252100,Hah ale się podnieciłes😂 mówię po raz kolejny ze przez taki profil jak Twój przegracie kolejne wybory i będę Ci przypominał Twoje wpisy😁,0,0,0,0,22-09-25,136,23,,https://nitter.net/Krzysztof252100/status/1970195930545529290#m
3,LadyInB43912586,#PKW: Sprawozdanie finansowe #Konfederacja za 2024r.zostało jednogłośnie odrzucone. Decyzja zapadła dziś. Chodzi o konsekwencje odrzucenia przez PKW sprawozdania za wybory do #PE. A chodzi o 47...tysięcy złotych. Kupili waciki??? A p.Trzaskowski milczy...😎,0,3,0,3,22-09-25,256,32,,https://nitter.net/LadyInB43912586/status/1970171506610077757#m
4,Arkadiusz21,Nie pasi to mieli wybory,0,0,0,0,22-09-25,24,5,,https://nitter.net/Arkadiusz21/status/1970195585710834145#m
5,DudeOfPoland,O tym były wybory 15.X.23 ⤵️,12,251,14,277,22-09-25,28,6,,https://nitter.net/DudeOfPoland/status/1970106198641795227#m
6,AndrzejZmiasta,Wybory na szefa burdelu😂,6,161,20,187,20-09-25,24,4,,https://nitter.net/AndrzejZmiasta/status/1969483576996422065#m
7,tvp_info,"To konsekwencja decyzji PKW z marca, kiedy odrzucono sprawozdanie finansowe komitetu wyborczego @KONFEDERACJA_ za wybory do Parlamentu Europejskiego. Wskazano wtedy na przyjęcie niedozwolonych korzyści majątkowych o wartości około 47 tys. zł. ℹ️ WIĘCEJ ➡️ tvp.info/89064017/",0,6,2,8,22-09-25,274,35,,https://nitter.net/tvp_info/status/1970168714801954953#m
8,MajorZbik,"Niby oczywista sprawa, ale Polacy jakby tego nie ogarniają. Ale tak na marginesie jestem za obowiązkową służbą wojskową dla kobiet. Nie może być tak, że połowa społeczeństwa nie ponosi odpowiedzialności za swoje wybory.",3,42,43,88,22-09-25,219,33,,https://nitter.net/MajorZbik/status/1969955628333285565#m
9,Krzysztof226462,"Trzeba WYJŚĆ i POwyrzucać ,, ich "" że stołków , inaczej ta BANDA władzy nigdy nie odda ❗❗❗🤕👿🐷💩😠 Będziemy czekać to w 2027 WYBORY PARLAMENTARNE nie będą miały żadnego znaczenia, bo już nie ma DEMOKRACJI ❗❗❗😒 TYLKO REWOLUCJA ❗❗❗😏🤕",0,10,2,12,22-09-25,228,39,,https://nitter.net/Krzysztof226462/status/1970038843324694873#m
10,obserwujesobie,"Barbaria Nowacka vs Barbaria Nowacka Edukacja zdrowotna - i to jest ewaluacja zdania w sprawie wprowadzenia EZ🤓 Obowiązkowa Po konsultacji z Tuskiem i Trzaskowskim - nieobowiązkowa. Jakie wybory prezydenckie, to wina prawicy.",2,50,9,61,22-09-25,225,32,,https://nitter.net/obserwujesobie/status/1970027022123471020#m
