id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,Paulaksna,"Dzień dobry, obudziliśmy się z ręką w nocniku? Szybko poszło, a wystarczyło czytać/słuchać co obywatele pisali/mówili od ponad 2 miesięcy, że na głowie trzeba stanąć i wybory sprawdzić, bo będzie syf, chaos i wpływy rosji wpuszczacie bezmyślnie, olewając prawa wyborców w dodatku!",0,1,0,1,25-08-25,280,42,,https://nitter.net/Paulaksna/status/1959959661186039842#m
2,Nowy_50,Pat. Idą na starcie i przedterminowe wybory. Jak patrzę na obecną władzę to nawet mi ich nie szkoda. Nas mi szkoda.,0,0,0,0,25-08-25,115,21,,https://nitter.net/Nowy_50/status/1959965376621539813#m
3,Reading1833,"Proszę przejść na jasną stronę mocy i przestać gadać bzdury, że nie wie pan kto wygrał wybory prezydenckie. Jest pan zbyt inteligentny, żeby wierzyć w narrację silniczków.",0,0,0,0,25-08-25,171,27,,https://nitter.net/Reading1833/status/1959965342542819683#m
4,goto1p,"Raczej się nie uda. Przyjdą wybory, walka o jedynki na listach, znowu te same twarze bez żadnych istotnych osiągnięć będą się wzajemnie podgryzać... ludzie sobie to darują.",0,0,0,0,25-08-25,172,27,,https://nitter.net/goto1p/status/1959965329263669283#m
5,anna_swiergocka,"Nie wykluczone, że dzięki @NawrockiKn Tuskowi budżet się szybciuteńko rozjedzie i będą nas czekać wcześniejsze wybory.",0,0,0,0,25-08-25,118,16,,https://nitter.net/anna_swiergocka/status/1959965091660521865#m
6,JKowalski_posel,Nominatka Donalda Tuska przegrała wybory na prezydenta Zabrza. Świetny początek tygodnia.,5,98,108,211,25-08-25,89,11,,https://nitter.net/JKowalski_posel/status/1959852103809028245#m
7,AndrzejekMitura,"To czy alfons został wybrany to sprawa dyskusyjna !!! Bezdyskusyjne jest natomiast to, że wybory powinny zostać powtórzone, ponieważ zostały przeprowadzone w sposób sprzeczny z naszą konstytucją : - ważności wyboru nie stwierdził SN. - protestów wyborczych nie rozpoznawał SN. Art. 8. Konstytucja jest najwyższym prawem Rzeczypospolitej Polskiej. Przepisy Konstytucji stosuje się bezpośrednio, chyba że Konstytucja stanowi inaczej. Czekam teraz na stwierdzenie nieważności wyboru przez SN i powtórzenie wyborów na prezydenta RP. Nie wiem tylko dlaczego nasz rząd pozwala na ten cyrk z alfonsem ???",0,12,0,12,25-08-25,597,85,,https://nitter.net/AndrzejekMitura/status/1959952303009534450#m
8,KarolPopieramy,"Mam przypuszczenia graniczące z pewnością, że gdyby wybory wygrał jednak R.Trzaskowski, to pan Luft nie uznałby koszuli szytej na miarę jako fanaberię Prezydenta tylko oczywistą elegancję głowy państwa😆",4,374,73,451,23-08-25,202,28,,https://nitter.net/KarolPopieramy/status/1959325746113241182#m
9,BartJKwiat,"Ciekawie zaczyna. Jeszcze niech vetuje wszystkie podatki, daniny, opłaty oraz przeszkodzi w zatwierdzeniu budżetu na 2026r i czas rozpisać nowe wybory parlamentarne.",0,1,0,1,25-08-25,165,22,,https://nitter.net/BartJKwiat/status/1959961738364731578#m
10,ENZO_MACIEJ,"▫️Pisowcy świętują, że liberal wygral wybory w Zabrzu ❓️ Dobre 😆 W Zabrzu drugiej turze był kandydat KO i kandydat liberalny.",0,17,10,27,24-08-25,125,21,,https://nitter.net/ENZO_MACIEJ/status/1959718233021513934#m
