id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,MariuszRenusz,A jednak😄nadal mamy zamach stanu. Chociaż już nawet zdąrzyły odbyć się wybory prezydenckie.,0,0,0,0,11-09-25,91,13,,https://nitter.net/MariuszRenusz/status/1966068180503458252#m
2,EMichalik,"Po ataku Rosji na Polskę obok Nawrockiego, faceta, o którym nie wiemy czy wygrał wybory i który jeździ po świecie opluwając polski rząd, co jest wprost działaniem na rzecz Kremla stoi ""szef"" BBN, facet oskarżony o zdradę tajemnic wojskowych i nie mający dostępu do informacji niejawnych. Co oznacza, że Nawrocki za każdym razem kiedy dopuszcza go do tajnych rozmów popełnia przestępstwo. Gratuluję Rzeczypospolitej Polskiej i gratuluję wszystkim którzy zablokowali uczciwe przeliczenie głosów. Panie premierze, dziękujemy.",77,1162,1879,3118,10-09-25,522,75,,https://nitter.net/EMichalik/status/1965684007837831341#m
3,MacrolepiotaPro,"PSL jest jak krosta, wyciskasz, wyściskasz niby już nie ma i nagle jeb jakaś dyskoteka albo wybory i wyskakuje",0,0,0,0,11-09-25,110,19,,https://nitter.net/MacrolepiotaPro/status/1966067753984602196#m
4,Obiczek,Dostaniecie przepustki jakieś specjalne na wybory czy w zakładach zamkniętych robią obwodowe komisje wyborcze?,0,0,0,0,11-09-25,110,14,,https://nitter.net/Obiczek/status/1966067472580129088#m
5,matsobon,"Następne wybory to starcie pomiędzy Bandą Czworga a dwoma Konfederacjami, na które to nagonka idzie już pełną parą.",0,0,0,0,11-09-25,115,18,,https://nitter.net/matsobon/status/1966066515347734867#m
6,Ona65714961,On przerżnął wybory. Ludzie woleli Alfonsa.,0,0,0,0,11-09-25,43,6,,https://nitter.net/Ona65714961/status/1966065410161168491#m
7,paosemtrigo,Panie Krzysztofie - coś panu pod powiem - te wasze płacze na X już nie działają naprawdę 🤭 trzeba było wygrać wybory 😅tylko tyle i aż tyle aha u jeszcze policzyć rzetelnie głosy 💀KO tango go down w 2027,0,0,0,0,11-09-25,202,39,,https://nitter.net/paosemtrigo/status/1966065306222428311#m
8,ACienia96754,"Nie. To ten co twierdzi, że braci kamraci sfałszowali wybory.",0,0,0,0,11-09-25,61,10,,https://nitter.net/ACienia96754/status/1966065079629054214#m
9,KamilCaus,"Mamy oficjalne oświadczenie ze strony lidera rumuńskich nacjonalistów i konserwatystów z AUR, George Simiona (tego który w drugiej turze przegrał - ale z dobrym wynikiem - majowe wybory prezydenckie i którego partia notuje dziś najwyższe poparcie spośród rumuńskich sił politycznych - ok. 40%). Deklaracja Simiona stanowi rozbudowany i krytyczny wobec Rosji wariant tej, która chwilę wcześniej złożył Viktor Orban… W każdym razie rumuński polityk nazwał atak atakiem, nie incydentem oraz wprost mówił o tym kto był agresorem (post Orbana w pierwszym komentarzu). Simion wyraził w niej solidarność z narodem polskim i prezydentem Karolem Nawrockim w związku z atakami rosyjskich dronów na państwo będące członkiem NATO. Podkreślił, że Rumuni znajdują się pod ochroną Sojuszu, są strategicznym partnerem USA i partnerem prezydenta Trumpa. Podobnie jak węgierski premier także Simion podkreślał, że popiera on pokojową politykę amerykańskiego przywódcy. „W tych dniach widzimy, że pokój jest jedynym rozwiązaniem, a Rosja musi być zobowiązana do powrotu do stołu negocjacyjnego. Jedynym krajem które mogą ją do tego stołu doprowadzić są USA i Trump.” Argumentował też że dozbrajanie Ukrainy nie ma sensu bo prowadzi tylko do eskalacji oraz dalszych ataków (takich jak ten dziś). To również zbiega się z narracją węgierską. „Iluzoryczne uzbrajanie Ukrainy i eskalacja konfliktu na Ukrainie przez czas nieokreślony nie doprowadzi do niczego poza kolejnymi atakami. Rumuni i inni Europejczycy mają dość wojny.” - mówił Simion, wtórując w ten sposób węgierskiemu liderowi. Kończąc swoje oświadczenie przywódca AUR podkreślał jednocześnie, że trzeba w każdy możliwy sposób zniechęcać do kolejnej agresji ze strony Federacji Rosyjskiej. „To co się stało na Ukrainie i to co stało się dziś na terytorium Polski nie może być tolerowane.” - zaznaczył.",1,17,6,24,10-09-25,1839,270,,https://nitter.net/KamilCaus/status/1965850222828921060#m
10,Mx25408551,"Chyba chodzi o tzw „szukaj wiatru w polu” i złe wybory kobiet. Dziecko z muzułmaninem (96% ludzi w Azerbejdżanie to muzułmanie) bez ślubu, to już wybitnie odważna postawa.",0,1,0,1,11-09-25,171,28,,https://nitter.net/Mx25408551/status/1966055053397196804#m
11,BIPolska,"Krótkoterminowa popularność populistycznych polityk może pomóc wygrać wybory, ale potrzebują do tego niskich stóp procentowych. Oto powód ➡️ businessinsider.com.pl/wiado…",0,0,0,0,11-09-25,170,19,,https://nitter.net/BIPolska/status/1966064704209694854#m
12,GsawickiSawicki,"Przepraszam. Wybory były 5 lat temu, nie 4 lata temu. Czas płynie...",0,0,0,0,11-09-25,68,12,,https://nitter.net/GsawickiSawicki/status/1966064303502397888#m
13,bezprzesadyzmow,"""Rząd wadliwy, sfałszowali wybory""... Rządowe wybory wygrał PiS, więc kto sfałszował te wybory?",0,0,0,0,11-09-25,95,13,,https://nitter.net/bezprzesadyzmow/status/1966063710298112328#m
