id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,HarweyIVSpecter,Ale to Trzaskowski przegrał wybory a Tusk jutro robotę straci. Pamiętasz o tym?,0,0,0,0,10-06-25,79,13,,https://nitter.net/HarweyIVSpecter/status/1932517665903685935#m
2,maciek_c19039,"Wy jesteście oszołomami dzięki którym PIS będzie jeszcze długo wygrywał wybory. Musicie całkowicie zmienić narrację, zmienić twarze na pierwszym froncie na takie, które dadzą się lubić, a nie te mordy Zemabczynskich,Szczerb,Filiksów, Giertychów itp. AntyPIS już dawno nie żre",0,0,0,0,10-06-25,275,38,,https://nitter.net/maciek_c19039/status/1932517663978197052#m
3,JkmMikke,"Naprawdę? 28 protestów wyborczych? To najmniej od 30 lat, jeśli chodzi o wybory prezydenckie. Dla porównania - w 2020 roku było ich prawie 6 tysięcy. Mówienie o sfałszowanych wyborach, to utrata kontaktu z rzeczywistością.",43,1843,188,2074,09-06-25,222,34,,https://nitter.net/JkmMikke/status/1932136026270732680#m
4,MacVVilk,"I kolejna analiza: tym razem różnica w liczbie głosów RT-KN w obu rundach, w poszczególnych komisjach IDEALNA zależność z dokładnością 95%. Widać kilka odchyleń działających w obie strony+ kilka wielkomiejskich komisji z extra mobilizacją dla RT. I tyle WYBORY BYŁY UCZCIWE‼️",19,491,67,577,09-06-25,275,41,,https://nitter.net/MacVVilk/status/1932133611836473362#m
5,MB06902598,"Na chwilę obecną wpłynęło 61 protestów. SN może unieważnić wybory: -protesty wykażą nieprawidłowości Te nieprawidłowości są istotne i powszechne -np.falszowanie głosów,masowe błędy komisji, naruszenie zasady równości #SfałszowaneWybory",0,67,6,73,10-06-25,235,27,,https://nitter.net/MB06902598/status/1932476648605303218#m
6,barborka12345,"Wreszcie dociera, dlaczego przerypali wybory?",0,0,0,0,10-06-25,45,5,,https://nitter.net/barborka12345/status/1932517613944365302#m
7,KujawskiTomasz,To co nowe wybory?,0,0,0,0,10-06-25,18,4,,https://nitter.net/KujawskiTomasz/status/1932517599004459022#m
8,Erjot859002,"Tak, wybory należy powtórzyć! Najlepiej jutro rano bo na drugą zmianę do roboty idę",0,0,0,0,10-06-25,83,14,,https://nitter.net/Erjot859002/status/1932517583401451879#m
9,switezianki,"rzeczy, ktore wydarzyły sie odkąd nawrocki wygral wybory prezydenckie: - iga swiatek nie wygrala rolanda garrosa - robert lewandowski stracil opaske kapitana i nie bedzie grac w reprezentacji przez to czy naprawde takiej polski chcielismy?",11,396,11,418,08-06-25,239,35,,https://nitter.net/switezianki/status/1931805489039290515#m
10,szykom89,"Tu nie ma teraz co debatować. Trzeba po prostu powtórzyć nielegalne, sfałszowane i skręcone przez @pisorgpl #PiS wybory prezydenckie. #Wybory2025 #nawrocki #WyboryPrezydenckie2025 #Prezydent @PanstwKomWyb #Prezydent2025 #PKW @prezydentpl #SfałszowaneWybory #PrzeliczmyGlosy",0,21,3,24,10-06-25,273,29,,https://nitter.net/szykom89/status/1932420269458755586#m
11,BonaAgnes,A wiecie ile osób zagłosowało na zaświadczenia? Dlaczego pomysł R. Giertycha jest kuriozalny? #wyboryprezydenckie #wybory #zaswiadczenie #dopisani #rkw @AndrzejDuda @DariuszMatecki @CzarnekP @DariuszMatecki @AKlarenbach @PNisztor @arekmularczyk @Tysol vm.tiktok.com/ZNdAMAp3C/,0,0,0,0,10-06-25,276,27,,https://nitter.net/BonaAgnes/status/1932517534697218355#m
12,KarolPopieramy,Spotkanie z Piotrem Dudą i rozmowy o wspólnym działaniu w najważniejszych sprawach dla Polski 😎🇵🇱 #wybory #Nawrocki2025,0,4,1,5,10-06-25,119,17,,https://nitter.net/KarolPopieramy/status/1932516369108472268#m
13,k_2new,Jakoś w Austrii czy Rumunii nie mieli problemów wizerunkowych. Powtórzono wybory wobec wątpliwości co do ich uczciwości. Nie kupuję takiej narracji. Jeżeli tak będzie to K15X pogrzebie się całkowicie.,0,1,0,1,10-06-25,200,29,,https://nitter.net/k_2new/status/1932389403483361761#m
14,ArturStelmasiak,"""Trochę"" głupio unieważnia się wybory prezydenta 🇵🇱 przez @GiertychRoman @donaldtusk i całe #SilniRazem, gdy prezydent elekt ma osobiste zaproszenie od prezydenta 🇺🇸. A to wszystko w czasach, gdy Polska jest państwem frontowym, bo tuż obok naszych granic wojnę prowadzi 🇷🇺.",0,27,1,28,10-06-25,273,40,,https://nitter.net/ArturStelmasiak/status/1932488107980427375#m
15,Gocha48092327,"...już zapomnieliście TVN24 kto wygrał wybory,kto to jest ?...już zapomnieliście że wygrywa...ten co liczy głosy?stacjoTVN24 żegnaj!!a ja byłam na protestach ... a stacja promuje symetryzm i to jak! a myślicie że kto wam pomagał,jak was kaczynski chciał skasować ?...jesteście...",0,0,0,0,10-06-25,279,39,,https://nitter.net/Gocha48092327/status/1932517454493741238#m
16,SpodLasku,"Nie wierzę, że daliśmy to sobie jako naród zrobić. Nie wierzę, że jesteśmy aż tak durni. Dlatego ciężko uwierzyć, że te wybory (jak i poprzednie) byly uczciwe",1,107,28,136,10-06-25,158,27,,https://nitter.net/SpodLasku/status/1932466576915120271#m
17,Gattax_xxx,Film szkoleniowy bandy PiS - Jak falszowac wybory ‼️ #PiStoMafia #czasdoceli,2,6,0,8,09-06-25,76,11,,https://nitter.net/Gattax_xxx/status/1931987808106782958#m
18,JanKanthak,O tym były te wybory! Silny sojusz z USA vs. totalny margines i bycie na cenzurowanym.,0,99,23,122,10-06-25,86,16,,https://nitter.net/JanKanthak/status/1932472293134872942#m
19,monikaluft,"I ty, Brutusie! 🙃 Niemcy wprost o kampanii w Polsce: „Jednym z ważnych powodów, dzięki którym @NawrockiKn wygrał wybory na prezydenta, była „brudna kampania” prowadzona przeciwko niemu przez jego rywala Rafała Trzaskowskiego” – analiza historyka Felixa Ackermanna w „FAZ” ⤵️",0,5,1,6,10-06-25,274,40,,https://nitter.net/monikaluft/status/1932515183273898345#m
