id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,lemoniadowy1969,"Nie mogę tego tak po prostu zostawić. Bo coś pękło. I nie chodzi tylko o wybory. Patrzę na to, co się dzieje z Rafałem Trzaskowskim – i jest mi po prostu cholernie przykro. Bo mam poczucie, że właśnie tracimy kogoś, kto mógł być jednym z najlepszych prezydentów, jakich Polska mogła mieć. Facet, który ma wszystko: kompetencje, języki, wykształcenie, doświadczenie, wizję, energię. I na dodatek potrafił normalnie gadać z ludźmi, nie z pozycji władzy, tylko po prostu po ludzku. A teraz co? Kończy mu się kadencja w Warszawie. Nie może kandydować ponownie. Nie wiadomo, czy wystartuje za pięć lat. A do Sejmu czy rządu chyba nikt go nie wpuści, bo za dużo myśli samodzielnie. Bo nie pasuje do układanki. I to boli. Bo to nie wina ludzi. To wina tych, którzy zagrali na siebie, a nie na wspólne dobro. Hołownia po 1 czerwca? Zero refleksji. Zero lojalności. Uśmiech do kamery i do przodu. A przecież gdyby wtedy powiedział: „Stop. Dajmy sobie chwilę. Przemyślmy to. Sprawdźmy wszystko.” – dziś moglibyśmy być w zupełnie innym miejscu. Ale nie. Każdy chciał być królem, każdy chciał ograć wszystkich. A Trzaskowski, który był gotów znowu podjąć ciężką walkę – został sam. I to nie pierwszy raz. Nie wiem, co dalej. Może wróci. Może jeszcze powalczy. Ale nie umiem się pogodzić z tym, że tak wielki potencjał wkrótce może zostać wypchnięty z polityki. Nie chcę pisać, że zmarnowany – bo to nie byłaby jego wina. Ale zmarnowany przez układ, przez interesiki, przez tchórzostwo i ego niektórych. I tak, wiem, że to brzmi emocjonalnie. Ale chyba czasem trzeba tak pisać. Bo polityka to nie tylko liczby i taktyka. To też ludzie. A Rafał Trzaskowski jest jednym z tych, którzy naprawdę mogą coś zmienić. I to mnie boli najbardziej.",34,767,708,1509,29-07-25,1724,290,,https://nitter.net/lemoniadowy1969/status/1950239744107172256#m
2,amazgula,"O!! Znalazł się drań anty obywatelski. Gdzie byłeś łajdacki tchórzu, gdy PiS urządzał zamach na wybory i trzeba było bronić praw obywatelskich? Teraz mamy ""różne poziomy wadliwości"". Kiepski aktor i oszust. Rzecznik PiS.",2,249,43,294,01-08-25,220,33,,https://nitter.net/amazgula/status/1951419410205516044#m
3,r00t_Sigvall,"Podsumowanie mojej obywatelskiej walki o praworządność i uczciwe wybory w Polsce Od czerwca 2025 r. prowadzę konsekwentne działania mające na celu obronę Konstytucji RP i reagowanie na nieprawidłowości w wyborach prezydenckich 2025. Chcę przedstawić wszystkim pełen obraz moich dotychczasowych kroków i etapu, na którym są poszczególne sprawy. 1️⃣ Pisma, skargi i wnioski, które wysłałem Prokuratura w Polsce Zawiadomienie o podejrzeniu popełnienia przestępstwa przez Marszałka Sejmu (art. 231 k.k.) Monit o pilne rozpatrzenie przed Zgromadzeniem Narodowym (6 sierpnia 2025 r.) ✅ Odpowiedź: sprawa zarejestrowana, przekazana do Prokuratury Regionalnej w Warszawie Europejski Trybunał Praw Człowieka (ETPCz) Skarga główna dot. naruszenia art. 6 EKPCz i Protokołu nr 1 art. 3 Wniosek o środek tymczasowy – Rule 39 (blokada skutków zaprzysiężenia) ⚠️ Brak odpowiedzi na Rule 39 = wniosek wstępnie odrzucony Komisja Europejska Skarga dotycząca naruszenia praworządności w Polsce i złamania Konstytucji w procesie wyborczym ⏳ Czekam na odpowiedź z gabinetu Komisarza ds. Praworządności Parlament Europejski Komisja LIBE – zgłoszenie o zagrożeniu praworządności 📩 Odpowiedź: polecono mi formalne złożenie petycji do komisji PETI Komisja PETI (petycje) – petycja zarejestrowana i przyjęta do rozpatrzenia 📄 Nr petycji: 1208/2025 Europejski Rzecznik Praw Obywatelskich (EU Ombudsman) Skarga złożona w związku z brakiem reakcji instytucji UE na sygnały obywateli 📩 Odpowiedź: skarga zarejestrowana pod numerem 202501913, weryfikacja w toku (do 4 tygodni) OBWE/ODIHR Zbiorowy apel w sprawie uczciwości wyborów prezydenckich w Polsce Podpisany przez 499 osób i wysłany do OBWE ⏳ Czekamy na reakcję obserwatorów międzynarodowych 2️⃣ Na co wciąż czekam Szczegółowe odpowiedzi z Komisji Europejskiej i od Komisarza ds. Praworządności Informację o dalszym biegu sprawy z Prokuratury Regionalnej w Warszawie Decyzję ETPCz w sprawie głównej skargi Reakcję OBWE/ODIHR na apel 499 obywateli 3️⃣ Dlaczego to robię? Bo żaden obywatel nie może milczeć, gdy władza narusza Konstytucję, ignoruje głos społeczeństwa i próbuje zalegalizować decyzje, które mogą być nieważne w świetle prawa. Moje działania są jawne, udokumentowane i prowadzone w dobrej wierze, aby pokazać światu, że w Polsce są obywatele broniący państwa prawa. #Konstytucja #Wybory2025 #ETPCz #OBWE #ParlamentEuropejski #LIBE #PETI #Praworządność #Polska",10,179,68,257,02-08-25,2397,333,,https://nitter.net/r00t_Sigvall/status/1951587440168223109#m
4,freedom1970a,"Nie zrobiliśmy. Wybory zostały sfałszowane, to jasne jak Słońce.",0,5,0,5,02-08-25,64,9,,https://nitter.net/freedom1970a/status/1951620556341547380#m
5,MurzynfrogXXX,"Mógł. Ale nie będzie, bo przegrał wybory. Przegrał wybory przez to, że jego elektorat to sekta. Przegrał przez to, że Koalicja Obywatelska myślała, że jest partią elit, ludzi wykształconych i bogatych. Przegrał bo tak jak cała jego partia gardzi ludźmi.",0,22,10,32,02-08-25,253,40,,https://nitter.net/MurzynfrogXXX/status/1951628377044971976#m
6,downlink14,"No wlasnie, skoro ludzie sa niezbyt madrymi frajerami i podejmuja marne wybory zyciowe czyli praca na minimalnej w drogim miescie no to cóż.",0,0,0,0,02-08-25,140,23,,https://nitter.net/downlink14/status/1951653147446784204#m
7,Izabela13031,"Durnaś jak but z lewej nogi.🙄 Ta nienawiść zaczęła się od Tuska, gdy przegrał wybory z L. Kaczyńskim. Cofnij sobie taśmy do tamtego czasu i zobacz co ten hejter od tamtej pory wyprawiał i mówił. Czyny i słowa, a nie tuskowa propaganda. Myśl, to nie boli.😉",0,0,0,0,02-08-25,255,46,,https://nitter.net/Izabela13031/status/1951652710136066403#m
8,GregParis75017,"I tu sie mylisz grubo, DUDA wygral w 2015 dzieki takim jakj ja, bo nie glosowalem na Komorowskiego i namawialem zeby zwyczajnie wtedy nie isc na wybory, zegnam",0,0,0,0,02-08-25,159,28,,https://nitter.net/GregParis75017/status/1951652648760860882#m
9,NormalnyPolak91,"Jasne że wybory nie były uczciwe, dzięki nielegalnemu finansowaniu z zagranicy i dowożeniu autobusami silnych do wielokrotnego głosowania na jedno zaświadczenie przepchnęli rafala do drugiej tury",0,0,0,0,02-08-25,195,26,,https://nitter.net/NormalnyPolak91/status/1951652318216151484#m
10,PPawlik4343,"Idę o zakład, że gdyby wybory były jawne, to alfons nigdy by ich nie wygrał. Jakim trzeba być zakompleksionym i mściwym człowiekiem, żeby zagłosować przeciwko Rafałowi, a nie dlatego że byle alfons był taki zajebisty..",5,93,229,327,01-08-25,218,35,,https://nitter.net/PPawlik4343/status/1951348065329357108#m
