id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,Jan_Pinski,"Wybory zostały sfałszowane. Pytamy dziś tylko o skalę. Sąd Najwyższy PiS (łże sędziowie) utajnia wyniki przeliczenia głosów. Musimy przygotować się do tego, że będziemy musieli wyjść na ulicę w obronie wolnych wyborów. Jak PiS sfałszował wybory? Zamiast 32 tys. moich ludzi do komisji wprowadził ponad 120 tys. Tam gdzie szefem komisji był człowiek z PiS, lub człowiek z PiS z innego komitetu (zmiana prawa w 2018 pozwalająca komitetom, które nie zbiorą 100 tys. podpisów obsadzać komisje), tam rosły notowania Nawrockiego, a spadały Trzaskowskiego. Rosła też liczba głosów nieważnych. Ten efekt nie występował w ok. 3 tys. komisji, które były monitorowane przez działaczy KOD.",30,903,502,1435,17-06-25,677,103,,https://nitter.perennialte.ch/Jan_Pinski/status/1934861543549661446#m
2,johnsmiths74,"Ale jakie bezczelne skurwysyny. Nie dość że kampanię wyborczą prowadzili w zakłamanym urbanowskiem stylu, ukradli fundusze opozycji, próbowali na zaświadczeniach oszukać na masową skalę przez wielokrotne głosowanie, to jeszcze Polaków będą oskarżać, że wybory sfałszowali.",7,812,89,908,16-06-25,272,35,,https://nitter.perennialte.ch/johnsmiths74/status/1934612014833230158#m
3,Witold2024,Prezesie - na jakim etapie jest findlandyzacja Polski według szkoleń Wasina ❓ Znowu skroiłeś wybory Ciućmoku ❓,0,0,0,0,18-06-25,110,17,,https://nitter.perennialte.ch/Witold2024/status/1935168882362433717#m
4,EmiliaJelec,"Może to, że to byłby koszt pewnie w okolicach 50 milionów złotych, jeśli nie ma solidnych podstaw, a nie ma, to wolę przeznaczyć te pieniądze na policję niz na upewnienie 5 tysięcy osób kto wygrał wybory.",0,0,0,0,18-06-25,204,36,,https://nitter.perennialte.ch/EmiliaJelec/status/1935241723040436322#m
5,p0liniak,"Niemiecki europoseł Yeba Nytuzg ostro o wyborach w Polsce. „Wybory w Polsce zostały sfałszowane. Jeśli nie zostaną powtórzone trzeba interweniować. Falszerstwa wyborcze to są standardy obce Unii Europejskiej. Polska niestety po raz kolejny pokazuje, że nie pasuje do Europy.”",101,541,1739,2381,17-06-25,275,39,,https://nitter.perennialte.ch/p0liniak/status/1934965287226409106#m
6,magdazwarmii,"Przez 1,5 roku Bodnar tłumaczył, że przywracanie praworządności to długi proces, a wszystko musi być legitne i dokładne. Przyszedł jakiś wąsaty dziad, skrzyknął ekipę, skręcił wybory i wywrócił państwo do góry nogami. Legitnie nie było, ale skutecznie już tak.",6,547,68,621,17-06-25,260,39,,https://nitter.perennialte.ch/magdazwarmii/status/1934865751967510702#m
7,niemamnietutaj0,"#ZamachNaDemokracje Wybory zostały sfałszowane to bardziej niż pewne. Teraz PiS robi wszystko aby nie ujawnić wyników liczenia głosów przez SN w 13 komisjach. Nie pozwólmy na to. Manifestujcie we wszystkich w mediach społecznościowych, z których korzystacie",1,132,16,149,17-06-25,257,36,,https://nitter.perennialte.ch/niemamnietutaj0/status/1935104012673761341#m
8,szef_dywizji,"Zdjęcie przedstawia typowych silnych razem, którzy twierdzą, że PiS sfałszował wybory 😜",13,191,196,400,17-06-25,87,12,,https://nitter.perennialte.ch/szef_dywizji/status/1935082476013052373#m
9,Jakub_Gron,"No czyli @Adbodnar nie jest ministrem sprawiedliwości, @donaldtusk nie jest premierem, a @szymon_holownia nie jest marszałkiem Sejmu. Dla mnie baza. Przeprowadźmy jeszcze raz wybory parlamentarne sprzed dwóch lat.",0,1,0,1,18-06-25,213,28,,https://nitter.perennialte.ch/Jakub_Gron/status/1935234399370625514#m
10,Zosia99363505,"Serio @TomaszSiemoniak Obywatele mają robić za Służby Państwa ❗❓ Czego nikt z nich, tego nie wykrył przed Wyborami❓ Jest pan Koordynatorem Służb, czyż nie❓ Dymisja❗ Olał pan Wybory, olał pan Nas😐",3,214,8,225,17-06-25,195,31,,https://nitter.perennialte.ch/Zosia99363505/status/1935077492982730942#m
