id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,galii_matias,Nie mogę się już doczekać wyborów parlamentarnych. Jeszcze kilka takich wet i Tusk na luzie wygra wybory parlamentarne. Wtedy wasze wycie będzie słyszalne w Moskwie misie pysie,0,0,0,0,22-08-25,176,27,,https://nitter.net/galii_matias/status/1958808401309299014#m
2,pawe_pieka,I o tym były te wybory ‼️‼️‼️ Jeszcze trochę wytrzymamy,0,0,0,0,22-08-25,55,10,,https://nitter.net/pawe_pieka/status/1958808345428570358#m
3,skripat1,Ty! Wybory prezydenckie już się skończyły. Bielat przegrała. Zmieni nazwę;),0,0,0,0,22-08-25,75,10,,https://nitter.net/skripat1/status/1958808247147581904#m
4,KrzysztofKontek,"Przez lata polscy dr hab. socjologii utrwalali pogląd, że elity, czyli miasta, nie potrafią zrozumieć wsi i powinny się zniżać do tego poziomu, by wygrywać wybory. To jednak tylko utrwalało dyktaturę proletariatu. A ja akurat uważam odwrotnie. Polska się już na tyle zmieniła, że trzeba walić w łeb tę polską ciemnotę, zaściankowość, zabobon i chłopskość, z której się zresztą wszyscy, w tym ja, wywodzimy. I tę dyktaturę proletariatu wreszcie rozwalić. Niech oni starają się podnieść swój poziom do wymagań współczesnego świata.",41,285,346,672,21-08-25,529,81,,https://nitter.net/KrzysztofKontek/status/1958591143262003460#m
5,Vito82488734,"Będę przypominał do usranej śmierci. Donald Tusk nie został wybrany przez Polaków na premiera. Jego ugrupowanie przegrało wybory parlamentarne, a on sam przypałętał się przypadkiem dzięki oszustwu 3 Drogi, która okazała się jego drogą. Mandat Tuska do rządzenia jest zerowy.",22,1010,231,1263,20-08-25,274,40,,https://nitter.net/Vito82488734/status/1958199526520500692#m
6,AllMcBill,"W USA 🇺🇸 huczy po tym jak pewien mężczyzna ( Adam Zarnowski) który podaje się za byłego agenta CIA, powiedział, że „ NSA przeprowadziła audyt wyborów w 2024 roku , z którego wynika , że wybory wygrała Kamala Harris”",1,138,13,152,21-08-25,215,39,,https://nitter.net/AllMcBill/status/1958516892919861685#m
7,Warol_Kojtyla69,"Znacie na pewno dylemat zwrotniczego. Niech wszyscy noszą takie czapeczki, bo tak wyglądają od kiedy żyje wybory parlamentarne w Polsce. 👇🏻",0,0,0,0,22-08-25,139,21,,https://nitter.net/Warol_Kojtyla69/status/1958807703305810068#m
8,TenWidok,Jak ciebie wybory.,0,0,0,0,22-08-25,18,3,,https://nitter.net/TenWidok/status/1958807575106912669#m
9,KennobiWan,"Tak funkcjonowało ministerstwo A.Bodnara! Ten pan zrobil wszystko co możliwe, żeby nie zbadać sprawy zamachu stanu na wybory, ale też za jego kadencji zwyrodnialcy Ziobry w najlepsze niszczyli ludzi jak za czasów PiS, hańba! @aw_boles46625 💪🏻✌️ RT+❤️ piped.video/WAskph4kHlQ?si=gSoE…",0,8,0,8,22-08-25,283,38,,https://nitter.net/KennobiWan/status/1958798275890253973#m
10,AndrzejekMitura,"Prezydentem RP to on nigdy nie został !!! Być może wygrał wybory, które zostały przeprowadzone z pogwałceniem naszej konstytucji, ale tego nikt nie wie, bo prawdziwych wyników do tej pory nie znamy . Wszyscy bardzo szkodzicie Polsce 😡😡😡 Więc jeżeli rząd nie zrobi z Wami porządku to naród weźmie sprawy w swoje ręce 👊💪 Artykuł 4 Konstytucji Rzeczypospolitej Polskiej stanowi, że władza zwierzchnia w Rzeczypospolitej Polskiej należy do Narodu, który sprawuje ją przez swoich przedstawicieli lub bezpośrednio. Oznacza to, że naród jest suwerenem, a jego wola jest źródłem władzy w państwie. Art. 8. Konstytucja jest najwyższym prawem Rzeczypospolitej Polskiej. Przepisy Konstytucji stosuje się bezpośrednio, chyba że Konstytucja stanowi inaczej. Gdybym ja był premierem, to już by było po zawodach. Służby na polecenie prokuratury wjechałyby do Pałacu 👊👊👊 AMENT 💪",0,9,0,9,22-08-25,862,129,,https://nitter.net/AndrzejekMitura/status/1958781416767909926#m
11,twittTM,"Nawrocki nie jest Prezydentem RP Nawrocki jest prezydentem 49.7% Polaków i mafii, która pomogła mu w nocy ""wygrać"" te wybory. To nie tylko mafia PiS, tropy prowadzą dalej na wschód.🇷🇺",0,208,56,264,21-08-25,183,30,,https://nitter.net/twittTM/status/1958509642780180730#m
12,Hollyshhhh,"inne wybory nie są tak wygodne you dipshit co jest niby dziwkarskiego w ubieraniu się w strój do sportu 🤣🤣 już widzę dziwkę całą zakrytą, weź ty się pierdolnij",0,0,0,0,22-08-25,159,29,,https://nitter.net/Hollyshhhh/status/1958807255639376213#m
13,Anna_Hev,"A tak prywatnie; wiadomo już kto wygrał wybory prezydenckie 2025? Pytam, bo z niepokojem patrzę na próbę zagnieżdżenia się prawem kaduka w siedzibie prezydenckiej Alfonsa N.",0,7,5,12,22-08-25,173,26,,https://nitter.net/Anna_Hev/status/1958802568957604063#m
14,UwUSussyBakaUwU,"idiotyczna logika z odpowiedzialnością za swoje wybory, tak samo można powiedziec żeby zalegalizować wszystkie narkotyki bo przecież każdy jest odpowiedzialny za siebie",0,0,0,0,22-08-25,168,22,,https://nitter.net/UwUSussyBakaUwU/status/1958806380107727014#m
15,KrzysztofKontek,"Przez lata polscy dr hab. socjologii utrwalali pogląd, że elity, czyli miasta, nie potrafią zrozumieć wsi i powinny się zniżać do tego poziomu, by wygrywać wybory. To jednak tylko utrwalało dyktaturę proletariatu. A ja akurat uważam odwrotnie. Polska się już na tyle zmieniła, że trzeba walić w łeb tę polską ciemnotę, zaściankowość, zabobon i chłopskość, z której się zresztą wszyscy, w tym ja, wywodzimy. I tę dyktaturę proletariatu wreszcie rozwalić. Niech oni starają się podnieść swój poziom do wymagań współczesnego świata.",41,285,346,672,21-08-25,529,81,,https://nitter.net/KrzysztofKontek/status/1958591143262003460#m
16,OwUmys,"""coś za łatwo wygrywacie wybory"" UWAGA @KosiniakKamysz znów dał dupy ⚠️ To nie był dron rosyjski🤷‍♂️ TO BYŁ DRON ukraiński ❗️ Powiem krótko. Rządzą nami debile to raz ☝️ A dwa ✌️ to, że z nas próbują robić idiotów.",0,0,0,0,22-08-25,214,39,,https://nitter.net/OwUmys/status/1958806280971166191#m
17,Jerry18268512,Im gorzej tym lepiej - rząd Tuska szybciej upadnie i będą przedterminowe wybory….,0,0,0,0,22-08-25,81,13,,https://nitter.net/Jerry18268512/status/1958806262826582104#m
18,Anna_Hev,"A tak prywatnie; wiadomo już kto wygrał wybory prezydenckie 2025? Pytam, bo z niepokojem patrzę na próbę zagnieżdżenia się prawem kaduka w siedzibie prezydenckiej Alfonsa N.",0,7,5,12,22-08-25,173,26,,https://nitter.net/Anna_Hev/status/1958802568957604063#m
19,KoronyPolskiej,"Słyszeliście, że w Zabrzu odbywają się wybory prezydenckie? 📊 Rzecznik Korony, Poseł ze Śląska @Roman_Korona oficjalnie przekazał swoje poparcie jednemu z Kandydatów... 🔥 #Zabrze #Wybory #RomanFritz #KamilŻbikowski #Śląsk #KonfederacjaKoronyPolskiej",1,72,8,81,21-08-25,249,29,,https://nitter.net/KoronyPolskiej/status/1958551365606654203#m
20,KennobiWan,"Tak funkcjonowało ministerstwo A.Bodnara! Ten pan zrobil wszystko co możliwe, żeby nie zbadać sprawy zamachu stanu na wybory, ale też za jego kadencji zwyrodnialcy Ziobry w najlepsze niszczyli ludzi jak za czasów PiS, hańba! @aw_boles46625 💪🏻✌️ RT+❤️ piped.video/WAskph4kHlQ?si=gSoE…",0,8,0,8,22-08-25,283,38,,https://nitter.net/KennobiWan/status/1958798275890253973#m
21,Ryszard1077687,"A może jednak Żurek zleci Prokuraturze przeliczenie wszystkich głosów i okaże się, czego jestem pewien na 100% że alfons wybory przegrał",0,0,0,0,22-08-25,136,21,,https://nitter.net/Ryszard1077687/status/1958805944051097835#m
22,Sboov29,czyli masz za sobą złe wybory życiowe.,0,0,0,0,22-08-25,38,7,,https://nitter.net/Sboov29/status/1958805878125023555#m
23,Walerian13,"Rząd wykazuje fantastyczną aktywność 😂 Ale wiadomo - trzeba łupić, przecież wybory już były... A deficyt budżetowy tym głębszy, im płytsza woda w Wiśle w Warszawie 😂😂😂",0,0,0,0,22-08-25,167,27,,https://nitter.net/Walerian13/status/1958805865160405323#m
24,julia3302,"Tego pobiłem, tam ukradłem, dziadka wykiwałem, fikcyjnie byłem zatrudniony, wybory sfałszowałem, ha, ha ha ale zabawne...Jaki ja jestem zaradny pisowiec.",0,0,1,1,22-08-25,153,20,,https://nitter.net/julia3302/status/1958805859124871573#m
