id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,AdamAdam4949,"Nazywanie prezydentem typka, który kiedyś dostarczał prostytutki gościom hotelu o czym pisała prasa, i został zaprzysiężony z pogwałceniem prawa i procedur po sfałszowanych wyborach, jest gloryfikacją bezprawia. Wybory powinny zostać anulowane i powtórzone. Tego wymaga demokracja",2,112,30,144,21-09-25,280,36,,https://nitter.net/AdamAdam4949/status/1969664277876203922#m
2,ZLuckovich,MSWiA w porozumieniu z resortem sprawiedliwości żąda od PKW odwołania prawie połowy komisarzy wyborczych. Eksperci alarmują: chodzi o przygotowanie gruntu pod wybory w 2027 roku. Zawiadomienie do prokuratury w tej sprawie złożył Marcin Romanowski.,0,0,0,0,21-09-25,247,34,,https://nitter.net/ZLuckovich/status/1969732317192114590#m
3,DrHoobertCK,Jakby wybory wygrał Trzaskowski to Sikorski już by Rosji wojnę wypowiedział… Nie ma drugiego takiego podżegacza… Tusk chociaż udaje trochę…,0,2,0,2,20-09-25,139,20,,https://nitter.net/DrHoobertCK/status/1969496524846485901#m
4,AbramczykPawel,"🚨W poniedziałek odwołanie przez PKW 44 komisarzy wyborczych,a potem całego korpusu komisarzy. Taki jest plan @donaldtusk na utrzymanie władzy i wybory 2027🤦. Trzeba zatrzymać tego bandytę❗❗❗❗ wpolsce24.tv/polska/taki-jes…",7,502,28,537,20-09-25,221,27,,https://nitter.net/AbramczykPawel/status/1969416130444800357#m
5,NarodowaAltern1,"Przyszłe wybory, Festung Wilanów. Kierwiński trzęsącą się dłonią odkłada pustą małpkę po staromiejskiej. ""Zostają Lis, Trzaskowski, Giertych"".",0,0,0,0,21-09-25,142,17,,https://nitter.net/NarodowaAltern1/status/1969732023745921277#m
6,cezarykrysztopa,Wybory w Nadrenii Północnej-Westfali politycznym testem przed wyborami do Bundestagu @a_fedorska tysol.pl/a146754-wybory-w-na…,0,0,0,0,21-09-25,126,12,,https://nitter.net/cezarykrysztopa/status/1969731141264388583#m
7,UrodzonywPolsce,"Sławomir Nowak niewinny, cyrk, czy sąd ❓ #Praworządność buhahaha To o to były te wybory",6,182,24,212,20-09-25,87,15,,https://nitter.net/UrodzonywPolsce/status/1969450207789105505#m
8,KrzysztofKontek,"Koalicjo! Jeżeli chcecie wygrać kiedykolwiek jakieś wybory, to powtarzajcie to sobie kilka razy dziennie: Precz z dyktaturą proletariatu!",0,86,35,121,27-08-25,137,18,,https://nitter.net/KrzysztofKontek/status/1960654786581213197#m
9,PNisztor,O tym były wybory parlamentarne 15 października 2023 r. Pod płaszczykiem demokracji i praworządności chciano uratować swoich. I to się dzieje na naszych oczach.,7,388,78,473,20-09-25,160,24,,https://nitter.net/PNisztor/status/1969398181927493902#m
10,PolskaHusaria93,"Jak to dobrze, że przegrałeś wybory",0,0,0,0,21-09-25,35,6,,https://nitter.net/PolskaHusaria93/status/1969730250478158100#m
11,mejssin,"Dlatego ja nawet nie chodzę na wybory, bo to nic nie zmienia.",0,0,0,0,21-09-25,61,12,,https://nitter.net/mejssin/status/1969730043208151331#m
12,EasyRid04682094,"Nawrocki przegrywający te wybory będzie jednak swoistym paradoksem; ma on bowiem to, co jest niezbędne, aby zostać prezydentem a czego Trzaskowski nie posiada zupełnie. Aby to zrozumieć trzeba jednak pochylić się nad istotą prezydentury w Polsce, zapraszam na wąteczek 👇",17,58,25,100,25-11-24,270,40,,https://nitter.net/EasyRid04682094/status/1861106048918061244#m
13,Marwoje,Teraz bezczelnie sfalszuja wybory. Prezydent powinien mieć swoją gwardie - tak z 50 tys chłopa przynajmniej.,0,0,0,0,21-09-25,108,16,,https://nitter.net/Marwoje/status/1969729677595115727#m
14,SzKolega,"Przeczytalem podstawę programową i wypisaliśmy syna - nie dla lewackiej indoktrynacji dzieci, wprowadzanej pod przykrywką górnolotnych kilku haseł. #NowackaDoDymisji #TuskDoDymisji, czas na nowe wybory",0,0,0,0,21-09-25,201,24,,https://nitter.net/SzKolega/status/1969729603921936702#m
15,AdamAdam4949,"Nazywanie prezydentem typka, który kiedyś dostarczał prostytutki gościom hotelu o czym pisała prasa, i został zaprzysiężony z pogwałceniem prawa i procedur po sfałszowanych wyborach, jest gloryfikacją bezprawia. Wybory powinny zostać anulowane i powtórzone. Tego wymaga demokracja",2,112,30,144,21-09-25,280,36,,https://nitter.net/AdamAdam4949/status/1969664277876203922#m
16,RobHimself10,"Tępy spin dla debili (betonu KO) to raczej narracja pt. „nie mamy prezydenta” i że Nawrocki zalicza same kompromitacje. Możecie dalej żyć w swojej bańce i wmawiać sobie że jest inaczej - ale FAKTY są takie, że przegraliscie wybory a KN radzi sobie jak dotąd naprawdę nieźle.",0,0,1,1,21-09-25,274,47,,https://nitter.net/RobHimself10/status/1969729332999233866#m
17,UrodzonywPolsce,"Sławomir Nowak niewinny, cyrk, czy sąd ❓ #Praworządność buhahaha To o to były te wybory",6,182,24,212,20-09-25,87,15,,https://nitter.net/UrodzonywPolsce/status/1969450207789105505#m
18,kuntaki46182820,To tylko temat zastępczy. Tusk najpierw bredzi o repolonizacji a dzis wiemy ze porty sprzedaje. Jak tak dalej pójdzie to w wyborach max 15%. Ludzie nie zmienią frontu a zwyczajnie nie pójdą na wybory,0,0,0,0,21-09-25,199,34,,https://nitter.net/kuntaki46182820/status/1969729045756604759#m
19,BCzernuszka,Szykują sie na wybory parlamentarne? Ehh,0,0,0,0,21-09-25,40,6,,https://nitter.net/BCzernuszka/status/1969728991436128545#m
