id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,dali_ania,"Trump opowiada, że Putin uważa, że wybory w USA w 2020 były sfałszowane. USA rządzi kretyn (przepraszam za dosadność). Upadek dyplomacji USA. Arendt miała rację. Zło wyrasta z braku myślenia.",1,40,11,52,16-08-25,191,30,,https://nitter.net/dali_ania/status/1956625961526395071#m
2,A_Traczyk,"Dyktator fałszujący wybory, mordujący przeciwników politycznych albo wtracający ich do lagrów, morderca, zbrodniarz wojenny poucza prezydenta USA, lidera wolnego świata o uczciwości wyborów, a ten się cieszy. Oto czasy w jakich przyszło nam żyć.",1,17,7,25,16-08-25,245,34,,https://nitter.net/A_Traczyk/status/1956589438282211602#m
3,sebsol70,"Ja tylko przypomnę, że Trump był jednym z powodów dlaczego alfons wygrał wybory. To jak, obywatele RP zadowoleni z wyboru, czy trzeba Wam przyjebać ruską rakietą w ryj, abyście zrozumieli dokąd prowadzi droga u boku pisowców?",1,13,0,14,16-08-25,225,36,,https://nitter.net/sebsol70/status/1956639633548206142#m
4,robertdcoy,"To całe szczęście, że mamy ten okres za sobą. Jeszcze tylko wybory parlamentarne i idiotów pozbędziemy się do końca.",0,0,0,0,16-08-25,116,19,,https://nitter.net/robertdcoy/status/1956645086722166960#m
5,Kruk77,"Nasz strategiczny przyjaciel i sojusznik ingerował w nasze wybory prezydenckie i teraz tylko ze swoim ""wybrańcem "" będzie rozmawiał ignorując nasz rząd i ośmieszyć Premiera Tuska to zachowanie nie zostanie zapomniane Ameryce",0,5,0,5,14-08-25,224,32,,https://nitter.net/Kruk77/status/1955891559808774155#m
6,antybol_k,"Taką miarionetkę Niemcy wepchali Rumunom, kiedy unieważnili wybory. Gdyby nie USA w Polsce byłoby podobnie.",0,3,0,3,16-08-25,107,15,,https://nitter.net/antybol_k/status/1956613396230504727#m
7,chemik1983,"ale infantylny klaun. ludzie kurwa nie rozumieją że takie durne wybory mają realny wpływ na ich życie. bezpieczeństwo, opłaty np. śmieci, woda, czy inwestycje w infrastrukturę. a tu taki ćpun wlezie na dach i się lansuje jak jakiś patocelebryta",0,0,0,0,16-08-25,244,39,,https://nitter.net/chemik1983/status/1956643528299217029#m
8,Jan_B5,A wystarczyło tylko przeliczyć głosy i unieważnić wybory. Rumunia poradziła sobie z tym,0,0,0,0,16-08-25,87,13,,https://nitter.net/Jan_B5/status/1956643409185189901#m
9,maciek_c19039,"Gdzie ci ktoś idioto rzygał? Najgorszy minister zdrowia w historii Arłukowicz w sobotni poranek nie może żyć bez Kaczora ? Jesteście chorą sektą, nie potraficie żyć bez pisu, macie obsesje na punkcie pisu i kaczora, a on z wami wygrywa wszystkie wybory od lat i się z was śmieje",0,0,0,0,16-08-25,278,49,,https://nitter.net/maciek_c19039/status/1956643358073368845#m
10,dali_ania,"Trump opowiada, że Putin uważa, że wybory w USA w 2020 były sfałszowane. USA rządzi kretyn (przepraszam za dosadność). Upadek dyplomacji USA. Arendt miała rację. Zło wyrasta z braku myślenia.",1,41,11,53,16-08-25,191,30,,https://nitter.net/dali_ania/status/1956625961526395071#m
