id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,KarolPopieramy,"💥Będzie dobrze 🙌 ! Polacy się jednoczą, a Koalicja rekordowo traci w sondażach! To jasny sygnał, że pewnych granic się nie przekracza, nie pozwolimy na dalsze niszczenie kolejnych instytucji państwowych! Przegrywać też trzeba umieć, droga Koalicjo! #Wybory",9,599,174,782,27-06-25,256,37,,https://nitter.net/KarolPopieramy/status/1938567897108164856#m
2,RychoM,"Wygląda na to, że rewolucyjna teoria #GiertychDebil o tym, że wybory sfałszowali bracia kamraci sterowani przez PiS, okazała się zbyt odjechanym idiotyzmem dla nawet mułowatych silnych razem. A i ""salon"", włącznie z premierem Tuskiem, doznali kompletnej załamki. I po Quniu.",0,16,8,24,27-06-25,274,40,,https://nitter.net/RychoM/status/1938669266858922432#m
3,GrzegorzBk6810,"Ponowne policzenie głosów nie zmieni wyniku, są liczne analizy pokazujące wady obliczeń dr Kontka, które są jednostronne. Czy to ma zmienić popieraną stronę polityczną? Dla mnie nie. Wybór polityczny to więcej niż przegrane wybory.",0,0,0,0,27-06-25,231,34,,https://nitter.net/GrzegorzBk6810/status/1938686599404867984#m
4,Grodz11Grzegorz,"Po wypowiedzi Ministra Bodnara chyba oszustwa są po jednej i drugiej stronie. Wniosek: nie chcą pokazać Polakom, że wybory to lipa na kółkach , a komisje kantowały jak mogły. Przekażmy to młodym ludziom, żeby spieprzali z tego chorego kraju. Nie dziwię się już teraz młodzieży.",0,0,0,0,27-06-25,277,45,,https://nitter.net/Grodz11Grzegorz/status/1938686594921418934#m
5,romekcz,"Rozliczenia nie pykły. 100 konkretów nie pykło. Wybory nie pykły. A ty popieraj, nie przeszkadzaj, nie rozliczaj.",0,1,0,1,27-06-25,113,17,,https://nitter.net/romekcz/status/1938686106532266302#m
6,magdazwarmii,"Jasne i klarowne. Niestety żeby to zrobić, trzeba mieć Polskę w serduchu, myśleć dalej niż kolejne wybory i jeszcze jeden warunek. Trzeba mieć żelazne JAJA.",2,71,14,87,27-06-25,156,25,,https://nitter.net/magdazwarmii/status/1938673913288106405#m
7,Marek1784427,"Stany Zjednoczone doprowadziły do pionu, naszego premiera🤪😂już wybory były cacy, żadnych fałszerstw! Tusk wstyd do dymisji!!!",0,215,24,239,27-06-25,125,16,,https://nitter.net/Marek1784427/status/1938606208178401376#m
8,Boena20891535,"Panie @donaldtusk @Adbodnar @Domanski_Andrz jeśli za 2025 r. będę mieć dopłatę z PIT, to nie zaplacę, bo ta kwota nie ma żadnego wpływu stan finansów w PL. Jeśli mam zaakceptować zafałszowane wybory, to Wy też musicie mój brak rozliczenia bez żadnych dla mnie konsekwencji!",1,41,4,46,27-06-25,273,44,,https://nitter.net/Boena20891535/status/1938606580854907250#m
9,czardam,"Lista polityków, którzy podnieśli rękę na fundamenty Rzeczypospolitej. To oni, w imię własnych partyjnych interesów, próbowali rozpętać wojnę domową, podważyć wybory i zburzyć resztki zaufania obywateli do Państwa. Nie wolno nam o tym zapomnieć. Premier @donaldtusk Poseł @GiertychRoman Minister @Adbodnar Wiceminister @CTomczyk Europoseł @MicWawrykiewicz Europoseł @MichalSzczerba Posłanka @KierzekKoperska Poseł @KandybaPiotr Senator @szejnfeld Wpisujcie kolejne osoby - ale zaznaczam: tylko polityków.",3,80,33,116,27-06-25,504,60,,https://nitter.net/czardam/status/1938658595639373912#m
10,CitizenGO_PL,"🗳️ Czy uważasz, że wybory prezydenckie w Polsce zostały sfałszowane?",9,219,51,279,27-06-25,68,10,,https://nitter.net/CitizenGO_PL/status/1938614145496072387#m
11,DorotaKania2,"To jest kabaret, przyznajcie. Do TVN Olejnik zadzwonił radzą Giertycha który mówi, że Bracia Kamraci sfałszowali wybory. Później powołuje się na Izbę Sądu Najwyższego, która nie insynuuje. A na koniec Lis wieszczy klęskę 🤣",0,1,0,1,27-06-25,222,34,,https://nitter.net/DorotaKania2/status/1938684462713446745#m
12,Lukasz_Bonzel,Znacie mnie kochani❗️ Zawsze głosowałem na Platformę❗️ Jak trzeba było stałem ze świeczką pod sądem❗️ Teraz coś we mnie pekło😞 @donaldtusk dał nam nadzieję i wszystko zmarnował 😔 Nigdy już nie pójdę na wybory i wam radzę zrobić tak samo. To koniec...,31,67,422,520,27-06-25,250,42,,https://nitter.net/Lukasz_Bonzel/status/1938593034033094786#m
13,Pawe1513240,Sfałszowane? Powaliło odklejeńców nieźle ... wydarzenia.interia.pl/wybory…,0,0,0,0,27-06-25,74,6,,https://nitter.net/Pawe1513240/status/1938686523223761178#m
14,qurdequrde,"Siemoniak mnie zablokował, gdy mu powiedziałem, że jest wg mnie najgorszym ministrem rządu Tuska! Teraz chrzani coś o jakiś 5 zatrzymanych ludziach, gdy banda PiS na naszych oczach skręca wybory prezydencki! Noż kurwa jego mać!!!",0,40,9,49,26-06-25,229,35,,https://nitter.net/qurdequrde/status/1938346588054684013#m
15,mkijowski,"Nie tylko Ty. I nie – odnosisz wrażenie, ale – słusznie oceniasz sytuację. Tak właśnie jest. Mam ich w życi. Nie popieram żadnych obecnych polityków. Rozważam emigrację albo założenie partii, która wygrałaby wybory w 2027 roku. Bo żyć w takiej Polsce chyba nie umiem.",0,10,4,14,27-06-25,267,44,,https://nitter.net/mkijowski/status/1938652769503572164#m
16,MarioAwario,Ludzie którzy masowo poszli na wybory chcą poznać ich wynik. Chcą aby traktowano ich normalnie i z godnością. Chcą sprawiedliwości Jeśli tego nie potraficie ustalić między sobą to proszę napisać kto się temu sprzeciwia @donaldtusk @szymon_holownia @KosiniakKamysz @MagdaBiejat,0,53,2,55,27-06-25,276,38,,https://nitter.net/MarioAwario/status/1938544643899363333#m
17,Jan_Kunert,"Poszedł przekaz, że ludzie masowo powielali wzór protestu Romana Giertycha z jego PESEL-em i wysyłali do SN. Jest jeden problem. We wzorze protestu Romana Giercha... nie było żadnego PESEL-u. Wyjaśniam na @konkret24 konkret24.tvn24.pl/polska/wy…",11,518,187,716,26-06-25,245,33,,https://nitter.net/Jan_Kunert/status/1938197594255331439#m
18,HerhorS,"Ja jednak tego nie ogarniam. Wygraliśmy wybory prawie dwa lata mamy rząd premiera, służby. A czuje się jakby nadal rządziła mafia pis.",9,142,348,499,26-06-25,134,22,,https://nitter.net/HerhorS/status/1938257077215875516#m
19,IIAnnaMagdalena,"Pokażcie mi wszystkich fałszerzy wyborczych, a powiem wam kto wygra wybory parlamentarne i każde kolejne.. Do kurwy nędzy chciałoby się powiedzieć wszystkim rządzącym, bez przeprosin za sformułowanie. Przecież w naszych apelach o ponowne przeliczenie głosów nie chodzi ""tylko"" o rzeczywisty wynik wyborów prezydenckich. Chodzi również o to, że bez obnażenia metod, narzędzi, skali fałszerstw i rozbicia tej struktury, każde kolejne wybory będą już tylko białoruskim cyrkiem pozorów. Również dla was. Serio uważacie, że uklepiecie się z Kaczyńskim? Tym razem szturm poszedł na 1 procent, by wyeliminować jednego kandydata. W kolejnych wyborach zabraknie wam jednej setnej, by wyeliminować całe ugrupowanie.",14,458,129,601,27-06-25,705,99,,https://nitter.net/IIAnnaMagdalena/status/1938504376261239142#m
20,magdazwarmii,"Jasne i klarowne. Niestety żeby to zrobić, trzeba mieć Polskę w serduchu, myśleć dalej niż kolejne wybory i jeszcze jeden warunek. Trzeba mieć żelazne JAJA.",2,71,14,87,27-06-25,156,25,,https://nitter.net/magdazwarmii/status/1938673913288106405#m
21,malgosia_ka_,"Jakie miłe zdjęcie, takie towarzyskie. My chętnie też byśmy się pośmiali. Tylko nie mamy z czego, bo ukradziono nam wybory. #SfałszowaneWybory #protestwyborczy #PrzeliczyćGłosy",5,290,430,725,27-06-25,176,23,,https://nitter.net/malgosia_ka_/status/1938490470448926914#m
22,IIAnnaMagdalena,"Pokażcie mi wszystkich fałszerzy wyborczych, a powiem wam kto wygra wybory parlamentarne i każde kolejne.. Do kurwy nędzy chciałoby się powiedzieć wszystkim rządzącym, bez przeprosin za sformułowanie. Przecież w naszych apelach o ponowne przeliczenie głosów nie chodzi ""tylko"" o rzeczywisty wynik wyborów prezydenckich. Chodzi również o to, że bez obnażenia metod, narzędzi, skali fałszerstw i rozbicia tej struktury, każde kolejne wybory będą już tylko białoruskim cyrkiem pozorów. Również dla was. Serio uważacie, że uklepiecie się z Kaczyńskim? Tym razem szturm poszedł na 1 procent, by wyeliminować jednego kandydata. W kolejnych wyborach zabraknie wam jednej setnej, by wyeliminować całe ugrupowanie.",14,458,129,601,27-06-25,705,99,,https://nitter.net/IIAnnaMagdalena/status/1938504376261239142#m
23,RBakiewicz,Apel do wszystkich patriotów! Zjednoczmy się i wspólnie obrońmy Polską demokrację! Nie pozwólmy aby Tusk wraz z przystawkami ukradli Polakom wybory! #SądNajwyższy #WolneSądy #nawrockiprezydent2025,18,722,105,845,27-06-25,196,24,,https://nitter.net/RBakiewicz/status/1938500376094740638#m
24,KarolPopieramy,"💥Będzie dobrze 🙌 ! Polacy się jednoczą, a Koalicja rekordowo traci w sondażach! To jasny sygnał, że pewnych granic się nie przekracza, nie pozwolimy na dalsze niszczenie kolejnych instytucji państwowych! Przegrywać też trzeba umieć, droga Koalicjo! #Wybory",9,601,174,784,27-06-25,256,37,,https://nitter.net/KarolPopieramy/status/1938567897108164856#m
25,R_A_Ziemkiewicz,Qń ośmieszył i skompromitował narrację „wybory były sfałszowane” więc dyktatusek przełożył wajchę z powrotem na pozycję „wybory były nieważne bo IKNiSP SN nie jest sądem w rozumieniu prawa jak my je rozumiemy”,3,588,34,625,26-06-25,209,32,,https://nitter.net/R_A_Ziemkiewicz/status/1938333908443287667#m
26,MurzynfrogXXX,"Można się śmiać... Ale bracia kamraci uratowali nam wybory prezydenckie. Zaangażowanie w ""przekręt wybroczy"" Braci Kamraci i twierdzenie, że to oni fałszowali wybory to było już zbyt wiele nawet dla najtwardszych silniczków. A najsmutniejsze jest to, że Jaszczur i Ludwiczek nawet nie wiedzą, że uratowali wybory i zostali bohaterami nagłówków w całej Polsce 😭",6,369,161,536,27-06-25,360,54,,https://nitter.net/MurzynfrogXXX/status/1938595100243714420#m
27,RBakiewicz,Chcą nam wywalić wybory! Przybywajcie pod Sąd Najwyższy – tu toczy się teraz walka o naszą niepodległość i suwerenność! #ZamachStanu #ObronaPrezydenta #KarolNawrocki #SądNajwyższy #RuchObronyGranic,9,652,35,696,27-06-25,197,24,,https://nitter.net/RBakiewicz/status/1938499742310535326#m
