id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,ThePawellach,"A co jesli beda przedterminowe wybory?;p 28 jest celowo wiadomo, mam nadzieje ze przestrzeliliscie.",0,0,0,0,28-08-25,99,14,,https://nitter.net/ThePawellach/status/1960856190469992875#m
2,SchowanyBarszcz,W życiu są same ciężkie wybory,0,0,0,0,28-08-25,30,6,,https://nitter.net/SchowanyBarszcz/status/1960854888503763397#m
3,NiemilyPan,"Otwieracie furtkę żeby zza dwa lata krzyczeć ""Konstytucją, demokracja"" po ulicach. Pisiory zaraz wygrają wybory i oddadzą że zdwojoną siłą.",0,0,0,0,27-08-25,139,20,,https://nitter.net/NiemilyPan/status/1960853986606768625#m
4,KrzysztofKontek,"Koalicjo! Jeżeli chcecie wygrać kiedykolwiek jakieś wybory, to powtarzajcie to sobie kilka razy dziennie: Precz z dyktaturą proletariatu!",0,73,26,99,27-08-25,137,18,,https://nitter.net/KrzysztofKontek/status/1960654786581213197#m
5,runaurufu,Te wybory mógł wygrać każdy... gdyby Tusk i jego rząd realizował program i nie wyciągał Murańskich z szafy.,0,0,0,0,27-08-25,107,18,,https://nitter.net/runaurufu/status/1960851716355523057#m
6,piotr_physic,"Uwaga, Cześć ludzi obecnej władzy wyjeżdża z Polski. Wybory na wiosnę. Zaufajcie starszemu panu 😎",1,153,68,222,27-08-25,97,15,,https://nitter.net/piotr_physic/status/1960694239378981045#m
7,MarcinAdamC,Nie może być tak nie ważne kto wygra wybory rządzi Ziobro.,0,0,0,0,27-08-25,58,11,,https://nitter.net/MarcinAdamC/status/1960850008078737825#m
8,marek64419329,"Czas samosądów Weto prezydenta Fałszowane wybory Konstytucja Aborcja - zamieszajmy motłochowi w głowach, niech mają zajęcie Jak Zenek dostanie w ryj od Cześka to nikt afery nie robi",0,0,0,0,27-08-25,181,28,,https://nitter.net/marek64419329/status/1960848311113670898#m
9,m_pasierb,"💬 Jak historyk i były bokser mógł zostać prezydentem w spolaryzowanym kraju? Silna tożsamość, sprawność, autentyczność – to pożądane cnoty męża stanu roku pańskiego 2025 – fenomen #Nawrocki.ego słowackiemu @dennikpostoj objaśnia 🇵🇱 ambasador @MaciejRuczaj wszystkoconajwazniejsze.pl/p…",0,0,0,0,25-08-25,285,35,,https://nitter.net/m_pasierb/status/1959829810479247447#m
10,AdeM14292570,A tacy intelektualiści jako on sam przegrywają Trzaskowskiemu wybory 😂,0,0,0,0,27-08-25,70,10,,https://nitter.net/AdeM14292570/status/1960848082720956862#m
