id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
1,mefistofelleess,Kolejny dowód na to iż warto było pójść na wybory w drugiej turze wyborów prezydenckich 👍,0,4,1,5,27-08-25,89,16,,https://nitter.net/mefistofelleess/status/1960647307956744583#m
2,ZLYbadass,"A my co? Ukradli nam wybory, a my siedzimy na dupach jak te pizdy! Dlaczego polski rząd nie dopilnował wyborów? Dlaczego nie przeliczył głosów???",0,2,0,2,27-08-25,145,24,,https://nitter.net/ZLYbadass/status/1960819345996882175#m
3,kozaczewski,To nie sondaże wygrywają wybory tylko głosowanie. Może wybieramy władzę według sondaże. Co się zmieni sondaż to zmieniamy władzę .,0,0,0,0,28-08-25,130,20,,https://nitter.net/kozaczewski/status/1960999654943846842#m
4,a_hrechorowicz,No jak wylejecie beton w 2028? Przecież wybory najpóźniej w 2027?,1,2,0,3,28-08-25,65,11,,https://nitter.net/a_hrechorowicz/status/1960995776290595261#m
5,czardam,"I ten słabiutki i głupiutki rozniósł Trzaskowskiego i całą @Platforma_org - a przypominam, wg @donaldtusk były to „najważniejsze wybory w historii” 🤡",1,51,6,58,28-08-25,149,22,,https://nitter.net/czardam/status/1960959167704826245#m
6,PrawusKris2005,"Wybory do Sejmu za 2 lata a w polityce to wieczność. Gdy się porówna emocje społeczne w 2023 gdy modne było 8 gwiazdek a dziś, to jest przepaść. Rząd Tuska traci poparcie z każdym miesiącem ale nie wiemy co będzie w 2027. Prawica nie może też liczyć że wszystko już przesądzone",0,2,0,2,28-08-25,277,51,,https://nitter.net/PrawusKris2005/status/1960995424145137923#m
7,Grzechu811,"Sztos. Niemiecki agent przemawia do tłumu rumuńskich lemingów, którym niedawno Niemcy anulowali wybory prezydenckie, bo nie poszły po ich myśli. Sztos sztosów. Kurwa",0,1,0,1,28-08-25,165,23,,https://nitter.net/Grzechu811/status/1960998896030605440#m
8,Jolus65,"Fund Batorego niszczy Polskę Prezydent Trump wzywa do postawienia przed sądem George'a i Alexa Sorosów na podstawie ustawy RICO za finansowanie brutalnych protestów i innych działań. George Soros stoi za walką prawną przeciwko Trumpowi, ingerencją w wybory i chaosem w całym kraju",0,13,0,13,27-08-25,280,42,,https://nitter.net/Jolus65/status/1960774960781185509#m
9,BezPagonu,"Na tym koniu wygrali wybory w 2023, to nie Morawiecki to obiecał tylko Tusk z Domańskim",0,0,0,0,28-08-25,87,16,,https://nitter.net/BezPagonu/status/1960998334094537130#m
10,OZS_Aequitas,"Zauważyliśmy, że sędzia @GaciarekPiotr miał marsową minę, kiedy ludzie klaskali w rytm melodii przy słowach ""Gdy wszyscy już się dogadali, wybory nawet sfałszowali i przestępstw PiSu nie chcą liczyć"". Dlatego wierzymy, że co prawda Pan Sędzia uświetnił tę celebrę swoją osobą, ale się nie cieszył 😉",0,5,0,5,27-08-25,298,46,,https://nitter.net/OZS_Aequitas/status/1960782312657863133#m
